holdout_id,draw_count,model_same_triplet_2hit_rate,model_top1_2hit_rate,model_same_triplet_3hit_rate,model_top3_at_least_one_hit,model_exact_hit@3,model_exact_hit@10,model_exact_hit@20,model_adj_hit_pm1@3,model_mean_min_distance@3,model_signed_offset_mean@3,uniform_same_triplet_2hit_rate,uniform_top1_2hit_rate,uniform_same_triplet_3hit_rate,uniform_top3_at_least_one_hit,uniform_exact_hit@3,uniform_exact_hit@10,uniform_exact_hit@20,uniform_adj_hit_pm1@3,uniform_mean_min_distance@3,uniform_signed_offset_mean@3,frequency_same_triplet_2hit_rate,frequency_top1_2hit_rate,frequency_same_triplet_3hit_rate,frequency_top3_at_least_one_hit,frequency_exact_hit@3,frequency_exact_hit@10,frequency_exact_hit@20,frequency_adj_hit_pm1@3,frequency_mean_min_distance@3,frequency_signed_offset_mean@3,neighbor_same_triplet_2hit_rate,neighbor_top1_2hit_rate,neighbor_same_triplet_3hit_rate,neighbor_top3_at_least_one_hit,neighbor_exact_hit@3,neighbor_exact_hit@10,neighbor_exact_hit@20,neighbor_adj_hit_pm1@3,neighbor_mean_min_distance@3,neighbor_signed_offset_mean@3,shift_m1_same_triplet_2hit_rate,shift_m1_top1_2hit_rate,shift_m1_same_triplet_3hit_rate,shift_m1_top3_at_least_one_hit,shift_m1_exact_hit@3,shift_m1_exact_hit@10,shift_m1_exact_hit@20,shift_m1_adj_hit_pm1@3,shift_m1_mean_min_distance@3,shift_m1_signed_offset_mean@3,shift_p1_same_triplet_2hit_rate,shift_p1_top1_2hit_rate,shift_p1_same_triplet_3hit_rate,shift_p1_top3_at_least_one_hit,shift_p1_exact_hit@3,shift_p1_exact_hit@10,shift_p1_exact_hit@20,shift_p1_adj_hit_pm1@3,shift_p1_mean_min_distance@3,shift_p1_signed_offset_mean@3,paired_perm_p_vs_frequency,bootstrap_ci_low_vs_frequency,bootstrap_ci_high_vs_frequency
1,27,0.4074074074074074,0.18518518518518517,0.0,0.9629629629629629,0.7407407407407407,2.037037037037037,2.037037037037037,1.8888888888888888,0.4444444444444444,0.43209876543209874,0.2962962962962963,0.2962962962962963,0.037037037037037035,0.7037037037037037,1.037037037037037,1.037037037037037,1.037037037037037,1.8518518518518519,0.37037037037037035,0.17283950617283952,0.1111111111111111,0.1111111111111111,0.037037037037037035,0.5185185185185185,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.8518518518518519,0.5925925925925926,0.5185185185185185,0.07407407407407407,0.07407407407407407,0.037037037037037035,0.5185185185185185,0.6296296296296297,0.6296296296296297,0.6296296296296297,1.6666666666666667,0.6666666666666666,-0.2962962962962963,0.14814814814814814,0.14814814814814814,0.0,0.6296296296296297,0.7777777777777778,0.7777777777777778,0.7777777777777778,1.7037037037037037,0.4444444444444444,0.5925925925925926,0.14814814814814814,0.14814814814814814,0.0,0.7037037037037037,0.8518518518518519,0.8518518518518519,0.8518518518518519,1.7407407407407407,0.3333333333333333,0.39506172839506176,0.0026657780739753416,0.2222222222222222,0.6666666666666666
2,40,0.4,0.225,0.025,0.9,0.825,1.9,1.9,1.675,0.5,0.29166666666666663,0.225,0.225,0.025,0.525,0.775,0.775,0.775,1.775,0.55,-0.10833333333333334,0.15,0.15,0.0,0.575,0.725,0.725,0.725,1.75,0.55,-0.3416666666666667,0.275,0.275,0.025,0.65,0.95,0.95,0.95,1.85,1.2,-0.9583333333333334,0.15,0.15,0.025,0.475,0.65,0.65,0.65,1.85,0.65,0.09166666666666666,0.125,0.125,0.0,0.5,0.625,0.625,0.625,1.85,0.55,0.18333333333333332,0.0016661112962345886,0.175,0.475
