遊戲名稱,期別,開獎日期,銷售總額,銷售注數,總獎金,獎號1,獎號2,獎號3,獎號4,獎號5,獎號6,獎號7,獎號8,獎號9,獎號10,獎號11,獎號12,獎號13,獎號14,獎號15,獎號16,獎號17,獎號18,獎號19,獎號20,超級獎號,猜大小,猜單雙, 
賓果賓果,103000001,2014/01/01,1075,43,350,02,11,12,14,18,19,31,32,38,40,42,49,54,57,66,71,72,73,74,78,02,－,
賓果賓果,103000002,2014/01/01,1875,75,350,01,06,23,26,27,28,29,30,32,35,39,47,48,56,62,65,69,70,71,73,30,－,
賓果賓果,103000003,2014/01/01,1550,62,675,01,06,08,10,14,15,16,21,23,25,32,34,38,45,58,59,71,74,76,78,21,小,
賓果賓果,103000004,2014/01/01,2100,84,750,04,11,13,16,18,20,23,24,27,32,34,37,49,52,53,54,57,58,62,76,18,－,
賓果賓果,103000005,2014/01/01,2600,104,575,07,15,17,20,26,28,29,38,43,47,48,54,56,59,63,64,70,72,76,79,28,－,
賓果賓果,103000006,2014/01/01,5300,212,625,04,05,07,22,23,25,32,35,38,42,43,49,55,59,60,61,68,73,74,75,32,－,
賓果賓果,103000007,2014/01/01,4225,169,3775,01,02,09,14,19,21,24,33,40,41,44,45,49,50,52,56,60,64,70,80,52,－,
賓果賓果,103000008,2014/01/01,5275,211,3775,02,05,08,16,19,20,21,23,26,29,30,36,37,48,52,57,67,70,76,77,77,小,
賓果賓果,103000009,2014/01/01,5875,235,1275,05,11,12,18,24,26,27,28,30,35,36,43,50,51,57,64,67,69,76,79,26,－,
賓果賓果,103000010,2014/01/01,10150,406,10450,05,06,11,13,14,16,25,28,30,32,35,37,40,41,45,49,50,51,59,78,49,小,
賓果賓果,103000011,2014/01/01,7600,304,1100,03,08,13,14,16,17,21,23,28,39,40,41,45,46,47,50,60,67,71,75,46,－,
賓果賓果,103000012,2014/01/01,8625,345,5425,07,08,17,20,35,36,41,42,43,49,50,59,63,65,66,71,74,75,77,80,66,大,
賓果賓果,103000013,2014/01/01,10500,420,7475,01,06,11,14,20,22,26,29,30,37,38,40,41,44,46,50,51,57,62,77,14,－,
賓果賓果,103000014,2014/01/01,12525,501,4075,08,12,15,21,23,27,32,36,38,43,44,51,56,58,66,69,70,72,75,80,32,－,
賓果賓果,103000015,2014/01/01,14050,562,3950,05,07,12,15,18,22,23,33,37,40,42,43,45,47,66,67,70,72,75,76,23,－,
賓果賓果,103000016,2014/01/01,16550,662,20525,02,04,08,09,12,19,25,26,32,33,37,38,40,44,46,60,66,67,72,78,08,小,
賓果賓果,103000017,2014/01/01,18050,722,9425,02,07,09,12,17,19,33,34,35,37,38,40,46,49,50,62,63,67,76,78,34,－,
賓果賓果,103000018,2014/01/01,22800,912,8475,03,07,13,16,22,27,34,39,44,45,46,52,53,54,58,60,64,69,74,78,74,－,
賓果賓果,103000019,2014/01/01,27825,1113,5500,05,07,09,20,24,28,34,36,39,40,45,47,48,58,63,65,69,71,72,74,40,－,
賓果賓果,103000020,2014/01/01,23300,932,6875,03,08,10,14,15,18,19,31,32,33,36,39,47,51,56,57,63,65,70,79,39,－,
賓果賓果,103000021,2014/01/01,30725,1229,8325,02,04,05,07,08,11,15,16,19,26,31,44,48,49,50,51,54,60,74,76,76,－,
賓果賓果,103000022,2014/01/01,29475,1179,22950,06,13,15,16,18,21,25,27,28,29,34,35,37,42,48,54,59,68,69,79,15,小,
賓果賓果,103000023,2014/01/01,34200,1368,12300,02,05,11,13,16,19,20,27,44,49,55,56,61,63,66,67,73,74,77,80,80,－,
賓果賓果,103000024,2014/01/01,33850,1354,13175,01,04,12,15,24,26,30,31,33,34,35,48,53,56,65,66,67,69,75,76,12,－,
賓果賓果,103000025,2014/01/01,29500,1180,7600,01,03,07,09,13,19,21,22,24,27,38,43,48,60,62,63,66,68,71,77,03,－,
賓果賓果,103000026,2014/01/01,34950,1398,16050,01,02,05,07,20,26,27,31,39,43,44,45,46,49,52,57,63,64,71,79,05,－,
賓果賓果,103000027,2014/01/01,37200,1488,22150,04,05,12,16,18,20,22,24,25,26,30,32,40,45,48,53,54,55,60,61,40,小,
賓果賓果,103000028,2014/01/01,41225,1649,25400,02,04,08,12,14,18,30,31,35,38,43,46,53,55,61,63,67,76,78,80,76,－,
賓果賓果,103000029,2014/01/01,43300,1732,19850,01,02,04,05,14,15,18,29,34,39,41,43,54,59,62,63,66,71,72,80,14,－,
賓果賓果,103000030,2014/01/01,47075,1883,13950,05,09,21,24,33,36,38,40,47,51,53,55,59,61,65,71,72,73,75,78,78,－,
賓果賓果,103000031,2014/01/01,55725,2229,81400,01,02,03,05,06,07,15,18,23,31,32,34,36,37,53,55,56,58,59,62,31,小,
賓果賓果,103000032,2014/01/01,66175,2647,17525,07,16,18,21,24,25,31,33,34,35,39,40,46,47,54,57,70,71,73,75,75,－,
賓果賓果,103000033,2014/01/01,62700,2508,60200,03,07,08,09,14,15,17,18,21,26,30,35,39,47,49,51,56,59,62,76,14,小,
賓果賓果,103000034,2014/01/01,61900,2476,21750,08,10,12,19,20,25,29,34,37,39,43,47,48,49,53,58,61,64,76,80,10,－,
賓果賓果,103000035,2014/01/01,68575,2743,31675,02,03,06,07,17,22,31,32,36,37,43,49,52,61,64,67,70,71,76,78,64,－,
