遊戲名稱,期別,開獎日期,銷售總額,銷售注數,總獎金,獎號1,獎號2,獎號3,獎號4,獎號5,獎號6,獎號7,獎號8,獎號9,獎號10,獎號11,獎號12,獎號13,獎號14,獎號15,獎號16,獎號17,獎號18,獎號19,獎號20,超級獎號,猜大小,猜單雙, 
賓果賓果,105000001,2016/01/01,28700,1148,12150,09,10,12,14,15,17,25,37,39,44,51,54,57,60,61,62,65,66,67,71,17,－,
賓果賓果,105000002,2016/01/01,16775,671,9775,07,11,14,21,26,27,35,36,40,42,44,50,51,53,60,69,70,71,77,80,07,－,
賓果賓果,105000003,2016/01/01,17050,682,11850,01,22,29,31,32,33,36,37,38,40,42,45,47,51,52,57,59,62,69,72,51,－,
賓果賓果,105000004,2016/01/01,18150,726,4475,03,04,06,15,16,26,30,32,33,34,38,41,44,48,50,51,65,74,77,79,44,－,
賓果賓果,105000005,2016/01/01,18525,741,34575,01,05,14,25,26,32,36,38,54,57,58,59,63,64,67,72,73,74,77,78,74,－,
賓果賓果,105000006,2016/01/01,17350,694,6500,03,06,07,10,14,17,24,25,26,30,34,40,46,51,54,55,56,68,78,80,54,－,
賓果賓果,105000007,2016/01/01,21925,877,4250,02,13,18,23,24,26,29,31,32,34,37,43,52,60,62,63,66,69,74,75,66,－,
賓果賓果,105000008,2016/01/01,27975,1119,42550,03,10,11,27,30,43,44,45,47,51,54,56,59,60,66,68,69,70,73,74,27,大,
賓果賓果,105000009,2016/01/01,23400,936,5900,05,11,18,21,27,31,33,35,43,46,48,49,50,53,57,60,61,62,70,72,43,－,
賓果賓果,105000010,2016/01/01,23825,953,9825,03,07,11,14,19,20,26,27,39,45,48,49,51,54,55,57,73,74,77,80,51,－,
賓果賓果,105000011,2016/01/01,27400,1096,9375,04,05,11,12,20,24,25,26,28,37,40,52,54,59,62,64,65,69,71,75,28,－,
賓果賓果,105000012,2016/01/01,27700,1108,11875,03,04,05,07,11,12,16,20,21,22,25,36,42,48,54,62,64,68,75,77,04,－,
賓果賓果,105000013,2016/01/01,28550,1142,28350,04,11,12,21,22,37,39,43,45,48,50,56,57,63,69,71,72,74,77,80,69,大,
賓果賓果,105000014,2016/01/01,32575,1303,10050,05,07,10,11,13,16,18,22,33,35,48,55,57,61,64,65,69,70,74,77,35,－,
賓果賓果,105000015,2016/01/01,39675,1587,10000,04,08,13,14,18,19,22,23,32,33,38,47,49,50,56,59,66,70,74,80,33,－,
賓果賓果,105000016,2016/01/01,37775,1511,8700,01,03,08,09,14,16,18,32,37,43,45,49,50,54,57,63,66,69,76,78,09,－,
賓果賓果,105000017,2016/01/01,28500,1140,12775,03,06,09,15,17,23,27,31,33,35,45,50,53,55,56,57,59,60,66,67,45,－,
賓果賓果,105000018,2016/01/01,49000,1960,51950,01,04,06,15,21,22,25,26,28,29,33,37,40,44,53,60,63,74,75,77,33,小,
賓果賓果,105000019,2016/01/01,45875,1835,48125,01,06,10,14,17,18,23,33,35,41,42,47,51,54,55,56,58,59,66,73,35,－,
賓果賓果,105000020,2016/01/01,42875,1715,19650,03,10,11,19,20,28,36,38,39,42,47,54,57,61,64,65,68,69,71,78,39,－,
賓果賓果,105000021,2016/01/01,42025,1681,10550,01,08,10,12,14,21,28,30,33,36,42,48,59,62,63,65,66,69,71,76,30,－,
賓果賓果,105000022,2016/01/01,49725,1989,42050,03,05,07,11,12,14,16,28,29,36,39,47,51,54,60,64,65,68,72,79,29,－,
賓果賓果,105000023,2016/01/01,56975,2279,13250,08,10,14,15,18,21,30,35,40,47,48,52,53,61,65,66,71,74,78,79,79,－,
賓果賓果,105000024,2016/01/01,59800,2392,17500,09,11,13,15,21,22,29,30,34,35,41,46,48,49,51,60,64,74,78,80,51,－,
賓果賓果,105000025,2016/01/01,61850,2474,26675,01,06,07,09,10,12,13,16,21,25,38,47,48,49,51,59,64,68,75,77,10,－,
賓果賓果,105000026,2016/01/01,67525,2701,39450,05,06,08,11,12,13,16,19,21,30,33,46,61,67,68,71,74,75,79,80,11,－,
賓果賓果,105000027,2016/01/01,78300,3132,82850,10,12,17,19,23,24,28,43,44,45,49,52,60,65,68,71,73,76,77,80,12,大,
賓果賓果,105000028,2016/01/01,86475,3459,33650,09,14,24,27,28,30,31,32,36,38,39,41,44,52,54,63,64,65,74,77,24,－,
賓果賓果,105000029,2016/01/01,69475,2779,40650,03,11,17,18,22,24,28,29,33,36,43,48,51,52,58,65,67,71,73,74,74,－,
賓果賓果,105000030,2016/01/01,79750,3190,40925,01,02,03,04,06,16,21,34,35,36,45,46,50,51,52,61,62,63,72,75,16,－,
賓果賓果,105000031,2016/01/01,92350,3694,25600,05,08,12,17,22,25,33,34,35,38,43,46,54,55,61,67,68,75,76,78,34,－,
賓果賓果,105000032,2016/01/01,104475,4179,49800,02,04,07,09,11,20,26,28,33,37,38,41,49,57,60,63,74,75,77,80,20,－,
賓果賓果,105000033,2016/01/01,121275,4851,41775,03,05,15,21,25,27,33,34,36,45,48,51,52,60,62,63,71,72,75,78,33,－,
賓果賓果,105000034,2016/01/01,128175,5127,52125,01,03,11,20,25,28,37,38,43,44,45,46,48,51,62,65,66,69,76,77,03,－,
