遊戲名稱,期別,開獎日期,銷售總額,銷售注數,總獎金,獎號1,獎號2,獎號3,獎號4,獎號5,獎號6,獎號7,獎號8,獎號9,獎號10,獎號11,獎號12,獎號13,獎號14,獎號15,獎號16,獎號17,獎號18,獎號19,獎號20,超級獎號,猜大小,猜單雙, 
賓果賓果,111000001,2022/01/01,42200,1688,21950,03,07,10,13,16,22,24,28,31,40,43,48,49,51,54,58,59,69,75,79,69,－,小單
賓果賓果,111000002,2022/01/01,35825,1433,13180,01,04,05,08,16,19,20,21,22,23,27,44,51,54,58,59,64,65,71,74,22,－,和
賓果賓果,111000003,2022/01/01,29575,1183,17475,04,05,20,26,27,33,37,43,45,47,49,50,52,58,62,63,72,73,74,75,43,大,小單
賓果賓果,111000004,2022/01/01,30575,1223,15050,03,07,09,19,22,29,37,41,44,50,54,55,56,59,60,63,64,66,72,79,19,大,小單
賓果賓果,111000005,2022/01/01,34175,1367,11700,03,05,06,08,11,14,16,21,24,38,42,45,46,51,59,63,66,73,78,80,38,－,小雙
賓果賓果,111000006,2022/01/01,34200,1368,11775,04,06,10,13,16,18,24,27,30,32,33,47,48,50,55,57,69,76,77,80,06,－,小雙
賓果賓果,111000007,2022/01/01,39500,1580,9285,04,09,11,18,20,26,30,31,34,43,44,46,49,52,55,58,62,63,72,79,26,－,小雙
賓果賓果,111000008,2022/01/01,48850,1954,9900,02,08,09,10,11,15,26,27,32,35,39,41,42,45,46,51,52,58,70,75,75,－,和
賓果賓果,111000009,2022/01/01,48925,1957,8765,02,03,07,10,18,21,24,35,37,39,41,43,45,48,51,54,56,65,79,80,51,－,小單
賓果賓果,111000010,2022/01/01,60525,2421,17550,01,08,15,16,20,22,29,36,37,44,48,54,56,60,66,68,69,70,72,76,66,－,雙
賓果賓果,111000011,2022/01/01,53425,2137,13070,01,04,06,09,13,15,22,30,33,37,47,49,50,57,59,64,69,70,72,78,70,－,小單
賓果賓果,111000012,2022/01/01,44850,1794,19895,01,02,09,10,11,12,18,28,29,35,46,49,54,55,56,67,68,71,76,79,56,－,和
賓果賓果,111000013,2022/01/01,42825,1713,8100,02,06,10,17,18,20,29,35,36,41,50,53,55,59,61,64,67,69,76,79,35,－,小單
賓果賓果,111000014,2022/01/01,56975,2279,21680,02,05,06,07,13,14,17,22,27,32,44,45,47,56,58,64,66,69,71,78,32,－,小雙
賓果賓果,111000015,2022/01/01,70925,2837,15865,12,14,19,21,25,27,30,31,32,37,47,50,59,60,61,64,69,70,72,73,61,－,小單
賓果賓果,111000016,2022/01/01,57950,2318,68220,05,12,19,26,29,33,43,46,47,48,57,58,59,60,65,66,71,73,74,79,47,大,小單
賓果賓果,111000017,2022/01/01,64000,2560,58525,02,07,10,14,17,19,21,23,24,28,29,30,36,37,40,63,69,75,77,80,75,小,小單
賓果賓果,111000018,2022/01/01,64350,2574,41965,02,08,14,16,18,19,21,22,24,27,30,33,34,35,49,58,61,64,71,77,16,小,小雙
賓果賓果,111000019,2022/01/01,71400,2856,28750,01,13,14,15,17,29,30,31,38,44,49,51,52,53,55,57,69,71,73,78,78,－,單
賓果賓果,111000020,2022/01/01,68400,2736,71170,03,05,06,08,10,11,14,27,29,33,37,39,53,56,58,62,70,75,77,80,53,－,小單
賓果賓果,111000021,2022/01/01,66850,2674,32320,07,17,22,24,25,32,41,46,47,52,53,55,59,60,63,64,66,67,73,79,32,大,小單
賓果賓果,111000022,2022/01/01,78850,3154,33200,07,09,13,19,20,27,31,39,41,43,46,49,51,52,59,64,72,76,77,78,39,－,單
賓果賓果,111000023,2022/01/01,83350,3334,23620,01,03,11,20,23,30,32,33,42,43,48,53,54,60,61,64,65,69,75,77,32,－,小單
賓果賓果,111000024,2022/01/01,97600,3904,123100,02,10,12,18,22,34,36,42,43,48,50,52,60,61,63,64,69,72,78,79,10,大,雙
賓果賓果,111000025,2022/01/01,97200,3888,26700,01,02,04,07,13,14,16,18,23,30,35,38,45,52,55,59,66,69,73,77,01,－,小單
賓果賓果,111000026,2022/01/01,104800,4192,33525,03,06,09,13,14,19,22,28,39,41,44,49,52,57,66,67,70,74,76,79,57,－,和
賓果賓果,111000027,2022/01/01,108200,4328,43280,01,02,07,12,18,19,22,31,34,36,42,43,50,57,59,61,65,71,77,79,42,－,小單
賓果賓果,111000028,2022/01/01,118900,4756,62580,09,15,17,21,27,29,30,32,40,49,54,55,56,57,58,65,69,76,77,78,32,－,小單
賓果賓果,111000029,2022/01/01,120025,4801,29475,06,07,10,16,20,22,23,30,31,33,37,40,41,51,52,54,57,63,78,79,57,－,和
賓果賓果,111000030,2022/01/01,121175,4847,45000,03,08,10,13,14,15,18,21,29,32,39,42,46,52,60,66,72,74,76,77,08,－,雙
賓果賓果,111000031,2022/01/01,122625,4905,110870,02,05,09,12,14,17,21,29,32,37,44,45,56,62,70,75,76,77,78,79,62,－,和
賓果賓果,111000032,2022/01/01,135425,5417,62575,02,03,08,11,15,19,21,27,33,52,53,58,59,60,64,67,71,74,77,79,71,－,單
賓果賓果,111000033,2022/01/01,138100,5524,53945,03,05,06,08,15,24,25,29,37,43,45,46,50,58,60,62,67,71,78,79,03,－,小單
賓果賓果,111000034,2022/01/01,147800,5912,58310,09,10,13,15,19,22,23,25,28,33,37,48,49,52,53,55,58,64,69,74,69,－,小單
賓果賓果,111000035,2022/01/01,160075,6403,188060,01,17,27,29,32,33,38,40,46,49,58,59,64,66,68,69,71,77,79,80,17,－,小單
賓果賓果,111000036,2022/01/01,169700,6788,41055,05,10,11,13,15,21,27,32,35,45,49,50,56,57,62,64,70,71,72,75,49,－,小單
賓果賓果,111000037,2022/01/01,173925,6957,107000,08,21,22,23,27,29,30,32,33,40,42,44,52,56,58,61,62,76,77,78,62,－,雙
賓果賓果,111000038,2022/01/01,185150,7406,78300,06,11,16,21,23,26,27,38,40,46,47,50,54,61,62,63,64,75,78,79,23,－,小雙
賓果賓果,111000039,2022/01/01,194800,7792,63475,04,05,06,08,18,19,20,23,28,29,33,40,43,44,46,57,63,70,74,77,18,－,小雙
賓果賓果,111000040,2022/01/01,199325,7973,294220,17,25,28,29,30,39,40,46,49,57,61,62,65,68,69,73,74,78,79,80,69,大,小單
賓果賓果,111000041,2022/01/01,203750,8150,94830,02,06,10,14,15,17,18,19,20,25,30,40,48,49,51,59,71,74,75,76,14,－,小雙
賓果賓果,111000042,2022/01/01,223600,8944,107715,10,16,18,29,30,31,33,34,35,37,41,42,43,53,54,62,63,64,70,75,53,－,和
賓果賓果,111000043,2022/01/01,205450,8218,224810,06,07,11,13,16,17,19,21,23,26,27,30,36,37,40,44,49,60,77,80,16,小,小單
賓果賓果,111000044,2022/01/01,204500,8180,68735,03,10,20,21,22,29,35,36,37,38,40,41,45,55,59,65,68,73,74,76,36,－,小單
賓果賓果,111000045,2022/01/01,199100,7964,149465,06,08,11,13,14,15,19,26,28,39,41,42,47,49,52,63,69,70,72,79,13,－,小單
賓果賓果,111000046,2022/01/01,206775,8271,80980,04,10,11,16,19,22,25,33,38,41,42,44,58,65,69,71,72,73,74,79,71,－,和
賓果賓果,111000047,2022/01/01,198950,7958,175220,01,04,07,09,12,13,14,15,17,21,28,30,34,44,46,48,58,64,68,73,01,小,小雙
賓果賓果,111000048,2022/01/01,194800,7792,120700,01,02,05,17,23,29,35,39,41,42,46,57,60,61,69,70,73,77,78,79,41,－,單
賓果賓果,111000049,2022/01/01,192450,7698,70290,02,08,09,11,14,17,24,29,30,32,41,43,48,50,54,65,68,71,73,78,17,－,小雙
賓果賓果,111000050,2022/01/01,200450,8018,122095,04,06,18,19,21,22,24,29,36,42,47,49,50,52,61,63,70,74,77,79,18,－,小雙
賓果賓果,111000051,2022/01/01,207525,8301,102480,01,03,09,10,13,20,22,23,31,34,43,48,55,66,67,68,73,75,79,80,75,－,小單
賓果賓果,111000052,2022/01/01,210325,8413,156400,02,07,09,13,17,19,20,25,31,33,49,53,59,61,71,72,74,75,76,79,20,－,單
賓果賓果,111000053,2022/01/01,212150,8486,146710,05,09,10,14,16,21,24,30,41,42,48,50,52,56,57,59,61,69,70,78,78,－,小雙
賓果賓果,111000054,2022/01/01,224750,8990,122800,01,02,04,06,09,25,28,33,40,47,49,50,51,57,59,65,67,72,73,79,51,－,單
賓果賓果,111000055,2022/01/01,222075,8883,87670,08,09,12,16,21,22,27,31,33,35,36,43,46,48,54,57,58,68,78,79,54,－,小雙
賓果賓果,111000056,2022/01/01,226250,9050,79575,05,07,11,15,18,19,34,37,38,39,42,43,46,53,56,57,61,70,75,77,11,－,單
賓果賓果,111000057,2022/01/01,213225,8529,201750,04,07,08,22,27,34,35,43,45,48,51,52,53,60,63,64,72,74,79,80,64,大,小雙
賓果賓果,111000058,2022/01/01,206625,8265,61825,11,14,19,20,23,30,35,36,43,44,47,51,53,54,56,57,61,65,68,72,51,－,小單
賓果賓果,111000059,2022/01/01,215400,8616,83170,07,08,09,14,16,18,22,23,24,28,33,40,44,55,57,59,61,62,74,78,61,－,小雙
賓果賓果,111000060,2022/01/01,215975,8639,80305,03,04,05,08,16,18,28,33,49,50,53,55,56,57,60,66,69,71,72,77,57,－,和
賓果賓果,111000061,2022/01/01,217650,8706,72500,01,05,09,10,15,18,23,28,33,35,37,46,56,62,66,70,73,75,77,79,66,－,小單
賓果賓果,111000062,2022/01/01,208600,8344,129150,07,08,13,17,19,29,30,35,43,46,55,58,63,65,67,71,72,73,76,80,71,－,單
賓果賓果,111000063,2022/01/01,214775,8591,62815,01,02,08,11,13,16,17,23,29,37,38,41,46,50,54,59,72,74,75,76,11,－,和
賓果賓果,111000064,2022/01/01,221900,8876,99950,01,02,03,07,15,18,21,24,27,30,37,41,43,48,55,61,67,73,76,77,07,－,單
賓果賓果,111000065,2022/01/01,221600,8864,106255,01,08,10,13,14,15,16,18,25,31,33,37,45,46,47,50,58,62,66,78,62,－,小雙
賓果賓果,111000066,2022/01/01,246675,9867,378600,06,08,10,11,12,15,17,18,19,22,23,24,30,33,35,37,48,61,74,76,74,小,小雙
賓果賓果,111000067,2022/01/01,210600,8424,45600,06,12,13,18,21,24,32,35,37,39,45,46,47,52,54,59,62,75,78,80,18,－,小雙
賓果賓果,111000068,2022/01/01,208625,8345,67970,03,06,07,09,13,17,23,24,26,38,42,49,55,59,62,67,68,69,72,75,62,－,小單
賓果賓果,111000069,2022/01/01,209200,8368,75820,01,04,06,11,14,18,19,25,34,41,42,45,51,56,59,60,61,66,74,79,04,－,和
賓果賓果,111000070,2022/01/01,201725,8069,89870,07,10,16,17,19,20,23,25,31,33,36,57,58,63,65,67,69,70,72,80,10,－,小單
賓果賓果,111000071,2022/01/01,201800,8072,111410,09,12,14,17,22,24,25,32,36,39,42,48,52,55,58,59,65,71,72,78,65,－,小雙
賓果賓果,111000072,2022/01/01,198850,7954,61190,02,03,11,13,14,24,25,30,38,39,43,50,55,61,65,68,71,73,74,80,13,－,小單
賓果賓果,111000073,2022/01/01,198850,7954,56855,02,03,09,10,28,30,31,32,37,39,44,46,51,57,58,61,66,67,72,78,02,－,小雙
賓果賓果,111000074,2022/01/01,192300,7692,124195,08,15,17,19,26,30,32,35,41,42,43,49,52,54,59,61,63,68,69,79,52,－,小單
賓果賓果,111000075,2022/01/01,212300,8492,76670,01,11,12,19,20,26,28,32,37,40,50,56,58,59,61,63,65,66,69,78,32,－,小雙
賓果賓果,111000076,2022/01/01,199525,7981,58390,03,05,06,24,25,27,35,36,37,40,42,47,48,55,58,59,70,72,73,76,42,－,和
賓果賓果,111000077,2022/01/01,203975,8159,74250,03,05,06,12,22,23,32,35,39,45,47,49,50,55,61,68,74,76,79,80,35,－,小單
