version_id,top20_hit_rate,top10_hit_rate,top3_hit_rate,top3_at_least_one_hit_rate,is_overfit,is_better_than_baseline
v0_binary_baseline,0.2584615384615384,0.2646153846153846,0.28717948717948716,0.6615384615384615,True,False
v1_rank_heuristic,0.2684615384615385,0.26615384615384613,0.2871794871794872,0.723076923076923,True,True
v2_rerank_k20_w100,0.26076923076923075,0.26,0.28205128205128205,0.676923076923077,True,False
v3_rerank_k30_w300,0.2661538461538462,0.2723076923076923,0.27179487179487183,0.6461538461538461,True,False
v4_rerank_k40_w500,0.25999999999999995,0.25999999999999995,0.29743589743589743,0.7230769230769232,True,True
