version_id,stage_type,candidate_pool,prior_window,rerank_weight,penalty_weight,trend_weight,regime_aware,top20_hit_rate,top5_hit_rate,top10_hit_rate,top3_hit_rate,top3_at_least_one_hit_rate,ndcg_at_10,train_vs_oos_gap,fold_dispersion,regime_dispersion,is_overfit,is_better_than_baseline,keep_recommendation
v0_binary_baseline,baseline,20,100,0.0,0.0,0.0,False,0.24966414777497903,0.2528127623845508,0.2540302267002519,0.2574867058494263,0.5927791771620486,0.25404596627235576,0.39140218303946245,0.006323606788522232,0.2515622781699924,True,True,False
v3_rerank_k30_p300,rerank,30,300,3.2,0.1,0.35,True,0.2494752308984047,0.2523929471032746,0.2500419815281276,0.24923033865099356,0.5759865659109992,0.2497363855780017,0.17521410579345084,0.007449667872491544,0.2503251268244599,True,False,False
v4_two_stage_20_10_3,two_stage,20,300,3.0,0.11,0.4,True,0.24888748950461795,0.24483627204030226,0.24672544080604533,0.24265323257766583,0.5600335852225021,0.24489307147730885,0.15290232297788967,0.005946971553561653,0.24886325048596034,True,False,False
