scheme,board_id,size_class,mask_ratio,mask_idx,target_number,rank,top1,top3,top5,top10,active_module_count_mean,abstain_rate,no_informative_modules_rate,score_std,final_score_std
soft_gate_050,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,20,18,0,0,0,0,9.325,0.0,0.0,0.1010400537718874,0.1010400537718874
centered_weighted_sum,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,20,14,0,0,0,0,8.0,0.0,0.0,0.12472342867648535,0.12472342867648535
baseline,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,21,39,0,0,0,0,9.375,0.0,0.0,0.1210682510361731,0.1210682510361731
hard_gate_050,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,21,37,0,0,0,0,3.575,0.6442786069651741,0.0,0.08162365234228121,0.08162365234228121
hard_gate_055,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,21,36,0,0,0,0,1.95,0.8059701492537313,0.025,0.08681392932926639,0.08681392932926639
hard_gate_060,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,21,38,0,0,0,0,1.425,0.8582089552238806,0.1,0.09093347583032135,0.09093347583032135
soft_gate_050,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,21,39,0,0,0,0,9.375,0.0,0.0,0.10113498360016435,0.10113498360016435
centered_weighted_sum,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,21,39,0,0,0,0,8.1,0.0,0.0,0.12106825103617311,0.12106825103617311
baseline,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,22,13,0,0,0,0,9.375,0.0,0.0,0.11970309810828454,0.11970309810828454
hard_gate_050,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,22,7,0,0,0,1,3.575,0.6442786069651741,0.0,0.0814274767510978,0.0814274767510978
hard_gate_055,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,22,16,0,0,0,0,1.925,0.8084577114427861,0.05,0.09065619204771075,0.09065619204771075
hard_gate_060,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,22,8,0,0,0,1,1.45,0.8557213930348259,0.05,0.08932976462789932,0.08932976462789932
soft_gate_050,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,22,11,0,0,0,0,9.375,0.0,0.0,0.10053332482319106,0.10053332482319106
centered_weighted_sum,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,22,13,0,0,0,0,8.1,0.0,0.0,0.11970309810828454,0.11970309810828454
baseline,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,24,33,0,0,0,0,9.35,0.0,0.0,0.11593087409140225,0.11593087409140225
hard_gate_050,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,24,32,0,0,0,0,3.65,0.6368159203980099,0.0,0.08151473806575515,0.08151473806575515
hard_gate_055,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,24,33,0,0,0,0,1.95,0.8059701492537313,0.025,0.09313046619740616,0.09313046619740616
hard_gate_060,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,24,24,0,0,0,0,1.475,0.8532338308457711,0.05,0.08920566282670997,0.08920566282670997
soft_gate_050,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,24,34,0,0,0,0,9.35,0.0,0.0,0.09936635866186418,0.09936635866186418
centered_weighted_sum,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,24,33,0,0,0,0,8.1,0.0,0.0,0.11593087409140225,0.11593087409140225
baseline,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,25,39,0,0,0,0,9.375,0.0,0.0,0.11666684814628082,0.11666684814628082
hard_gate_050,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,25,37,0,0,0,0,3.675,0.6352357320099256,0.0,0.08325092754114397,0.08325092754114397
hard_gate_055,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,25,34,0,0,0,0,1.975,0.8039702233250621,0.025,0.09608749248039683,0.09608749248039683
hard_gate_060,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,25,38,0,0,0,0,1.45,0.8560794044665012,0.05,0.09335857937597576,0.09335857937597576
soft_gate_050,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,25,39,0,0,0,0,9.375,0.0,0.0,0.09986279336574519,0.09986279336574519
centered_weighted_sum,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,25,39,0,0,0,0,8.125,0.0,0.0,0.11666684814628082,0.11666684814628082
baseline,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,26,38,0,0,0,0,9.35,0.0,0.0,0.11761015536511843,0.11761015536511843
hard_gate_050,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,26,36,0,0,0,0,3.65,0.6368159203980099,0.0,0.08344112006321118,0.08344112006321118
hard_gate_055,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,26,39,0,0,0,0,1.95,0.8059701492537313,0.025,0.09792076300539837,0.09792076300539837
hard_gate_060,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,26,33,0,0,0,0,1.425,0.8582089552238806,0.05,0.09515143004863542,0.09515143004863542
soft_gate_050,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,26,36,0,0,0,0,9.35,0.0,0.0,0.10151142265422423,0.10151142265422423
centered_weighted_sum,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,26,38,0,0,0,0,8.1,0.0,0.0,0.11761015536511843,0.11761015536511843
baseline,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,29,34,0,0,0,0,9.325,0.0,0.0,0.11482257967346629,0.11482257967346629
hard_gate_050,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,29,31,0,0,0,0,3.5,0.65,0.0,0.08017921861260882,0.08017921861260882
hard_gate_055,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,29,36,0,0,0,0,1.925,0.8075,0.025,0.09110169553317139,0.09110169553317139
hard_gate_060,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,29,37,0,0,0,0,1.475,0.8525,0.025,0.09150944156559647,0.09150944156559647
soft_gate_050,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,29,31,0,0,0,0,9.325,0.0,0.0,0.10053514498811995,0.10053514498811995
centered_weighted_sum,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,29,34,0,0,0,0,7.975,0.0,0.0,0.11482257967346629,0.11482257967346629
baseline,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,30,10,0,0,0,1,9.35,0.0,0.0,0.11512593334846322,0.11512593334846322
hard_gate_050,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,30,5,0,0,1,1,3.525,0.6483790523690773,0.0,0.08176438837886633,0.08176438837886633
hard_gate_055,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,30,15,0,0,0,0,1.925,0.8079800498753117,0.05,0.09560357809172995,0.09560357809172995
hard_gate_060,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,30,11,0,0,0,0,1.525,0.8478802992518704,0.05,0.09822034849029308,0.09822034849029308
soft_gate_050,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,30,2,0,1,1,1,9.35,0.0,0.0,0.10078842015345332,0.10078842015345332
centered_weighted_sum,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,30,10,0,0,0,1,8.075,0.0,0.0,0.11512593334846322,0.11512593334846322
baseline,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,31,17,0,0,0,0,9.325,0.0,0.0,0.11487851572591104,0.11487851572591104
hard_gate_050,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,31,6,0,0,0,1,3.475,0.6525,0.0,0.07900523940556527,0.07900523940556527
hard_gate_055,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,31,4,0,0,1,1,1.925,0.8075,0.025,0.08658730738139281,0.08658730738139281
hard_gate_060,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,31,3,0,1,1,1,1.475,0.8525,0.075,0.08826968617094855,0.08826968617094855
soft_gate_050,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,31,12,0,0,0,0,9.325,0.0,0.0,0.10030701184828347,0.10030701184828347
centered_weighted_sum,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,31,17,0,0,0,0,8.05,0.0,0.0,0.11487851572591105,0.11487851572591105
baseline,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,32,32,0,0,0,0,9.35,0.0,0.0,0.11483789149304748,0.11483789149304748
hard_gate_050,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,32,32,0,0,0,0,3.5,0.6508728179551122,0.0,0.08077079271680133,0.08077079271680133
hard_gate_055,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,32,38,0,0,0,0,1.95,0.8054862842892768,0.025,0.0890278277228843,0.0890278277228843
hard_gate_060,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,32,37,0,0,0,0,1.425,0.85785536159601,0.075,0.09417259305445212,0.09417259305445212
soft_gate_050,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,32,34,0,0,0,0,9.35,0.0,0.0,0.09924117073697258,0.09924117073697258
centered_weighted_sum,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,32,32,0,0,0,0,8.075,0.0,0.0,0.11483789149304748,0.11483789149304748
baseline,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,34,5,0,0,1,1,9.325,0.0,0.0,0.11457196484355389,0.11457196484355389
hard_gate_050,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,34,10,0,0,0,1,3.525,0.6492537313432836,0.0,0.0783186173297452,0.0783186173297452
hard_gate_055,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,34,10,0,0,0,1,1.95,0.8059701492537313,0.025,0.08496265916260365,0.08496265916260365
hard_gate_060,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,34,12,0,0,0,0,1.475,0.8532338308457711,0.075,0.09102753401583603,0.09102753401583603
soft_gate_050,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,34,12,0,0,0,0,9.325,0.0,0.0,0.1006288988877553,0.1006288988877553
centered_weighted_sum,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,34,5,0,0,1,1,8.075,0.0,0.0,0.11457196484355389,0.11457196484355389
baseline,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,36,3,0,1,1,1,9.325,0.0,0.0,0.11222532368563971,0.11222532368563971
hard_gate_050,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,36,16,0,0,0,0,3.525,0.6492537313432836,0.0,0.07973791618037922,0.07973791618037922
hard_gate_055,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,36,29,0,0,0,0,1.875,0.8134328358208955,0.05,0.09611795673799296,0.09611795673799296
hard_gate_060,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,36,31,0,0,0,0,1.5,0.8507462686567164,0.05,0.09007553425892714,0.09007553425892714
soft_gate_050,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,36,16,0,0,0,0,9.325,0.0,0.0,0.10045637956342274,0.10045637956342274
centered_weighted_sum,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,36,3,0,1,1,1,8.075,0.0,0.0,0.11222532368563971,0.11222532368563971
baseline,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,37,33,0,0,0,0,9.35,0.0,0.0,0.11147946228441048,0.11147946228441048
hard_gate_050,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,37,38,0,0,0,0,3.6,0.6426799007444168,0.0,0.0801077560448657,0.0801077560448657
hard_gate_055,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,37,40,0,0,0,0,1.925,0.8089330024813896,0.05,0.09921846934813314,0.09921846934813314
hard_gate_060,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,37,37,0,0,0,0,1.4,0.8610421836228288,0.075,0.0928480184716709,0.0928480184716709
soft_gate_050,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,37,32,0,0,0,0,9.35,0.0,0.0,0.09860475779486841,0.09860475779486841
centered_weighted_sum,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,37,33,0,0,0,0,8.125,0.0,0.0,0.11147946228441045,0.11147946228441045
baseline,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,40,11,0,0,0,0,9.35,0.0,0.0,0.11242198058111921,0.11242198058111921
hard_gate_050,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,40,8,0,0,0,1,3.525,0.6492537313432836,0.0,0.07863808826199191,0.07863808826199191
hard_gate_055,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,40,2,0,1,1,1,1.875,0.8134328358208955,0.075,0.09579746611167746,0.09579746611167746
hard_gate_060,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,40,2,0,1,1,1,1.375,0.8631840796019901,0.075,0.09510810811426643,0.09510810811426643
soft_gate_050,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,40,8,0,0,0,1,9.35,0.0,0.0,0.09226473452919866,0.09226473452919866
centered_weighted_sum,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,40,11,0,0,0,0,8.1,0.0,0.0,0.1124219805811192,0.1124219805811192
baseline,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,41,20,0,0,0,0,9.325,0.0,0.0,0.11195544213016417,0.11195544213016417
hard_gate_050,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,41,9,0,0,0,1,3.5,0.6508728179551122,0.0,0.07781596191536312,0.07781596191536312
hard_gate_055,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,41,4,0,0,1,1,1.825,0.8179551122194514,0.05,0.09124946740492296,0.09124946740492296
hard_gate_060,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,41,6,0,0,0,1,1.425,0.85785536159601,0.075,0.09365295513599292,0.09365295513599292
soft_gate_050,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,41,11,0,0,0,0,9.325,0.0,0.0,0.0923404388788678,0.0923404388788678
centered_weighted_sum,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,41,20,0,0,0,0,8.075,0.0,0.0,0.11195544213016417,0.11195544213016417
baseline,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,42,1,1,1,1,1,9.3,0.0,0.0,0.11126395145225808,0.11126395145225808
hard_gate_050,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,42,14,0,0,0,0,3.475,0.6525,0.0,0.07747409573932763,0.07747409573932763
hard_gate_055,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,42,7,0,0,0,1,1.85,0.815,0.05,0.09775245984002662,0.09775245984002662
hard_gate_060,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,42,8,0,0,0,1,1.375,0.8625,0.075,0.0935834456441788,0.0935834456441788
soft_gate_050,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,42,5,0,0,1,1,9.3,0.0,0.0,0.09177863896239082,0.09177863896239082
centered_weighted_sum,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,42,1,1,1,1,1,8.05,0.0,0.0,0.11126395145225808,0.11126395145225808
baseline,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,43,6,0,0,0,1,9.35,0.0,0.0,0.11034481636480814,0.11034481636480814
hard_gate_050,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,43,10,0,0,0,1,3.475,0.654228855721393,0.0,0.07793750984084499,0.07793750984084499
hard_gate_055,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,43,10,0,0,0,1,1.875,0.8134328358208955,0.05,0.09615269864967824,0.09615269864967824
hard_gate_060,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,43,11,0,0,0,0,1.425,0.8582089552238806,0.075,0.0944319386030135,0.0944319386030135
soft_gate_050,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,43,13,0,0,0,0,9.35,0.0,0.0,0.09016015720542862,0.09016015720542862
centered_weighted_sum,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,43,6,0,0,0,1,8.1,0.0,0.0,0.11034481636480815,0.11034481636480815
baseline,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,46,10,0,0,0,1,9.375,0.0,0.0,0.11074294938236243,0.11074294938236243
hard_gate_050,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,46,12,0,0,0,0,3.425,0.6592039800995025,0.0,0.07723856072337605,0.07723856072337605
hard_gate_055,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,46,10,0,0,0,1,1.85,0.8159203980099502,0.05,0.08514240698181763,0.08514240698181763
hard_gate_060,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,46,14,0,0,0,0,1.375,0.8631840796019901,0.075,0.09178865048393445,0.09178865048393445
soft_gate_050,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,46,11,0,0,0,0,9.375,0.0,0.0,0.09197499720411698,0.09197499720411698
centered_weighted_sum,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,46,10,0,0,0,1,8.1,0.0,0.0,0.11074294938236241,0.11074294938236241
baseline,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,47,37,0,0,0,0,9.35,0.0,0.0,0.11027029997376209,0.11027029997376209
hard_gate_050,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,47,34,0,0,0,0,3.4,0.6608478802992519,0.0,0.07516689762404295,0.07516689762404295
hard_gate_055,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,47,34,0,0,0,0,1.8,0.8204488778054863,0.05,0.08464599572054671,0.08464599572054671
hard_gate_060,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,47,34,0,0,0,0,1.35,0.8653366583541147,0.075,0.09150220203363271,0.09150220203363271
soft_gate_050,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,47,37,0,0,0,0,9.35,0.0,0.0,0.09130027469347667,0.09130027469347667
centered_weighted_sum,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,47,37,0,0,0,0,8.075,0.0,0.0,0.11027029997376209,0.11027029997376209
baseline,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,49,33,0,0,0,0,9.425,0.0,0.0,0.11635829521930395,0.11635829521930395
hard_gate_050,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,49,33,0,0,0,0,3.35,0.6674937965260546,0.0,0.07798735791561122,0.07798735791561122
hard_gate_055,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,49,37,0,0,0,0,1.8,0.8213399503722084,0.075,0.08781462550556166,0.08781462550556166
hard_gate_060,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,49,35,0,0,0,0,1.425,0.858560794044665,0.075,0.09028267211653919,0.09028267211653919
soft_gate_050,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,49,33,0,0,0,0,9.425,0.0,0.0,0.09358058935039557,0.09358058935039557
centered_weighted_sum,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,49,33,0,0,0,0,8.1,0.0,0.0,0.11635829521930395,0.11635829521930395
baseline,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,56,40,0,0,0,0,9.475,0.0,0.0,0.11924107410958054,0.11924107410958054
hard_gate_050,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,56,36,0,0,0,0,3.35,0.6683168316831684,0.0,0.08104586031766317,0.08104586031766317
hard_gate_055,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,56,34,0,0,0,0,1.825,0.8193069306930693,0.05,0.0956640743697688,0.0956640743697688
hard_gate_060,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,56,36,0,0,0,0,1.35,0.8663366336633663,0.05,0.09217370919932263,0.09217370919932263
soft_gate_050,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,56,40,0,0,0,0,9.475,0.0,0.0,0.09560238090472932,0.09560238090472932
centered_weighted_sum,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,56,40,0,0,0,0,8.15,0.0,0.0,0.11924107410958054,0.11924107410958054
baseline,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,57,22,0,0,0,0,9.425,0.0,0.0,0.11993684349589126,0.11993684349589126
hard_gate_050,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,57,24,0,0,0,0,3.3,0.6716417910447762,0.0,0.08068908603634972,0.08068908603634972
hard_gate_055,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,57,13,0,0,0,0,1.775,0.8233830845771144,0.05,0.09427606911732161,0.09427606911732161
hard_gate_060,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,57,15,0,0,0,0,1.325,0.8681592039800995,0.05,0.09247008554276073,0.09247008554276073
soft_gate_050,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,57,27,0,0,0,0,9.425,0.0,0.0,0.09604403225104399,0.09604403225104399
centered_weighted_sum,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,57,22,0,0,0,0,8.025,0.0,0.0,0.11993684349589126,0.11993684349589126
baseline,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,59,18,0,0,0,0,9.35,0.0,0.0,0.11866514493766413,0.11866514493766413
hard_gate_050,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,59,13,0,0,0,0,3.2,0.68,0.0,0.07997373516422,0.07997373516422
hard_gate_055,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,59,13,0,0,0,0,1.675,0.8325,0.05,0.0905015956296868,0.0905015956296868
hard_gate_060,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,59,16,0,0,0,0,1.275,0.8725,0.05,0.09129703499403528,0.09129703499403528
soft_gate_050,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,59,16,0,0,0,0,9.35,0.0,0.0,0.09136321133085668,0.09136321133085668
centered_weighted_sum,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,59,18,0,0,0,0,7.975,0.0,0.0,0.11866514493766413,0.11866514493766413
baseline,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,60,20,0,0,0,0,9.35,0.0,0.0,0.11869137800841147,0.11869137800841147
hard_gate_050,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,60,25,0,0,0,0,3.2,0.68,0.0,0.08135451546414019,0.08135451546414019
hard_gate_055,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,60,25,0,0,0,0,1.65,0.835,0.075,0.09579334942847625,0.09579334942847625
hard_gate_060,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,60,15,0,0,0,0,1.25,0.875,0.075,0.09974241343304555,0.09974241343304555
soft_gate_050,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,60,20,0,0,0,0,9.35,0.0,0.0,0.0914471500385463,0.0914471500385463
centered_weighted_sum,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,60,20,0,0,0,0,8.05,0.0,0.0,0.1186913780084115,0.1186913780084115
baseline,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,61,3,0,1,1,1,9.35,0.0,0.0,0.11757999677635418,0.11757999677635418
hard_gate_050,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,61,18,0,0,0,0,3.15,0.685,0.0,0.07856458819425761,0.07856458819425761
hard_gate_055,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,61,33,0,0,0,0,1.65,0.835,0.05,0.0912137799189339,0.0912137799189339
hard_gate_060,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,61,33,0,0,0,0,1.275,0.8725,0.05,0.09140897677476427,0.09140897677476427
soft_gate_050,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,61,15,0,0,0,0,9.35,0.0,0.0,0.09178591595292569,0.09178591595292569
centered_weighted_sum,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,61,3,0,1,1,1,8.05,0.0,0.0,0.11757999677635418,0.11757999677635418
baseline,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,63,14,0,0,0,0,9.375,0.0,0.0,0.1204995684448799,0.1204995684448799
hard_gate_050,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,63,3,0,1,1,1,3.175,0.6840796019900498,0.0,0.07900098061512513,0.07900098061512513
hard_gate_055,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,63,3,0,1,1,1,1.675,0.8333333333333334,0.05,0.09217740922390036,0.09217740922390036
hard_gate_060,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,63,4,0,0,1,1,1.3,0.8706467661691543,0.05,0.08996568165590194,0.08996568165590194
soft_gate_050,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,63,13,0,0,0,0,9.375,0.0,0.0,0.09071388574450916,0.09071388574450916
centered_weighted_sum,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,63,14,0,0,0,0,8.1,0.0,0.0,0.1204995684448799,0.1204995684448799
baseline,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,64,11,0,0,0,0,9.375,0.0,0.0,0.12155268362202848,0.12155268362202848
hard_gate_050,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,64,1,1,1,1,1,3.15,0.6865671641791045,0.0,0.07822063653618028,0.07822063653618028
hard_gate_055,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,64,16,0,0,0,0,1.675,0.8333333333333334,0.05,0.09194588556610137,0.09194588556610137
hard_gate_060,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,64,10,0,0,0,1,1.325,0.8681592039800995,0.05,0.08836830865840635,0.08836830865840635
soft_gate_050,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,64,4,0,0,1,1,9.375,0.0,0.0,0.09237620538708023,0.09237620538708023
centered_weighted_sum,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,64,11,0,0,0,0,8.1,0.0,0.0,0.12155268362202848,0.12155268362202848
baseline,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,70,35,0,0,0,0,9.25,0.0,0.0,0.11831587672875615,0.11831587672875615
hard_gate_050,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,70,38,0,0,0,0,3.125,0.6890547263681592,0.0,0.07985059216705864,0.07985059216705864
hard_gate_055,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,70,38,0,0,0,0,1.625,0.8383084577114428,0.1,0.09391978475548762,0.09391978475548762
hard_gate_060,xlsx:樣本2:Sheet36:2:1:8x10,8x10,0.5,0,70,38,0,0,0,0,1.225,0.8781094527363185,0.125,0.09529452486503691,0.09529452486503691
