scheme,board_id,size_class,mask_ratio,mask_idx,target_number,rank,top1,top3,top5,top10,active_module_count_mean,abstain_rate,no_informative_modules_rate,score_std,final_score_std
soft_gate_050,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.3,0,57,19,0,0,0,0,9.208333333333334,0.0,0.0,0.08715904992476003,0.08715904992476003
centered_weighted_sum,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.3,0,57,17,0,0,0,0,9.416666666666666,0.0,0.0,0.08690497316819618,0.08690497316819618
baseline,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.3,0,58,6,0,0,0,1,9.166666666666666,0.0,0.0,0.0886312770522864,0.0886312770522864
hard_gate_050,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.3,0,58,6,0,0,0,1,4.708333333333333,0.5311203319502075,0.0,0.06769012226839148,0.06769012226839148
hard_gate_055,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.3,0,58,11,0,0,0,0,2.2916666666666665,0.7717842323651453,0.0,0.06597279505412648,0.06597279505412648
hard_gate_060,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.3,0,58,6,0,0,0,1,1.875,0.8132780082987552,0.0,0.06528319822648287,0.06528319822648287
soft_gate_050,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.3,0,58,5,0,0,1,1,9.166666666666666,0.0,0.0,0.08898068836418745,0.08898068836418745
centered_weighted_sum,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.3,0,58,6,0,0,0,1,9.416666666666666,0.0,0.0,0.08863127705228639,0.08863127705228639
baseline,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.3,0,60,21,0,0,0,0,9.333333333333334,0.0,0.0,0.09122124130216926,0.09122124130216926
hard_gate_050,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.3,0,60,18,0,0,0,0,4.75,0.5346938775510204,0.0,0.06289202726936863,0.06289202726936863
hard_gate_055,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.3,0,60,19,0,0,0,0,2.4583333333333335,0.7591836734693878,0.0,0.05925080366957578,0.05925080366957578
hard_gate_060,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.3,0,60,21,0,0,0,0,2.0416666666666665,0.8,0.0,0.06099399926961171,0.06099399926961171
soft_gate_050,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.3,0,60,22,0,0,0,0,9.333333333333334,0.0,0.0,0.09975982815988764,0.09975982815988764
centered_weighted_sum,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.3,0,60,21,0,0,0,0,9.416666666666666,0.0,0.0,0.09122124130216926,0.09122124130216926
baseline,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.3,0,66,8,0,0,0,1,9.25,0.0,0.0,0.09728421517149552,0.09728421517149552
hard_gate_050,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.3,0,66,7,0,0,0,1,4.708333333333333,0.5349794238683128,0.0,0.06022137882739235,0.06022137882739235
hard_gate_055,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.3,0,66,3,0,1,1,1,2.3333333333333335,0.7695473251028807,0.0,0.056510786358989186,0.056510786358989186
hard_gate_060,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.3,0,66,7,0,0,0,1,1.75,0.8271604938271605,0.0,0.0629315662727027,0.0629315662727027
soft_gate_050,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.3,0,66,8,0,0,0,1,9.25,0.0,0.0,0.10324849855947828,0.10324849855947828
centered_weighted_sum,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.3,0,66,8,0,0,0,1,9.416666666666666,0.0,0.0,0.09728421517149552,0.09728421517149552
baseline,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.3,0,67,1,1,1,1,1,9.25,0.0,0.0,0.09811849891245837,0.09811849891245837
hard_gate_050,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.3,0,67,1,1,1,1,1,4.708333333333333,0.5349794238683128,0.0,0.05991578984125768,0.05991578984125768
hard_gate_055,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.3,0,67,10,0,0,0,1,2.375,0.7654320987654321,0.0,0.059603990951707216,0.059603990951707216
hard_gate_060,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.3,0,67,10,0,0,0,1,1.75,0.8271604938271605,0.0,0.06519318281170276,0.06519318281170276
soft_gate_050,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.3,0,67,1,1,1,1,1,9.25,0.0,0.0,0.10313253112950234,0.10313253112950234
centered_weighted_sum,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.3,0,67,1,1,1,1,1,9.416666666666666,0.0,0.0,0.09811849891245837,0.09811849891245837
baseline,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.3,0,71,17,0,0,0,0,9.25,0.0,0.0,0.10163365744058862,0.10163365744058862
hard_gate_050,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.3,0,71,20,0,0,0,0,4.666666666666667,0.5428571428571428,0.0,0.05699744294085114,0.05699744294085114
hard_gate_055,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.3,0,71,24,0,0,0,0,2.375,0.7673469387755102,0.0,0.058939645139232076,0.058939645139232076
hard_gate_060,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.3,0,71,22,0,0,0,0,1.9166666666666667,0.8122448979591836,0.0,0.05936676314987313,0.05936676314987313
soft_gate_050,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.3,0,71,18,0,0,0,0,9.25,0.0,0.0,0.10898204256062408,0.10898204256062408
centered_weighted_sum,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.3,0,71,17,0,0,0,0,9.416666666666666,0.0,0.0,0.10163365744058862,0.10163365744058862
baseline,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.3,0,72,22,0,0,0,0,9.083333333333334,0.0,0.0,0.10255137931279328,0.10255137931279328
hard_gate_050,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.3,0,72,24,0,0,0,0,4.583333333333333,0.5435684647302904,0.0,0.056489628499884204,0.056489628499884204
hard_gate_055,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.3,0,72,16,0,0,0,0,2.1666666666666665,0.7842323651452282,0.0,0.05490037305454637,0.05490037305454637
hard_gate_060,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.3,0,72,20,0,0,0,0,1.7916666666666667,0.8215767634854771,0.0,0.054311255403610745,0.054311255403610745
soft_gate_050,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.3,0,72,23,0,0,0,0,9.083333333333334,0.0,0.0,0.10147601552542096,0.10147601552542096
centered_weighted_sum,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.3,0,72,22,0,0,0,0,9.416666666666666,0.0,0.0,0.10255137931279328,0.10255137931279328
baseline,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.3,0,78,11,0,0,0,0,9.083333333333334,0.0,0.0,0.07884107108938532,0.07884107108938532
hard_gate_050,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.3,0,78,5,0,0,1,1,4.416666666666667,0.5619834710743802,0.0,0.049334966280011695,0.049334966280011695
hard_gate_055,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.3,0,78,13,0,0,0,0,2.125,0.7892561983471075,0.0,0.05541167301009236,0.05541167301009236
hard_gate_060,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.3,0,78,7,0,0,0,1,1.7083333333333333,0.8305785123966942,0.0,0.05681728775964577,0.05681728775964577
soft_gate_050,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.3,0,78,5,0,0,1,1,9.083333333333334,0.0,0.0,0.05124786282173661,0.05124786282173661
centered_weighted_sum,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.3,0,78,11,0,0,0,0,9.416666666666666,0.0,0.0,0.07884107108938532,0.07884107108938532
baseline,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,1,22,0,0,0,0,9.275,0.0,0.0,0.08995390642197794,0.08995390642197794
hard_gate_050,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,1,23,0,0,0,0,3.125,0.6898263027295285,0.0,0.06659580318759102,0.06659580318759102
hard_gate_055,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,1,22,0,0,0,0,1.625,0.8387096774193549,0.0,0.0806363068973082,0.0806363068973082
hard_gate_060,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,1,27,0,0,0,0,1.2,0.8808933002481389,0.0,0.0745261466088132,0.0745261466088132
soft_gate_050,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,1,28,0,0,0,0,9.275,0.0,0.0,0.08898018811983097,0.08898018811983097
centered_weighted_sum,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,1,22,0,0,0,0,8.225,0.0,0.0,0.08995390642197794,0.08995390642197794
baseline,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,2,36,0,0,0,0,9.225,0.0,0.0,0.09112810705679462,0.09112810705679462
hard_gate_050,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,2,37,0,0,0,0,3.15,0.685785536159601,0.0,0.07125502747104166,0.07125502747104166
hard_gate_055,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,2,36,0,0,0,0,1.55,0.8453865336658354,0.0,0.07596565973628412,0.07596565973628412
hard_gate_060,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,2,35,0,0,0,0,1.025,0.8977556109725686,0.125,0.08597034746301402,0.08597034746301402
soft_gate_050,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,2,39,0,0,0,0,9.225,0.0,0.0,0.09120018596515457,0.09120018596515457
centered_weighted_sum,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,2,36,0,0,0,0,8.175,0.0,0.0,0.09112810705679462,0.09112810705679462
baseline,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,3,18,0,0,0,0,9.25,0.0,0.0,0.09061052196887869,0.09061052196887869
hard_gate_050,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,3,15,0,0,0,0,3.175,0.6840796019900498,0.0,0.06794783929065232,0.06794783929065232
hard_gate_055,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,3,9,0,0,0,1,1.6,0.8407960199004975,0.0,0.07925753431739063,0.07925753431739063
hard_gate_060,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,3,11,0,0,0,0,1.175,0.8830845771144279,0.0,0.07299677938217833,0.07299677938217833
soft_gate_050,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,3,24,0,0,0,0,9.25,0.0,0.0,0.0905840478149092,0.0905840478149092
centered_weighted_sum,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,3,18,0,0,0,0,8.2,0.0,0.0,0.09061052196887871,0.09061052196887871
baseline,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,4,37,0,0,0,0,9.2,0.0,0.0,0.0910605070701295,0.0910605070701295
hard_gate_050,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,4,34,0,0,0,0,3.15,0.685,0.0,0.06844753802043534,0.06844753802043534
hard_gate_055,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,4,38,0,0,0,0,1.55,0.845,0.0,0.07829091586183672,0.07829091586183672
hard_gate_060,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,4,39,0,0,0,0,1.15,0.885,0.0,0.0728234788885911,0.0728234788885911
soft_gate_050,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,4,34,0,0,0,0,9.2,0.0,0.0,0.09081557868066828,0.09081557868066828
centered_weighted_sum,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,4,37,0,0,0,0,8.15,0.0,0.0,0.0910605070701295,0.0910605070701295
baseline,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,6,38,0,0,0,0,9.225,0.0,0.0,0.09101920854990714,0.09101920854990714
hard_gate_050,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,6,35,0,0,0,0,3.2,0.6807980049875312,0.0,0.06740990061557345,0.06740990061557345
hard_gate_055,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,6,32,0,0,0,0,1.6,0.8403990024937655,0.0,0.07716023425497931,0.07716023425497931
hard_gate_060,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,6,36,0,0,0,0,1.15,0.885286783042394,0.0,0.07133546408817477,0.07133546408817477
soft_gate_050,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,6,40,0,0,0,0,9.225,0.0,0.0,0.091016161003716,0.091016161003716
centered_weighted_sum,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,6,38,0,0,0,0,8.175,0.0,0.0,0.09101920854990711,0.09101920854990711
baseline,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,7,35,0,0,0,0,9.3,0.0,0.0,0.0903232264672255,0.0903232264672255
hard_gate_050,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,7,19,0,0,0,0,3.325,0.6707920792079208,0.0,0.07059695274142126,0.07059695274142126
hard_gate_055,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,7,19,0,0,0,0,1.675,0.8341584158415841,0.0,0.07350218329062175,0.07350218329062175
hard_gate_060,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,7,20,0,0,0,0,1.1,0.8910891089108911,0.125,0.07901812164425838,0.07901812164425838
soft_gate_050,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,7,33,0,0,0,0,9.3,0.0,0.0,0.08807314653329763,0.08807314653329763
centered_weighted_sum,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,7,35,0,0,0,0,8.275,0.0,0.0,0.0903232264672255,0.0903232264672255
baseline,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,8,21,0,0,0,0,9.275,0.0,0.0,0.09053967029571051,0.09053967029571051
hard_gate_050,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,8,21,0,0,0,0,3.275,0.674937965260546,0.0,0.06917878855996931,0.06917878855996931
hard_gate_055,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,8,17,0,0,0,0,1.725,0.8287841191066998,0.0,0.08215055521796444,0.08215055521796444
hard_gate_060,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,8,24,0,0,0,0,1.2,0.8808933002481389,0.0,0.07395151390291564,0.07395151390291564
soft_gate_050,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,8,28,0,0,0,0,9.275,0.0,0.0,0.08773222015744804,0.08773222015744804
centered_weighted_sum,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,8,21,0,0,0,0,8.225,0.0,0.0,0.09053967029571051,0.09053967029571051
baseline,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,14,2,0,1,1,1,9.275,0.0,0.0,0.10484509454144872,0.10484509454144872
hard_gate_050,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,14,11,0,0,0,0,3.375,0.6625,0.0,0.07421824358243376,0.07421824358243376
hard_gate_055,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,14,14,0,0,0,0,1.65,0.835,0.0,0.07625239996934369,0.07625239996934369
hard_gate_060,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,14,27,0,0,0,0,1.05,0.895,0.15,0.09145889815444991,0.09145889815444991
soft_gate_050,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,14,10,0,0,0,1,9.275,0.0,0.0,0.11707451262974168,0.11707451262974168
centered_weighted_sum,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,14,2,0,1,1,1,8.15,0.0,0.0,0.10484509454144873,0.10484509454144873
baseline,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,15,24,0,0,0,0,9.325,0.0,0.0,0.10417948552694983,0.10417948552694983
hard_gate_050,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,15,23,0,0,0,0,3.4,0.6608478802992519,0.0,0.07463026643824539,0.07463026643824539
hard_gate_055,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,15,19,0,0,0,0,1.725,0.827930174563591,0.0,0.07688511627237975,0.07688511627237975
hard_gate_060,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,15,23,0,0,0,0,1.2,0.8802992518703242,0.075,0.08867144944190403,0.08867144944190403
soft_gate_050,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,15,23,0,0,0,0,9.325,0.0,0.0,0.11748090592906642,0.11748090592906642
centered_weighted_sum,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,15,24,0,0,0,0,8.1,0.0,0.0,0.10417948552694983,0.10417948552694983
baseline,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,18,35,0,0,0,0,9.375,0.0,0.0,0.09289767203717096,0.09289767203717096
hard_gate_050,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,18,33,0,0,0,0,3.475,0.6550868486352357,0.0,0.07342098826837136,0.07342098826837136
hard_gate_055,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,18,25,0,0,0,0,1.8,0.8213399503722084,0.0,0.07765389330013892,0.07765389330013892
hard_gate_060,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,18,28,0,0,0,0,1.2,0.8808933002481389,0.075,0.08365639785702901,0.08365639785702901
soft_gate_050,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,18,33,0,0,0,0,9.375,0.0,0.0,0.11329700171074811,0.11329700171074811
centered_weighted_sum,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,18,35,0,0,0,0,8.225,0.0,0.0,0.09289767203717096,0.09289767203717096
baseline,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,19,5,0,0,1,1,9.35,0.0,0.0,0.0921926754486782,0.0921926754486782
hard_gate_050,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,19,14,0,0,0,0,3.525,0.6501240694789082,0.0,0.07404073091514088,0.07404073091514088
hard_gate_055,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,19,14,0,0,0,0,1.925,0.8089330024813896,0.0,0.07968670182666526,0.07968670182666526
hard_gate_060,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,19,13,0,0,0,0,1.3,0.8709677419354839,0.05,0.08540008200260422,0.08540008200260422
soft_gate_050,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,19,3,0,1,1,1,9.35,0.0,0.0,0.11203197649719039,0.11203197649719039
centered_weighted_sum,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,19,5,0,0,1,1,8.25,0.0,0.0,0.09219267544867821,0.09219267544867821
baseline,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,22,26,0,0,0,0,9.35,0.0,0.0,0.09405100539095906,0.09405100539095906
hard_gate_050,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,22,29,0,0,0,0,3.575,0.6451612903225806,0.0,0.07439368371505276,0.07439368371505276
hard_gate_055,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,22,31,0,0,0,0,1.875,0.8138957816377171,0.0,0.07802414887655763,0.07802414887655763
hard_gate_060,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,22,20,0,0,0,0,1.35,0.8660049627791563,0.0,0.07197202667313143,0.07197202667313143
soft_gate_050,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,22,27,0,0,0,0,9.35,0.0,0.0,0.11234284340252554,0.11234284340252554
centered_weighted_sum,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,22,26,0,0,0,0,8.125,0.0,0.0,0.09405100539095906,0.09405100539095906
baseline,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,24,34,0,0,0,0,9.275,0.0,0.0,0.0907221474727164,0.0907221474727164
hard_gate_050,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,24,30,0,0,0,0,3.6,0.64,0.0,0.07040886208338878,0.07040886208338878
hard_gate_055,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,24,28,0,0,0,0,1.725,0.8275,0.0,0.07747251487212084,0.07747251487212084
hard_gate_060,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,24,33,0,0,0,0,1.275,0.8725,0.0,0.07523522033163196,0.07523522033163196
soft_gate_050,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,24,27,0,0,0,0,9.275,0.0,0.0,0.10284529449257886,0.10284529449257886
centered_weighted_sum,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,24,34,0,0,0,0,8.025,0.0,0.0,0.0907221474727164,0.0907221474727164
baseline,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,30,16,0,0,0,0,9.275,0.0,0.0,0.10609201132770306,0.10609201132770306
hard_gate_050,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,30,19,0,0,0,0,3.55,0.645,0.0,0.0781083620542643,0.0781083620542643
hard_gate_055,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,30,26,0,0,0,0,1.85,0.815,0.0,0.08181647537552664,0.08181647537552664
hard_gate_060,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,30,13,0,0,0,0,1.25,0.875,0.0,0.07955349375232817,0.07955349375232817
soft_gate_050,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,30,20,0,0,0,0,9.275,0.0,0.0,0.09127742867747862,0.09127742867747862
centered_weighted_sum,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,30,16,0,0,0,0,8.125,0.0,0.0,0.10609201132770305,0.10609201132770305
baseline,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,32,39,0,0,0,0,9.325,0.0,0.0,0.11420518147469802,0.11420518147469802
hard_gate_050,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,32,38,0,0,0,0,3.575,0.6433915211970075,0.0,0.08029803681679964,0.08029803681679964
hard_gate_055,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,32,33,0,0,0,0,1.875,0.8129675810473815,0.0,0.08449614442043557,0.08449614442043557
hard_gate_060,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,32,34,0,0,0,0,1.325,0.8678304239401496,0.05,0.08754444004222678,0.08754444004222678
soft_gate_050,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,32,38,0,0,0,0,9.325,0.0,0.0,0.0961612892412305,0.0961612892412305
centered_weighted_sum,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,32,39,0,0,0,0,8.05,0.0,0.0,0.11420518147469802,0.11420518147469802
baseline,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,34,18,0,0,0,0,9.275,0.0,0.0,0.10140141918893177,0.10140141918893177
hard_gate_050,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,34,24,0,0,0,0,3.55,0.645,0.0,0.07960996187252806,0.07960996187252806
hard_gate_055,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,34,22,0,0,0,0,1.85,0.815,0.0,0.08727018775752216,0.08727018775752216
hard_gate_060,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,34,26,0,0,0,0,1.35,0.865,0.025,0.09081852221434958,0.09081852221434958
soft_gate_050,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,34,27,0,0,0,0,9.275,0.0,0.0,0.09524382513660759,0.09524382513660759
centered_weighted_sum,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,34,18,0,0,0,0,8.075,0.0,0.0,0.10140141918893177,0.10140141918893177
baseline,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,39,36,0,0,0,0,9.35,0.0,0.0,0.0992238651567372,0.0992238651567372
hard_gate_050,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,39,40,0,0,0,0,3.625,0.6410891089108911,0.0,0.08226567302202527,0.08226567302202527
hard_gate_055,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,39,37,0,0,0,0,2.05,0.7970297029702971,0.0,0.09458921931548181,0.09458921931548181
hard_gate_060,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,39,40,0,0,0,0,1.425,0.8589108910891089,0.0,0.091871295845067,0.091871295845067
soft_gate_050,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,39,38,0,0,0,0,9.35,0.0,0.0,0.096509045982155,0.096509045982155
centered_weighted_sum,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,39,36,0,0,0,0,8.275,0.0,0.0,0.0992238651567372,0.0992238651567372
baseline,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,40,15,0,0,0,0,9.325,0.0,0.0,0.0988128368295444,0.0988128368295444
hard_gate_050,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,40,18,0,0,0,0,3.575,0.6451612903225806,0.0,0.08015763345150628,0.08015763345150628
hard_gate_055,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,40,17,0,0,0,0,2.0,0.8014888337468983,0.0,0.09005543967235315,0.09005543967235315
hard_gate_060,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,40,6,0,0,0,1,1.35,0.8660049627791563,0.0,0.08960243049927681,0.08960243049927681
soft_gate_050,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,40,18,0,0,0,0,9.325,0.0,0.0,0.09691253426382936,0.09691253426382936
centered_weighted_sum,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,40,15,0,0,0,0,8.225,0.0,0.0,0.0988128368295444,0.0988128368295444
baseline,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,41,18,0,0,0,0,9.35,0.0,0.0,0.09940663675955302,0.09940663675955302
hard_gate_050,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,41,12,0,0,0,0,3.6,0.6435643564356436,0.0,0.07817188395179084,0.07817188395179084
hard_gate_055,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,41,20,0,0,0,0,1.975,0.8044554455445545,0.0,0.0922736840193146,0.0922736840193146
hard_gate_060,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,41,19,0,0,0,0,1.35,0.8663366336633663,0.0,0.08998420016912322,0.08998420016912322
soft_gate_050,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,41,14,0,0,0,0,9.35,0.0,0.0,0.09785731766437414,0.09785731766437414
centered_weighted_sum,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,41,18,0,0,0,0,8.25,0.0,0.0,0.09940663675955302,0.09940663675955302
baseline,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,44,12,0,0,0,0,9.2,0.0,0.0,0.09462894913920256,0.09462894913920256
hard_gate_050,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,44,10,0,0,0,1,3.6,0.64,0.0,0.07269893971146328,0.07269893971146328
hard_gate_055,xlsx:樣本2:Sheet16:2:1:8x10,8x10,0.5,0,44,18,0,0,0,0,1.825,0.8175,0.0,0.09613921165831021,0.09613921165831021
