case_id,group_id,row,col,baseline_score,baseline_rank,score_gap_to_top1,score_gap_to_top3,candidate_count,row_norm,col_norm,dist_to_center,is_border,is_corner,module_consensus_top1,module_consensus_top3,module_consensus_top5,label,module_score_logic_rule,module_rank_logic_rule,module_score_pattern_model,module_rank_pattern_model,module_score_prior_model,module_rank_prior_model
default_4,default_4,6,9,0.685714,3,0.228572,0.0,40,0.75,0.9,0.5,0,0,1,2,3,0,1.0,1,0.5,3,0.428571,5
default_4,default_4,1,4,0.564804,4,0.34948200000000007,0.12091000000000007,40,0.125,0.4,0.5,1,0,1,1,2,0,0.197725,8,1.0,1,0.428571,5
default_4,default_4,1,6,0.537565,5,0.3767210000000001,0.1481490000000001,40,0.125,0.6,0.4,1,0,1,1,2,0,0.058199,16,1.0,1,0.571429,4
default_4,default_4,2,5,0.536558,6,0.37772800000000006,0.14915600000000007,40,0.25,0.5,0.3,0,0,0,2,3,0,0.484252,4,0.5,3,0.714286,3
default_4,default_4,7,2,0.497143,7,0.41714300000000004,0.18857100000000004,40,0.875,0.2,0.6,0,0,1,1,1,0,1.0,1,0.1,6,0.285714,6
default_4,default_4,7,3,0.493243,8,0.42104300000000006,0.19247100000000006,40,0.875,0.3,0.5,0,0,1,1,2,0,0.018821,25,1.0,1,0.428571,5
default_4,default_4,5,9,0.471766,9,0.44252,0.21394800000000003,40,0.625,0.9,0.4,0,0,0,1,2,0,0.793701,2,0.1,6,0.571429,4
default_4,default_4,6,8,0.404837,10,0.509449,0.28087700000000004,40,0.75,0.8,0.4,0,0,0,1,2,0,0.226378,6,0.5,3,0.571429,4
default_4,default_4,1,1,0.401155,11,0.513131,0.28455900000000006,40,0.125,0.1,0.8,1,1,1,1,1,0,0.002887,30,1.0,1,0.0,8
default_4,default_4,5,5,0.399025,12,0.515261,0.286689,40,0.625,0.5,0.1,0,0,1,1,2,0,0.14042,11,0.357143,4,1.0,1
default_4,default_4,3,4,0.390639,13,0.523647,0.29507500000000003,40,0.375,0.4,0.3,0,0,0,2,2,0,0.119455,12,0.5,3,0.714286,3
default_4,default_4,2,1,0.381012,14,0.533274,0.30470200000000003,40,0.25,0.1,0.7,1,0,0,1,2,0,0.381102,5,0.5,3,0.142857,7
default_4,default_4,7,5,0.365126,15,0.5491600000000001,0.32058800000000004,40,0.875,0.5,0.3,0,0,0,2,2,0,0.055673,17,0.5,3,0.714286,3
default_4,default_4,7,9,0.362053,16,0.552233,0.32366100000000003,40,0.875,0.9,0.6,0,0,0,1,1,0,0.062276,15,0.7,2,0.285714,6
default_4,default_4,2,6,0.355265,17,0.559021,0.33044900000000005,40,0.25,0.6,0.3,0,0,0,2,2,0,0.031019,20,0.5,3,0.714286,3
default_4,default_4,3,2,0.323128,18,0.5911580000000001,0.362586,40,0.375,0.2,0.5,0,0,0,1,2,0,0.093534,13,0.5,3,0.428571,5
default_4,default_4,6,2,0.319825,19,0.594461,0.365889,40,0.75,0.2,0.5,0,0,0,1,2,0,0.085277,14,0.5,3,0.428571,5
default_4,default_4,7,4,0.317868,20,0.5964180000000001,0.36784600000000006,40,0.875,0.4,0.4,0,0,0,1,2,0,0.008955,27,0.5,3,0.571429,4
default_4,default_4,8,7,0.306124,21,0.6081620000000001,0.37959000000000004,40,1.0,0.7,0.5,1,0,0,1,2,0,0.051024,18,0.5,3,0.428571,5
default_4,default_4,6,6,0.294045,22,0.620241,0.39166900000000004,40,0.75,0.6,0.2,0,0,0,1,1,0,0.206541,7,0.1,6,0.857143,2
default_4,default_4,8,4,0.287102,23,0.627184,0.398612,40,1.0,0.4,0.5,1,0,0,1,2,0,0.00347,29,0.5,3,0.428571,5
default_4,default_4,5,7,0.270586,24,0.6437,0.41512800000000005,40,0.625,0.7,0.2,0,0,0,1,1,0,0.147895,10,0.1,6,0.857143,2
default_4,default_4,2,2,0.257143,25,0.657143,0.42857100000000004,40,0.25,0.2,0.6,0,0,0,1,1,0,0.0,32,0.5,3,0.285714,6
default_4,default_4,2,8,0.255636,26,0.6586500000000001,0.43007800000000007,40,0.25,0.8,0.5,0,0,0,0,2,0,0.174803,9,0.25,5,0.428571,5
default_4,default_4,5,8,0.246128,27,0.668158,0.43958600000000003,40,0.625,0.8,0.3,0,0,0,1,2,0,0.008177,28,0.25,5,0.714286,3
default_4,default_4,7,10,0.240243,28,0.6740430000000001,0.44547100000000006,40,0.875,1.0,0.7,1,0,0,1,1,0,0.02918,21,0.5,3,0.142857,7
default_4,default_4,2,7,0.237565,29,0.676721,0.448149,40,0.25,0.7,0.4,0,0,0,0,2,0,0.058199,16,0.25,5,0.571429,4
default_4,default_4,7,1,0.2361,30,0.6781860000000001,0.44961400000000007,40,0.875,0.1,0.7,1,0,0,1,1,0,0.018821,25,0.5,3,0.142857,7
default_4,default_4,8,2,0.229501,31,0.684785,0.45621300000000004,40,1.0,0.2,0.7,1,0,0,1,1,0,0.002323,31,0.5,3,0.142857,7
default_4,default_4,4,2,0.22399,32,0.690296,0.461724,40,0.5,0.2,0.4,0,0,0,0,2,0,0.02426,23,0.25,5,0.571429,4
default_4,default_4,3,5,0.223836,33,0.69045,0.461878,40,0.375,0.5,0.2,0,0,0,1,1,0,0.031019,20,0.1,6,0.857143,2
default_4,default_4,3,8,0.217556,34,0.6967300000000001,0.4681580000000001,40,0.375,0.8,0.4,0,0,0,0,2,0,0.008177,28,0.25,5,0.571429,4
default_4,default_4,1,10,0.21132,35,0.702966,0.47439400000000004,40,0.125,1.0,0.8,1,1,0,1,1,0,0.028301,22,0.5,3,0.0,8
default_4,default_4,4,5,0.208293,36,0.7059930000000001,0.47742100000000004,40,0.5,0.5,0.1,0,0,1,1,1,0,0.020732,24,0.0,7,1.0,1
default_4,default_4,3,7,0.201997,37,0.7122890000000001,0.48371700000000006,40,0.375,0.7,0.3,0,0,0,1,1,0,0.04785,19,0.1,6,0.714286,3
default_4,default_4,6,7,0.187816,38,0.7264700000000001,0.49789800000000006,40,0.75,0.7,0.3,0,0,0,1,1,0,0.012397,26,0.1,6,0.714286,3
default_4,default_4,2,9,0.108463,39,0.8058230000000001,0.5772510000000001,40,0.25,0.9,0.6,0,0,0,0,0,0,0.028301,22,0.1,6,0.285714,6
default_4,default_4,3,9,0.106124,40,0.808162,0.57959,40,0.375,0.9,0.5,0,0,0,0,1,0,0.051024,18,0.0,7,0.428571,5
default_5,default_5,6,8,0.668132,1,0.0,-0.12059999999999993,40,0.75,0.8,0.4,0,0,1,1,3,0,1.0,1,0.384615,4,0.571429,4
default_5,default_5,1,1,0.553846,2,0.114286,-0.006313999999999931,40,0.125,0.1,0.8,1,1,1,1,2,0,1.0,1,0.384615,4,0.0,8
default_5,default_5,8,4,0.547532,3,0.12059999999999993,0.0,40,1.0,0.4,0.5,1,0,1,1,2,0,0.154545,7,1.0,1,0.428571,5
default_5,default_5,1,5,0.432987,4,0.23514499999999994,0.11454500000000001,40,0.125,0.5,0.4,1,0,0,1,2,0,0.104444,12,0.692308,2,0.571429,4
default_5,default_5,8,6,0.418201,5,0.24993099999999996,0.12933100000000003,40,1.0,0.6,0.4,1,0,0,1,2,0,0.06748,17,0.692308,2,0.571429,4
default_5,default_5,1,10,0.416068,6,0.25206399999999995,0.13146400000000003,40,0.125,1.0,0.8,1,1,0,1,2,0,0.655556,2,0.384615,4,0.0,8
default_5,default_5,5,8,0.410549,7,0.25758299999999995,0.13698300000000002,40,0.625,0.8,0.3,0,0,0,1,3,0,0.284615,4,0.384615,4,0.714286,3
default_5,default_5,2,6,0.394601,8,0.27353099999999997,0.15293100000000004,40,0.25,0.6,0.3,0,0,0,2,2,0,0.121667,10,0.507692,3,0.714286,3
default_5,default_5,2,4,0.367619,9,0.300513,0.17991300000000005,40,0.25,0.4,0.4,0,0,0,1,2,0,0.125641,9,0.507692,3,0.571429,4
default_5,default_5,7,4,0.358132,10,0.30999999999999994,0.1894,40,0.875,0.4,0.4,0,0,0,0,3,0,0.225,5,0.384615,4,0.571429,4
default_5,default_5,3,5,0.3547,11,0.31343199999999993,0.192832,40,0.375,0.5,0.2,0,0,0,1,2,0,0.073563,16,0.384615,4,0.857143,2
default_5,default_5,7,6,0.340381,12,0.32775099999999996,0.20715100000000003,40,0.875,0.6,0.3,0,0,0,1,2,0,0.109195,11,0.384615,4,0.714286,3
default_5,default_5,7,1,0.339399,13,0.32873299999999994,0.208133,40,0.875,0.1,0.7,1,0,0,1,1,0,0.084762,14,0.692308,2,0.142857,7
default_5,default_5,3,6,0.337775,14,0.33035699999999996,0.20975700000000003,40,0.375,0.6,0.2,0,0,0,1,2,0,0.03125,25,0.384615,4,0.857143,2
default_5,default_5,6,7,0.320946,15,0.34718599999999994,0.226586,40,0.75,0.7,0.3,0,0,0,1,2,0,0.060606,18,0.384615,4,0.714286,3
default_5,default_5,3,3,0.286722,16,0.38140999999999997,0.26081000000000004,40,0.375,0.3,0.4,0,0,0,1,2,0,0.354167,3,0.076923,7,0.571429,4
default_5,default_5,1,7,0.251706,17,0.41642599999999996,0.29582600000000003,40,0.125,0.7,0.5,1,0,0,0,2,0,0.184211,6,0.230769,5,0.428571,5
default_5,default_5,6,2,0.251469,18,0.41666299999999995,0.296063,40,0.75,0.2,0.5,0,0,0,0,2,0,0.029771,27,0.384615,4,0.428571,5
default_5,default_5,4,7,0.247924,19,0.4202079999999999,0.299608,40,0.5,0.7,0.2,0,0,0,1,1,0,0.052778,20,0.138462,6,0.857143,2
default_5,default_5,6,9,0.230822,20,0.43731,0.31671000000000005,40,0.75,0.9,0.5,0,0,0,0,2,0,0.132,8,0.230769,5,0.428571,5
default_5,default_5,5,7,0.226813,21,0.44131899999999996,0.32071900000000003,40,0.625,0.7,0.2,0,0,0,1,1,0,0.0,36,0.138462,6,0.857143,2
default_5,default_5,7,7,0.220816,22,0.44731599999999994,0.326716,40,0.875,0.7,0.4,0,0,0,0,2,0,0.035556,23,0.230769,5,0.571429,4
default_5,default_5,3,10,0.216026,23,0.45210599999999995,0.331506,40,0.375,1.0,0.6,1,0,0,0,1,0,0.012593,31,0.384615,4,0.285714,6
default_5,default_5,8,3,0.212686,24,0.45544599999999996,0.33484600000000003,40,1.0,0.3,0.6,1,0,0,0,1,0,0.004242,34,0.384615,4,0.285714,6
default_5,default_5,5,5,0.202667,25,0.4654649999999999,0.344865,40,0.625,0.5,0.1,0,0,1,1,1,1,0.006667,32,0.0,9,1.0,1
default_5,default_5,4,9,0.199096,26,0.46903599999999995,0.348436,40,0.5,0.9,0.4,0,0,0,0,1,0,0.073563,16,0.138462,6,0.571429,4
default_5,default_5,5,4,0.193036,27,0.47509599999999996,0.35449600000000003,40,0.625,0.4,0.2,0,0,0,1,1,0,0.021053,28,0.032967,8,0.857143,2
default_5,default_5,5,3,0.185599,28,0.482533,0.36193300000000006,40,0.625,0.3,0.3,0,0,0,1,1,0,0.029932,26,0.076923,7,0.714286,3
default_5,default_5,4,10,0.179192,29,0.48893999999999993,0.36834,40,0.5,1.0,0.5,1,0,0,0,2,0,0.002924,35,0.230769,5,0.428571,5
default_5,default_5,7,3,0.160184,30,0.507948,0.387348,40,0.875,0.3,0.5,0,0,0,0,1,0,0.047712,21,0.138462,6,0.428571,5
default_5,default_5,4,2,0.158228,31,0.5099039999999999,0.389304,40,0.5,0.2,0.4,0,0,0,0,1,0,0.076889,15,0.032967,8,0.571429,4
default_5,default_5,2,10,0.156173,32,0.5119589999999999,0.391359,40,0.25,1.0,0.7,1,0,0,0,1,0,0.088235,13,0.230769,5,0.142857,7
default_5,default_5,7,8,0.155788,33,0.5123439999999999,0.391744,40,0.875,0.8,0.5,0,0,0,0,1,0,0.036723,22,0.138462,6,0.428571,5
default_5,default_5,8,1,0.155543,34,0.512589,0.39198900000000003,40,1.0,0.1,0.8,1,1,0,0,1,0,0.004242,34,0.384615,4,0.0,8
default_5,default_5,6,10,0.15062,35,0.517512,0.39691200000000004,40,0.75,1.0,0.6,1,0,0,0,1,0,0.002924,35,0.230769,5,0.285714,6
default_5,default_5,7,10,0.143488,36,0.5246439999999999,0.404044,40,0.875,1.0,0.7,1,0,0,0,1,0,0.056522,19,0.230769,5,0.142857,7
default_5,default_5,3,8,0.13418,37,0.533952,0.41335200000000005,40,0.375,0.8,0.4,0,0,0,0,1,0,0.016768,29,0.032967,8,0.571429,4
default_5,default_5,1,8,0.125438,38,0.542694,0.422094,40,0.125,0.8,0.6,1,0,0,0,0,0,0.032275,24,0.138462,6,0.285714,6
default_5,default_5,2,3,0.104356,39,0.5637759999999999,0.443176,40,0.25,0.3,0.5,0,0,0,0,1,0,0.013636,30,0.032967,8,0.428571,5
default_5,default_5,2,1,0.086369,40,0.5817629999999999,0.461163,40,0.25,0.1,0.7,1,0,0,0,0,0,0.006032,33,0.138462,6,0.142857,7
default_6,default_6,8,3,0.764835,1,0.0,-0.12804700000000002,40,1.0,0.3,0.6,1,0,1,2,2,0,1.0,1,0.769231,2,0.285714,6
default_6,default_6,1,1,0.707692,2,0.057143000000000055,-0.07090399999999997,40,0.125,0.1,0.8,1,1,1,2,2,0,1.0,1,0.769231,2,0.0,8
default_6,default_6,5,6,0.636788,3,0.12804700000000002,0.0,40,0.625,0.6,0.1,0,0,2,2,2,0,0.09197,15,1.0,1,1.0,1
default_6,default_6,4,7,0.537922,4,0.22691300000000003,0.09886600000000001,40,0.5,0.7,0.2,0,0,0,2,2,0,0.147002,11,0.769231,2,0.857143,2
default_6,default_6,6,7,0.445476,5,0.31935900000000006,0.19131200000000004,40,0.75,0.7,0.3,0,0,0,1,2,0,0.218085,6,0.538462,4,0.714286,3
default_6,default_6,8,2,0.44341,6,0.321425,0.193378,40,1.0,0.2,0.7,1,0,0,1,2,0,0.652482,2,0.384615,5,0.142857,7
default_6,default_6,5,5,0.420027,7,0.34480800000000006,0.21676100000000004,40,0.625,0.5,0.1,0,0,1,1,2,0,0.011605,27,0.538462,4,1.0,1
default_6,default_6,3,6,0.40187,8,0.36296500000000004,0.23491800000000002,40,0.375,0.6,0.2,0,0,0,1,2,0,0.037643,18,0.538462,4,0.857143,2
default_6,default_6,1,4,0.395782,9,0.369053,0.241006,40,0.125,0.4,0.5,1,0,0,1,2,0,0.005938,31,0.769231,2,0.428571,5
default_6,default_6,5,4,0.395066,10,0.36976900000000007,0.24172200000000005,40,0.625,0.4,0.2,0,0,0,1,2,0,0.020632,22,0.538462,4,0.857143,2
default_6,default_6,1,5,0.390118,11,0.374717,0.24667,40,0.125,0.5,0.4,1,0,0,0,3,0,0.304965,4,0.384615,5,0.571429,4
default_6,default_6,3,4,0.388061,12,0.37677400000000005,0.24872700000000003,40,0.375,0.4,0.3,0,0,0,2,2,0,0.008615,29,0.604396,3,0.714286,3
default_6,default_6,6,6,0.387923,13,0.376912,0.248865,40,0.75,0.6,0.2,0,0,0,1,2,0,0.002775,32,0.538462,4,0.857143,2
default_6,default_6,4,9,0.364844,14,0.39999100000000004,0.271944,40,0.5,0.9,0.4,0,0,0,0,3,0,0.241779,5,0.384615,5,0.571429,4
default_6,default_6,3,7,0.349186,15,0.41564900000000005,0.287602,40,0.375,0.7,0.3,0,0,0,1,2,0,0.131206,12,0.384615,5,0.714286,3
default_6,default_6,1,2,0.341191,16,0.423644,0.295597,40,0.125,0.2,0.7,1,0,0,1,1,0,0.012318,26,0.769231,2,0.142857,7
default_6,default_6,5,10,0.305943,17,0.458892,0.330845,40,0.625,1.0,0.5,1,0,0,0,2,0,0.165957,10,0.384615,5,0.428571,5
default_6,default_6,4,2,0.305775,18,0.45906,0.331013,40,0.5,0.2,0.4,0,0,0,1,2,0,0.478723,3,0.0,9,0.571429,4
default_6,default_6,2,6,0.290553,19,0.47428200000000004,0.346235,40,0.25,0.6,0.3,0,0,0,1,1,0,0.176932,9,0.192308,7,0.714286,3
default_6,default_6,6,8,0.27494,20,0.489895,0.361848,40,0.75,0.8,0.4,0,0,0,0,2,0,0.017021,25,0.384615,5,0.571429,4
default_6,default_6,3,9,0.261987,21,0.502848,0.374801,40,0.375,0.9,0.5,0,0,0,0,1,0,0.165957,10,0.274725,6,0.428571,5
default_6,default_6,8,4,0.259608,22,0.5052270000000001,0.37718,40,1.0,0.4,0.5,1,0,0,0,2,0,0.050118,17,0.384615,5,0.428571,5
default_6,default_6,7,8,0.243739,23,0.521096,0.393049,40,0.875,0.8,0.5,0,0,0,0,1,0,0.202753,7,0.192308,7,0.428571,5
default_6,default_6,6,3,0.243691,24,0.521144,0.39309700000000003,40,0.75,0.3,0.4,0,0,0,0,1,0,0.131206,12,0.192308,7,0.571429,4
default_6,default_6,2,2,0.242683,25,0.5221520000000001,0.39410500000000004,40,0.25,0.2,0.6,0,0,0,0,0,0,0.189125,8,0.274725,6,0.285714,6
default_6,default_6,7,3,0.242397,26,0.5224380000000001,0.39439100000000005,40,0.875,0.3,0.5,0,0,0,0,2,0,0.007092,30,0.384615,5,0.428571,5
default_6,default_6,1,7,0.23341,27,0.531425,0.403378,40,0.125,0.7,0.5,1,0,0,0,1,0,0.176932,9,0.192308,7,0.428571,5
default_6,default_6,2,5,0.22361,28,0.5412250000000001,0.41317800000000005,40,0.25,0.5,0.3,0,0,0,1,1,0,0.009574,28,0.192308,7,0.714286,3
default_6,default_6,6,4,0.21978,29,0.5450550000000001,0.41700800000000005,40,0.75,0.4,0.3,0,0,0,1,1,1,0.0,33,0.192308,7,0.714286,3
default_6,default_6,6,9,0.197585,30,0.56725,0.439203,40,0.75,0.9,0.5,0,0,0,0,1,0,0.202753,7,0.076923,8,0.428571,5
default_6,default_6,5,2,0.193879,31,0.570956,0.442909,40,0.625,0.2,0.4,0,0,0,0,1,0,0.12206,13,0.076923,8,0.571429,4
default_6,default_6,4,3,0.184407,32,0.580428,0.45238100000000003,40,0.5,0.3,0.3,0,0,0,1,1,0,0.02695,21,0.076923,8,0.714286,3
default_6,default_6,4,1,0.169791,33,0.595044,0.466997,40,0.5,0.1,0.5,1,0,0,0,1,0,0.017885,24,0.192308,7,0.428571,5
default_6,default_6,8,8,0.154956,34,0.6098790000000001,0.48183200000000004,40,1.0,0.8,0.6,1,0,0,0,0,0,0.052224,16,0.192308,7,0.285714,6
default_6,default_6,7,5,0.150187,35,0.6146480000000001,0.48660100000000006,40,0.875,0.5,0.3,0,0,0,1,1,0,0.018326,23,0.0,9,0.714286,3
default_6,default_6,3,10,0.147373,36,0.6174620000000001,0.48941500000000004,40,0.375,1.0,0.6,1,0,0,0,0,0,0.033269,19,0.192308,7,0.285714,6
default_6,default_6,6,10,0.144846,37,0.619989,0.491942,40,0.75,1.0,0.6,1,0,0,0,0,0,0.02695,21,0.192308,7,0.285714,6
default_6,default_6,8,9,0.144076,38,0.6207590000000001,0.49271200000000004,40,1.0,0.9,0.7,1,0,0,0,0,0,0.096454,14,0.192308,7,0.142857,7
default_6,default_6,1,8,0.099163,39,0.665672,0.537625,40,0.125,0.8,0.6,1,0,0,0,0,0,0.028128,20,0.076923,8,0.285714,6
default_6,default_6,7,2,0.094721,40,0.6701140000000001,0.5420670000000001,40,0.875,0.2,0.6,0,0,0,0,0,0,0.017021,25,0.076923,8,0.285714,6
default_7,default_7,5,1,0.885714,1,0.0,-0.24761900000000003,40,0.625,0.1,0.5,1,0,2,2,3,0,1.0,1,1.0,1,0.428571,5
default_7,default_7,1,7,0.657143,2,0.22857099999999997,-0.019048000000000065,40,0.125,0.7,0.5,1,0,1,2,3,0,1.0,1,0.428571,3,0.428571,5
default_7,default_7,7,6,0.638095,3,0.24761900000000003,0.0,40,0.875,0.6,0.3,0,0,1,2,3,0,1.0,1,0.238095,5,0.714286,3
default_7,default_7,1,4,0.580952,4,0.304762,0.057142999999999944,40,0.125,0.4,0.5,1,0,1,1,3,0,1.0,1,0.238095,5,0.428571,5
default_7,default_7,6,3,0.477204,5,0.40851,0.16089099999999995,40,0.75,0.3,0.4,0,0,0,2,3,0,0.478723,3,0.428571,3,0.571429,4
default_7,default_7,6,7,0.391489,6,0.494225,0.246606,40,0.75,0.7,0.3,0,0,0,2,2,0,0.478723,3,0.142857,7,0.714286,3
default_7,default_7,2,10,0.384802,7,0.500912,0.253293,40,0.25,1.0,0.7,1,0,0,1,2,0,0.652482,2,0.238095,5,0.142857,7
default_7,default_7,6,5,0.33305,8,0.552664,0.30504499999999996,40,0.75,0.5,0.2,0,0,0,1,2,0,0.165957,9,0.238095,5,0.857143,2
default_7,default_7,6,2,0.315944,9,0.56977,0.32215099999999997,40,0.75,0.2,0.5,0,0,0,1,2,0,0.147002,10,0.428571,3,0.428571,5
default_7,default_7,5,2,0.307486,10,0.578228,0.330609,40,0.625,0.2,0.4,0,0,0,1,2,0,0.054429,17,0.428571,3,0.571429,4
default_7,default_7,6,1,0.305117,11,0.580597,0.33297799999999994,40,0.75,0.1,0.6,1,0,0,1,1,0,0.000887,28,0.619048,2,0.285714,6
default_7,default_7,1,5,0.296758,12,0.588956,0.34133699999999995,40,0.125,0.5,0.4,1,0,0,0,2,0,0.218085,6,0.238095,5,0.571429,4
default_7,default_7,4,5,0.283353,13,0.6023609999999999,0.35474199999999995,40,0.5,0.5,0.1,0,0,1,1,1,0,0.024708,24,0.183673,6,1.0,1
default_7,default_7,1,8,0.281054,14,0.60466,0.35704099999999994,40,0.125,0.8,0.6,1,0,0,1,1,0,0.131206,12,0.428571,3,0.285714,6
default_7,default_7,5,8,0.26891,15,0.616804,0.369185,40,0.625,0.8,0.3,0,0,0,1,2,0,0.229417,5,0.085714,8,0.714286,3
default_7,default_7,4,1,0.258452,16,0.627262,0.37964299999999995,40,0.5,0.1,0.5,1,0,0,1,2,0,0.003273,27,0.428571,3,0.428571,5
default_7,default_7,3,5,0.249277,17,0.636437,0.388818,40,0.375,0.5,0.2,0,0,0,1,1,0,0.147002,10,0.047619,9,0.857143,2
default_7,default_7,1,1,0.245025,18,0.6406890000000001,0.39307,40,0.125,0.1,0.8,1,1,0,0,2,0,0.374468,4,0.238095,5,0.0,8
default_7,default_7,8,6,0.241564,19,0.64415,0.39653099999999997,40,1.0,0.6,0.4,1,0,0,0,2,0,0.0801,14,0.238095,5,0.571429,4
default_7,default_7,8,5,0.234205,20,0.651509,0.40388999999999997,40,1.0,0.5,0.4,1,0,0,0,2,0,0.061702,16,0.238095,5,0.571429,4
default_7,default_7,1,6,0.230414,21,0.6553,0.40768099999999996,40,0.125,0.6,0.4,1,0,0,0,2,1,0.052224,18,0.238095,5,0.571429,4
default_7,default_7,1,10,0.223911,22,0.661803,0.414184,40,0.125,1.0,0.8,1,1,0,1,1,0,0.131206,12,0.428571,3,0.0,8
default_7,default_7,7,10,0.220669,23,0.665045,0.41742599999999996,40,0.875,1.0,0.7,1,0,0,0,1,0,0.165957,9,0.314286,4,0.142857,7
default_7,default_7,7,8,0.213652,24,0.6720619999999999,0.42444299999999996,40,0.875,0.8,0.5,0,0,0,0,1,0,0.13617,11,0.183673,6,0.428571,5
default_7,default_7,5,10,0.20924,25,0.676474,0.428855,40,0.625,1.0,0.5,1,0,0,0,1,0,0.165957,9,0.142857,7,0.428571,5
default_7,default_7,4,9,0.208983,26,0.676731,0.42911199999999994,40,0.5,0.9,0.4,0,0,0,0,1,0,0.189125,7,0.047619,9,0.571429,4
default_7,default_7,6,6,0.205714,27,0.6799999999999999,0.43238099999999996,40,0.75,0.6,0.2,0,0,0,1,1,0,0.0,29,0.085714,8,0.857143,2
default_7,default_7,7,5,0.20552,28,0.680194,0.43257499999999993,40,0.875,0.5,0.3,0,0,0,1,1,0,0.013801,26,0.142857,7,0.714286,3
default_7,default_7,2,4,0.203469,29,0.682245,0.43462599999999996,40,0.25,0.4,0.4,0,0,0,0,1,0,0.0801,14,0.142857,7,0.571429,4
default_7,default_7,4,7,0.197734,30,0.68798,0.440361,40,0.5,0.7,0.2,0,0,0,1,1,0,0.065764,15,0.0,10,0.857143,2
default_7,default_7,3,9,0.190773,31,0.694941,0.447322,40,0.375,0.9,0.5,0,0,0,0,1,0,0.176932,8,0.085714,8,0.428571,5
default_7,default_7,2,8,0.177964,32,0.70775,0.46013099999999996,40,0.25,0.8,0.5,0,0,0,0,1,0,0.087766,13,0.142857,7,0.428571,5
default_7,default_7,7,3,0.176914,33,0.7088,0.46118099999999995,40,0.875,0.3,0.5,0,0,0,0,1,0,0.044326,20,0.183673,6,0.428571,5
default_7,default_7,3,4,0.167734,34,0.7179800000000001,0.470361,40,0.375,0.4,0.3,0,0,0,1,1,0,0.014573,25,0.047619,9,0.714286,3
default_7,default_7,1,3,0.167438,35,0.718276,0.470657,40,0.125,0.3,0.6,1,0,0,0,1,0,0.037643,21,0.238095,5,0.285714,6
default_7,default_7,2,9,0.166768,36,0.718946,0.47132699999999994,40,0.25,0.9,0.6,0,0,0,0,0,0,0.131206,12,0.142857,7,0.285714,6
default_7,default_7,2,7,0.158896,37,0.726818,0.47919899999999993,40,0.25,0.7,0.4,0,0,0,0,1,0,0.025811,23,0.085714,8,0.571429,4
default_7,default_7,6,8,0.152575,38,0.733139,0.48551999999999995,40,0.75,0.8,0.4,0,0,0,0,1,0,0.048104,19,0.047619,9,0.571429,4
default_7,default_7,6,10,0.133527,39,0.7521869999999999,0.5045679999999999,40,0.75,1.0,0.6,1,0,0,0,0,0,0.048104,19,0.142857,7,0.285714,6
default_7,default_7,1,2,0.097453,40,0.788261,0.540642,40,0.125,0.2,0.7,1,0,0,0,0,0,0.029347,22,0.142857,7,0.142857,7
default_8,default_8,4,8,0.782857,1,0.0,-0.318857,40,0.5,0.8,0.3,0,0,1,3,3,0,1.0,1,0.6,3,0.714286,3
default_8,default_8,2,10,0.486753,2,0.29610400000000003,-0.022752999999999968,40,0.25,1.0,0.7,1,0,1,1,2,0,0.145455,5,1.0,1,0.142857,7
default_8,default_8,1,10,0.464,3,0.318857,0.0,40,0.125,1.0,0.8,1,1,1,1,1,0,1.0,1,0.16,8,0.0,8
default_8,default_8,4,7,0.459762,4,0.323095,0.0042380000000000195,40,0.5,0.7,0.2,0,0,0,2,2,0,0.020833,25,0.7,2,0.857143,2
default_8,default_8,4,4,0.356869,5,0.42598800000000003,0.10713100000000003,40,0.5,0.4,0.2,0,0,0,1,2,0,0.063602,15,0.4,4,0.857143,2
default_8,default_8,5,7,0.33403,6,0.44882700000000003,0.12997000000000003,40,0.625,0.7,0.2,0,0,0,1,2,0,0.006504,31,0.4,4,0.857143,2
default_8,default_8,5,4,0.30961,7,0.47324700000000003,0.15439000000000003,40,0.625,0.4,0.2,0,0,0,1,2,0,0.145455,5,0.2,7,0.857143,2
default_8,default_8,2,6,0.304827,8,0.47803,0.159173,40,0.25,0.6,0.3,0,0,0,1,1,0,0.124925,7,0.28,6,0.714286,3
default_8,default_8,3,9,0.303896,9,0.478961,0.16010400000000002,40,0.375,0.9,0.5,0,0,0,0,3,0,0.145455,5,0.4,4,0.428571,5
default_8,default_8,4,9,0.292063,10,0.490794,0.171937,40,0.5,0.9,0.4,0,0,0,0,2,0,0.164444,4,0.28,6,0.571429,4
default_8,default_8,5,5,0.289469,11,0.49338800000000005,0.17453100000000005,40,0.625,0.5,0.1,0,0,1,1,1,0,0.023671,24,0.2,7,1.0,1
default_8,default_8,6,6,0.289078,12,0.493779,0.17492200000000002,40,0.75,0.6,0.2,0,0,0,1,1,1,0.014123,29,0.28,6,0.857143,2
default_8,default_8,1,5,0.288427,13,0.49443000000000004,0.17557300000000003,40,0.125,0.5,0.4,1,0,0,1,2,0,0.335354,2,0.1,9,0.571429,4
default_8,default_8,6,7,0.284825,14,0.49803200000000003,0.17917500000000003,40,0.75,0.7,0.3,0,0,0,1,1,0,0.074921,13,0.28,6,0.714286,3
default_8,default_8,3,8,0.280381,15,0.502476,0.18361900000000003,40,0.375,0.8,0.4,0,0,0,0,2,0,0.015238,28,0.4,4,0.571429,4
