variant,size_class,board_id,target_row,target_col,target_number,rank,top1_hit,top3_hit,top5_hit,top10_hit,spatial_applied,spatial_affected_count,spatial_total_penalty,topk_max_cluster_size,topk_adjacent_pair_rate
A_spatial_hybrid,10x8,10x8_0,4,3,54,17,0,0,0,0,1,2,0.038651,5.0,0.17777777777777778
A_spatial_hybrid,10x8,10x8_0,8,6,10,23,0,0,0,0,1,3,0.050518,3.0,0.1111111111111111
A_spatial_hybrid,10x8,10x8_0,6,5,41,25,0,0,0,0,1,1,0.027259,3.0,0.1111111111111111
A_spatial_hybrid,10x8,10x8_0,7,4,52,17,0,0,0,0,1,2,0.057719,5.0,0.17777777777777778
A_spatial_hybrid,10x8,10x8_0,9,1,5,3,0,1,1,1,1,2,0.041483,2.0,0.06666666666666667
A_spatial_hybrid,10x8,10x8_0,8,7,59,3,0,1,1,1,1,1,0.038062,6.0,0.1111111111111111
A_spatial_hybrid,10x8,10x8_0,2,5,29,8,0,0,0,1,1,1,0.028604,2.0,0.06666666666666667
A_spatial_hybrid,10x8,10x8_1,7,6,64,13,0,0,0,0,1,1,0.057602,2.0,0.06666666666666667
A_spatial_hybrid,10x8,10x8_1,9,5,59,18,0,0,0,0,0,0,0.0,3.0,0.1111111111111111
A_spatial_hybrid,10x8,10x8_1,8,1,7,14,0,0,0,0,0,0,0.0,4.0,0.06666666666666667
A_spatial_hybrid,10x8,10x8_1,7,1,80,6,0,0,0,1,1,1,0.08,2.0,0.06666666666666667
A_spatial_hybrid,10x8,10x8_1,4,5,50,39,0,0,0,0,0,0,0.0,3.0,0.06666666666666667
A_spatial_hybrid,10x8,10x8_1,1,5,35,17,0,0,0,0,1,2,0.102426,4.0,0.13333333333333333
A_spatial_hybrid,10x8,10x8_1,5,2,56,29,0,0,0,0,0,0,0.0,4.0,0.1111111111111111
A_spatial_hybrid,10x8,10x8_1,4,1,19,21,0,0,0,0,0,0,0.0,4.0,0.08888888888888889
A_spatial_hybrid,10x8,10x8_1,6,4,75,20,0,0,0,0,1,1,0.074415,2.0,0.06666666666666667
A_spatial_hybrid,10x8,10x8_1,1,7,79,24,0,0,0,0,1,1,0.08,2.0,0.06666666666666667
A_spatial_hybrid,10x8,10x8_1,7,2,65,36,0,0,0,0,1,1,0.077622,2.0,0.06666666666666667
A_spatial_hybrid,10x8,10x8_1,6,1,43,21,0,0,0,0,0,0,0.0,2.0,0.044444444444444446
A_spatial_hybrid,10x8,10x8_1,10,8,21,36,0,0,0,0,0,0,0.0,3.0,0.1111111111111111
A_spatial_hybrid,10x8,10x8_1,8,5,51,1,1,1,1,1,0,0,0.0,3.0,0.06666666666666667
A_spatial_hybrid,10x8,10x8_1,2,4,63,29,0,0,0,0,1,1,0.08,2.0,0.06666666666666667
A_spatial_hybrid,10x8,10x8_1,3,3,49,38,0,0,0,0,0,0,0.0,3.0,0.06666666666666667
A_spatial_hybrid,10x8,10x8_1,2,6,38,19,0,0,0,0,1,2,0.133783,3.0,0.1111111111111111
A_spatial_hybrid,10x8,10x8_1,6,7,17,28,0,0,0,0,0,0,0.0,4.0,0.1111111111111111
A_spatial_hybrid,10x8,10x8_1,10,2,42,6,0,0,0,1,0,0,0.0,2.0,0.044444444444444446
A_spatial_hybrid,10x8,10x8_1,4,8,52,26,0,0,0,0,0,0,0.0,3.0,0.08888888888888889
A_spatial_hybrid,10x8,10x8_1,10,5,20,31,0,0,0,0,0,0,0.0,3.0,0.08888888888888889
A_spatial_hybrid,10x8,10x8_1,10,7,24,15,0,0,0,0,0,0,0.0,2.0,0.044444444444444446
A_spatial_hybrid,10x8,10x8_1,2,2,73,40,0,0,0,0,1,1,0.071164,2.0,0.06666666666666667
A_spatial_hybrid,10x8,10x8_1,3,7,53,17,0,0,0,0,0,0,0.0,3.0,0.08888888888888889
A_spatial_hybrid,10x8,10x8_1,8,7,15,34,0,0,0,0,0,0,0.0,3.0,0.08888888888888889
A_spatial_hybrid,10x8,10x8_1,7,5,34,21,0,0,0,0,1,1,0.059948,4.0,0.13333333333333333
A_spatial_hybrid,10x8,10x8_1,9,1,45,34,0,0,0,0,0,0,0.0,2.0,0.044444444444444446
A_spatial_hybrid,10x8,10x8_1,7,3,67,29,0,0,0,0,1,1,0.072813,2.0,0.044444444444444446
A_spatial_hybrid,10x8,10x8_1,8,2,69,34,0,0,0,0,1,1,0.070118,2.0,0.06666666666666667
A_spatial_hybrid,10x8,10x8_1,3,4,13,10,0,0,0,1,0,0,0.0,4.0,0.1111111111111111
A_spatial_hybrid,10x8,10x8_1,8,6,28,14,0,0,0,0,0,0,0.0,3.0,0.13333333333333333
A_spatial_hybrid,10x8,10x8_1,1,6,12,2,0,1,1,1,0,0,0.0,4.0,0.1111111111111111
A_spatial_hybrid,10x8,10x8_1,9,4,58,10,0,0,0,1,0,0,0.0,3.0,0.08888888888888889
A_spatial_hybrid,10x8,10x8_1,3,2,76,32,0,0,0,0,1,1,0.075363,3.0,0.1111111111111111
A_spatial_hybrid,10x8,10x8_1,4,3,68,19,0,0,0,0,1,1,0.070869,2.0,0.044444444444444446
A_spatial_hybrid,10x8,10x8_1,5,6,6,23,0,0,0,0,0,0,0.0,2.0,0.044444444444444446
A_spatial_hybrid,10x8,10x8_1,3,5,31,5,0,0,1,1,1,1,0.073097,4.0,0.13333333333333333
A_spatial_hybrid,10x8,10x8_1,5,4,30,40,0,0,0,0,1,1,0.071805,3.0,0.1111111111111111
A_spatial_hybrid,10x8,10x8_1,10,1,32,3,0,1,1,1,1,1,0.06871,3.0,0.1111111111111111
A_spatial_hybrid,10x8,10x8_1,8,4,70,18,0,0,0,0,1,1,0.070612,2.0,0.06666666666666667
A_spatial_hybrid,10x12,10x12_0,9,1,90,46,0,0,0,0,0,0,0.0,3.0,0.1111111111111111
A_spatial_hybrid,10x12,10x12_0,3,11,52,51,0,0,0,0,0,0,0.0,2.0,0.06666666666666667
A_spatial_hybrid,10x12,10x12_0,10,7,99,27,0,0,0,0,0,0,0.0,3.0,0.08888888888888889
A_spatial_hybrid,10x12,10x12_0,5,10,106,6,0,0,0,1,0,0,0.0,3.0,0.1111111111111111
A_spatial_hybrid,10x12,10x12_0,4,9,75,48,0,0,0,0,1,1,0.067526,3.0,0.06666666666666667
A_spatial_hybrid,10x12,10x12_0,8,7,24,38,0,0,0,0,0,0,0.0,5.0,0.08888888888888889
A_spatial_hybrid,10x12,10x12_0,4,1,18,10,0,0,0,1,1,1,0.062913,5.0,0.13333333333333333
A_spatial_hybrid,10x12,10x12_0,1,4,4,2,0,1,1,1,1,1,0.01257,3.0,0.1111111111111111
A_spatial_hybrid,10x12,10x12_0,9,9,69,57,0,0,0,0,1,1,0.019728,2.0,0.044444444444444446
A_spatial_hybrid,10x12,10x12_0,2,3,83,49,0,0,0,0,0,0,0.0,3.0,0.06666666666666667
A_spatial_hybrid,10x12,10x12_0,2,7,43,39,0,0,0,0,0,0,0.0,2.0,0.044444444444444446
A_spatial_hybrid,10x12,10x12_0,5,11,88,18,0,0,0,0,0,0,0.0,3.0,0.1111111111111111
A_spatial_hybrid,10x12,10x12_0,1,1,23,55,0,0,0,0,0,0,0.0,5.0,0.08888888888888889
A_spatial_hybrid,10x12,10x12_0,9,12,66,23,0,0,0,0,1,1,0.012527,2.0,0.044444444444444446
A_spatial_hybrid,10x12,10x12_0,10,9,84,29,0,0,0,0,0,0,0.0,3.0,0.06666666666666667
A_spatial_hybrid,10x12,10x12_0,6,12,48,5,0,0,1,1,0,0,0.0,2.0,0.06666666666666667
A_spatial_hybrid,10x12,10x12_0,6,3,55,2,0,1,1,1,0,0,0.0,3.0,0.08888888888888889
A_spatial_hybrid,10x12,10x12_0,6,4,11,24,0,0,0,0,1,2,0.060958,9.0,0.3111111111111111
A_spatial_hybrid,10x12,10x12_0,8,12,70,14,0,0,0,0,1,1,0.026833,2.0,0.044444444444444446
A_spatial_hybrid,10x12,10x12_0,3,12,21,55,0,0,0,0,0,0,0.0,6.0,0.17777777777777778
A_spatial_hybrid,10x12,10x12_0,1,3,102,53,0,0,0,0,0,0,0.0,2.0,0.06666666666666667
A_spatial_hybrid,10x12,10x12_0,3,3,107,59,0,0,0,0,0,0,0.0,3.0,0.1111111111111111
A_spatial_hybrid,10x12,10x12_0,3,9,50,13,0,0,0,0,0,0,0.0,2.0,0.06666666666666667
A_spatial_hybrid,10x12,10x12_0,6,11,111,25,0,0,0,0,0,0,0.0,3.0,0.1111111111111111
A_spatial_hybrid,10x12,10x12_0,4,10,60,24,0,0,0,0,1,1,0.08,2.0,0.022222222222222223
A_spatial_hybrid,10x12,10x12_0,2,9,34,11,0,0,0,0,0,0,0.0,2.0,0.06666666666666667
A_spatial_hybrid,10x12,10x12_0,6,2,41,15,0,0,0,0,0,0,0.0,2.0,0.06666666666666667
A_spatial_hybrid,10x12,10x12_0,1,5,89,32,0,0,0,0,0,0,0.0,3.0,0.1111111111111111
A_spatial_hybrid,10x12,10x12_0,3,7,36,24,0,0,0,0,0,0,0.0,2.0,0.06666666666666667
A_spatial_hybrid,10x12,10x12_0,9,8,120,10,0,0,0,1,0,0,0.0,5.0,0.15555555555555556
A_spatial_hybrid,10x12,10x12_0,5,6,9,32,0,0,0,0,1,2,0.036146,8.0,0.24444444444444444
A_spatial_hybrid,10x12,10x12_0,9,4,86,54,0,0,0,0,0,0,0.0,3.0,0.1111111111111111
A_spatial_hybrid,10x12,10x12_0,10,1,112,44,0,0,0,0,0,0,0.0,3.0,0.1111111111111111
A_spatial_hybrid,10x12,10x12_0,7,10,64,10,0,0,0,1,1,1,0.013625,3.0,0.044444444444444446
A_spatial_hybrid,10x12,10x12_0,3,2,47,49,0,0,0,0,0,0,0.0,2.0,0.06666666666666667
A_spatial_hybrid,10x12,10x12_0,7,4,54,42,0,0,0,0,0,0,0.0,3.0,0.08888888888888889
A_spatial_hybrid,10x12,10x12_0,10,5,92,41,0,0,0,0,1,1,0.032343,4.0,0.13333333333333333
A_spatial_hybrid,10x12,10x12_0,9,5,94,31,0,0,0,0,1,1,0.0706,3.0,0.13333333333333333
A_spatial_hybrid,10x12,10x12_0,2,1,14,9,0,0,0,1,1,1,0.08,7.0,0.2222222222222222
A_spatial_hybrid,10x12,10x12_0,8,10,103,33,0,0,0,0,0,0,0.0,3.0,0.08888888888888889
A_spatial_hybrid,10x12,10x12_0,6,8,28,33,0,0,0,0,0,0,0.0,5.0,0.08888888888888889
A_spatial_hybrid,10x12,10x12_0,7,6,63,56,0,0,0,0,1,1,0.04165,2.0,0.022222222222222223
A_spatial_hybrid,10x12,10x12_0,7,12,108,11,0,0,0,0,0,0,0.0,3.0,0.1111111111111111
A_spatial_hybrid,10x12,10x12_0,7,5,30,3,0,1,1,1,0,0,0.0,5.0,0.1111111111111111
A_spatial_hybrid,10x12,10x12_0,7,2,38,10,0,0,0,1,0,0,0.0,3.0,0.1111111111111111
A_spatial_hybrid,10x12,10x12_0,6,6,13,55,0,0,0,0,1,2,0.116626,7.0,0.17777777777777778
A_spatial_hybrid,10x12,10x12_0,3,5,45,18,0,0,0,0,0,0,0.0,3.0,0.1111111111111111
A_spatial_hybrid,10x12,10x12_0,10,8,33,4,0,0,1,1,1,1,0.017426,2.0,0.06666666666666667
A_spatial_hybrid,10x12,10x12_0,2,4,118,49,0,0,0,0,0,0,0.0,5.0,0.15555555555555556
A_spatial_hybrid,10x12,10x12_0,5,3,113,54,0,0,0,0,0,0,0.0,3.0,0.1111111111111111
A_spatial_hybrid,10x12,10x12_0,6,9,26,19,0,0,0,0,0,0,0.0,5.0,0.08888888888888889
A_spatial_hybrid,10x12,10x12_0,9,7,87,13,0,0,0,0,0,0,0.0,3.0,0.1111111111111111
A_spatial_hybrid,10x12,10x12_0,5,12,68,25,0,0,0,0,1,1,0.01607,2.0,0.044444444444444446
A_spatial_hybrid,10x12,10x12_0,9,10,35,45,0,0,0,0,0,0,0.0,2.0,0.06666666666666667
A_spatial_hybrid,10x12,10x12_0,2,10,82,33,0,0,0,0,0,0,0.0,5.0,0.1111111111111111
A_spatial_hybrid,10x12,10x12_0,9,2,51,4,0,0,1,1,0,0,0.0,2.0,0.06666666666666667
A_spatial_hybrid,10x12,10x12_0,8,5,2,60,0,0,0,0,1,2,0.027875,4.0,0.13333333333333333
A_spatial_hybrid,10x12,10x12_0,6,5,42,37,0,0,0,0,0,0,0.0,2.0,0.044444444444444446
A_spatial_hybrid,10x12,10x12_0,3,6,109,34,0,0,0,0,0,0,0.0,3.0,0.1111111111111111
A_spatial_hybrid,10x12,10x12_0,7,8,100,26,0,0,0,0,0,0,0.0,3.0,0.08888888888888889
A_spatial_hybrid,10x12,10x12_1,9,6,102,20,0,0,0,0,1,2,0.118538,3.0,0.08888888888888889
A_spatial_hybrid,10x12,10x12_1,9,12,88,27,0,0,0,0,1,2,0.101108,2.0,0.06666666666666667
A_spatial_hybrid,10x12,10x12_1,8,8,32,56,0,0,0,0,1,3,0.150464,4.0,0.13333333333333333
A_spatial_hybrid,10x12,10x12_1,4,5,77,30,0,0,0,0,1,2,0.150386,2.0,0.044444444444444446
A_spatial_hybrid,10x12,10x12_1,2,11,96,59,0,0,0,0,1,2,0.159266,4.0,0.08888888888888889
A_spatial_hybrid,10x12,10x12_1,7,4,30,7,0,0,0,1,1,3,0.147698,4.0,0.17777777777777778
A_spatial_hybrid,10x12,10x12_1,9,1,86,52,0,0,0,0,1,1,0.039698,3.0,0.1111111111111111
A_spatial_hybrid,10x12,10x12_1,8,9,85,2,0,1,1,1,1,2,0.087533,3.0,0.08888888888888889
A_spatial_hybrid,10x12,10x12_1,8,10,44,46,0,0,0,0,1,2,0.082186,5.0,0.15555555555555556
A_spatial_hybrid,10x12,10x12_1,5,6,19,32,0,0,0,0,1,3,0.020819,6.0,0.24444444444444444
A_spatial_hybrid,10x12,10x12_1,6,4,56,8,0,0,0,1,1,2,0.091537,5.0,0.2
A_spatial_hybrid,10x12,10x12_1,2,5,50,9,0,0,0,1,1,2,0.090774,5.0,0.2
A_spatial_hybrid,10x12,10x12_1,10,8,27,50,0,0,0,0,1,2,0.091349,4.0,0.17777777777777778
A_spatial_hybrid,10x12,10x12_1,7,8,117,21,0,0,0,0,1,2,0.116856,4.0,0.13333333333333333
A_spatial_hybrid,10x12,10x12_1,8,11,90,16,0,0,0,0,1,2,0.132623,4.0,0.17777777777777778
A_spatial_hybrid,10x12,10x12_1,8,5,17,59,0,0,0,0,1,2,0.017435,6.0,0.24444444444444444
A_spatial_hybrid,10x12,10x12_1,1,1,60,38,0,0,0,0,1,3,0.183869,6.0,0.26666666666666666
A_spatial_hybrid,10x12,10x12_1,7,2,1,20,0,0,0,0,1,3,0.116767,7.0,0.24444444444444444
A_spatial_hybrid,10x12,10x12_1,3,12,36,39,0,0,0,0,1,3,0.141774,4.0,0.13333333333333333
A_spatial_hybrid,10x12,10x12_1,3,4,31,27,0,0,0,0,1,3,0.149161,4.0,0.13333333333333333
A_spatial_hybrid,10x12,10x12_1,6,9,21,37,0,0,0,0,1,2,0.017193,4.0,0.17777777777777778
A_spatial_hybrid,10x12,10x12_1,4,2,13,14,0,0,0,0,1,3,0.045068,6.0,0.24444444444444444
A_spatial_hybrid,10x12,10x12_1,8,12,115,6,0,0,0,1,1,2,0.080456,4.0,0.13333333333333333
A_spatial_hybrid,10x12,10x12_1,1,8,58,16,0,0,0,0,1,3,0.170633,5.0,0.15555555555555556
A_spatial_hybrid,10x12,10x12_1,3,1,91,53,0,0,0,0,1,2,0.155668,4.0,0.17777777777777778
A_spatial_hybrid,10x12,10x12_1,8,4,108,31,0,0,0,0,1,2,0.08533,4.0,0.1111111111111111
A_spatial_hybrid,10x12,10x12_1,7,6,63,53,0,0,0,0,1,2,0.16,4.0,0.1111111111111111
A_spatial_hybrid,10x12,10x12_1,3,11,49,33,0,0,0,0,1,2,0.088864,4.0,0.1111111111111111
A_spatial_hybrid,10x12,10x12_1,1,6,8,31,0,0,0,0,1,2,0.08373,7.0,0.28888888888888886
A_spatial_hybrid,10x12,10x12_1,6,12,113,15,0,0,0,0,1,1,0.08,4.0,0.13333333333333333
A_spatial_hybrid,10x12,10x12_1,5,5,43,2,0,1,1,1,1,2,0.084015,5.0,0.15555555555555556
A_spatial_hybrid,10x12,10x12_1,4,4,64,50,0,0,0,0,1,2,0.16,3.0,0.06666666666666667
A_spatial_hybrid,10x12,10x12_1,10,6,99,1,1,1,1,1,1,2,0.118749,3.0,0.08888888888888889
A_spatial_hybrid,10x12,10x12_1,10,10,16,58,0,0,0,0,1,1,0.016804,6.0,0.24444444444444444
A_spatial_hybrid,10x12,10x12_1,5,7,52,18,0,0,0,0,1,2,0.099953,5.0,0.13333333333333333
A_spatial_hybrid,10x12,10x12_1,10,3,61,60,0,0,0,0,1,3,0.154313,6.0,0.24444444444444444
A_spatial_hybrid,10x12,10x12_1,5,2,120,36,0,0,0,0,1,2,0.16,2.0,0.044444444444444446
A_spatial_hybrid,10x12,10x12_1,9,8,4,37,0,0,0,0,1,2,0.135013,4.0,0.2222222222222222
A_spatial_hybrid,10x12,10x12_1,5,11,18,39,0,0,0,0,1,2,0.017593,6.0,0.24444444444444444
A_spatial_hybrid,10x12,10x12_1,1,2,7,4,0,0,1,1,1,3,0.062446,7.0,0.28888888888888886
A_spatial_hybrid,10x12,10x12_1,2,4,109,34,0,0,0,0,1,2,0.087452,4.0,0.13333333333333333
A_spatial_hybrid,10x12,10x12_1,7,9,104,22,0,0,0,0,1,2,0.118658,3.0,0.08888888888888889
A_spatial_hybrid,10x12,10x12_1,7,11,26,11,0,0,0,0,1,2,0.091179,4.0,0.17777777777777778
A_spatial_hybrid,10x12,10x12_1,7,3,73,37,0,0,0,0,1,2,0.14245,4.0,0.08888888888888889
A_spatial_hybrid,10x12,10x12_1,6,5,35,32,0,0,0,0,1,3,0.140852,4.0,0.13333333333333333
A_spatial_hybrid,10x12,10x12_1,4,1,55,5,0,0,1,1,1,2,0.09041,5.0,0.2
A_spatial_hybrid,10x12,10x12_1,7,5,46,4,0,0,1,1,1,2,0.078164,5.0,0.15555555555555556
A_spatial_hybrid,10x12,10x12_1,2,7,67,26,0,0,0,0,1,2,0.16,4.0,0.1111111111111111
A_spatial_hybrid,10x12,10x12_1,3,7,54,44,0,0,0,0,1,2,0.095115,5.0,0.2
A_spatial_hybrid,10x12,10x12_1,6,3,95,27,0,0,0,0,1,3,0.206345,4.0,0.08888888888888889
A_spatial_hybrid,10x12,10x12_1,10,7,6,52,0,0,0,0,1,3,0.123548,7.0,0.28888888888888886
A_spatial_hybrid,10x12,10x12_1,2,2,14,5,0,0,1,1,1,3,0.039599,6.0,0.24444444444444444
A_spatial_hybrid,10x12,10x12_1,10,12,111,10,0,0,0,1,1,2,0.090791,4.0,0.13333333333333333
A_spatial_hybrid,10x12,10x12_1,5,1,97,50,0,0,0,0,1,2,0.159987,4.0,0.08888888888888889
A_spatial_hybrid,10x12,10x12_1,9,5,119,22,0,0,0,0,1,2,0.16,2.0,0.044444444444444446
A_spatial_hybrid,10x12,10x12_1,10,5,11,54,0,0,0,0,1,3,0.11733,7.0,0.28888888888888886
A_spatial_hybrid,10x12,10x12_1,5,4,10,29,0,0,0,0,1,3,0.125193,7.0,0.28888888888888886
A_spatial_hybrid,10x12,10x12_1,9,3,22,42,0,0,0,0,1,2,0.018033,4.0,0.17777777777777778
A_spatial_hybrid,10x12,10x12_1,4,9,101,57,0,0,0,0,1,2,0.11866,3.0,0.08888888888888889
A_spatial_hybrid,10x12,10x12_1,2,1,33,5,0,0,1,1,1,3,0.148206,4.0,0.13333333333333333
B_spatial_chebyshev,4x4,4x4_0,1,2,2,1,1,1,1,1,1,6,0.155762,7.0,0.39285714285714285
B_spatial_chebyshev,4x4,4x4_0,1,3,6,2,0,1,1,1,1,5,0.302454,7.0,0.39285714285714285
B_spatial_chebyshev,4x4,4x4_0,4,4,9,6,0,0,0,1,1,7,0.308025,7.0,0.39285714285714285
B_spatial_chebyshev,4x4,4x4_0,1,4,11,8,0,0,0,1,1,6,0.185978,7.0,0.39285714285714285
B_spatial_chebyshev,4x4,4x4_0,3,2,3,8,0,0,0,1,1,6,0.271855,7.0,0.39285714285714285
B_spatial_chebyshev,4x4,4x4_0,2,1,5,5,0,0,1,1,1,5,0.308271,7.0,0.39285714285714285
B_spatial_chebyshev,4x4,4x4_0,2,2,14,8,0,0,0,1,1,5,0.337557,7.0,0.39285714285714285
B_spatial_chebyshev,4x4,4x4_0,1,1,10,2,0,1,1,1,1,6,0.267469,7.0,0.39285714285714285
B_spatial_chebyshev,4x4,4x4_1,1,1,4,2,0,1,1,1,1,5,0.324924,5.0,0.21428571428571427
B_spatial_chebyshev,4x4,4x4_1,3,1,14,8,0,0,0,1,1,5,0.262945,5.0,0.21428571428571427
B_spatial_chebyshev,4x4,4x4_1,4,3,7,6,0,0,0,1,1,5,0.149743,5.0,0.21428571428571427
B_spatial_chebyshev,4x4,4x4_1,2,1,6,5,0,0,1,1,1,6,0.211109,5.0,0.21428571428571427
B_spatial_chebyshev,4x4,4x4_1,1,2,9,3,0,1,1,1,1,4,0.253237,5.0,0.21428571428571427
B_spatial_chebyshev,4x4,4x4_1,1,4,11,7,0,0,0,1,1,6,0.257273,5.0,0.21428571428571427
B_spatial_chebyshev,4x4,4x4_1,4,1,16,4,0,0,1,1,1,6,0.240282,5.0,0.21428571428571427
B_spatial_chebyshev,4x4,4x4_1,4,4,13,3,0,1,1,1,1,6,0.270082,5.0,0.21428571428571427
B_spatial_chebyshev,4x5,4x5_0,4,1,8,8,0,0,0,1,1,6,0.299051,10.0,0.28888888888888886
B_spatial_chebyshev,4x5,4x5_0,1,2,17,4,0,0,1,1,1,6,0.291853,10.0,0.28888888888888886
B_spatial_chebyshev,4x5,4x5_0,3,2,10,9,0,0,0,1,1,5,0.324004,10.0,0.28888888888888886
B_spatial_chebyshev,4x5,4x5_0,2,4,4,6,0,0,0,1,1,4,0.233735,10.0,0.28888888888888886
B_spatial_chebyshev,4x5,4x5_0,2,1,6,5,0,0,1,1,1,6,0.318838,10.0,0.28888888888888886
B_spatial_chebyshev,4x5,4x5_0,1,5,1,8,0,0,0,1,1,6,0.346059,10.0,0.28888888888888886
B_spatial_chebyshev,4x5,4x5_0,3,5,14,6,0,0,0,1,1,6,0.390678,10.0,0.28888888888888886
B_spatial_chebyshev,4x5,4x5_0,4,2,3,2,0,1,1,1,1,4,0.247334,10.0,0.28888888888888886
B_spatial_chebyshev,4x5,4x5_0,2,5,2,1,1,1,1,1,1,4,0.219963,10.0,0.28888888888888886
B_spatial_chebyshev,4x5,4x5_0,3,3,16,10,0,0,0,1,1,5,0.264486,10.0,0.28888888888888886
B_spatial_chebyshev,4x5,4x5_1,2,3,6,6,0,0,0,1,1,5,0.207811,9.0,0.28888888888888886
B_spatial_chebyshev,4x5,4x5_1,1,2,11,3,0,1,1,1,1,5,0.226884,9.0,0.28888888888888886
B_spatial_chebyshev,4x5,4x5_1,2,5,13,5,0,0,1,1,1,6,0.242677,9.0,0.28888888888888886
B_spatial_chebyshev,4x5,4x5_1,4,1,8,9,0,0,0,1,1,5,0.21189,9.0,0.28888888888888886
B_spatial_chebyshev,4x5,4x5_1,4,3,14,5,0,0,1,1,1,5,0.237621,9.0,0.28888888888888886
B_spatial_chebyshev,4x5,4x5_1,1,1,1,2,0,1,1,1,1,6,0.237903,9.0,0.28888888888888886
B_spatial_chebyshev,4x5,4x5_1,3,2,9,9,0,0,0,1,1,5,0.193052,9.0,0.28888888888888886
B_spatial_chebyshev,4x5,4x5_1,2,2,17,5,0,0,1,1,1,6,0.262502,9.0,0.28888888888888886
B_spatial_chebyshev,4x5,4x5_1,4,4,7,2,0,1,1,1,1,5,0.159803,9.0,0.28888888888888886
B_spatial_chebyshev,4x5,4x5_1,1,3,19,7,0,0,0,1,1,6,0.294964,9.0,0.28888888888888886
B_spatial_chebyshev,5x5,5x5_0,5,2,12,6,0,0,0,1,1,7,0.326694,9.0,0.3111111111111111
B_spatial_chebyshev,5x5,5x5_0,2,2,20,11,0,0,0,0,1,5,0.288716,9.0,0.35555555555555557
B_spatial_chebyshev,5x5,5x5_0,4,3,24,8,0,0,0,1,1,4,0.234989,9.0,0.35555555555555557
B_spatial_chebyshev,5x5,5x5_0,3,3,10,11,0,0,0,0,1,5,0.295448,5.0,0.3111111111111111
B_spatial_chebyshev,5x5,5x5_0,2,3,3,2,0,1,1,1,1,7,0.395241,9.0,0.3333333333333333
B_spatial_chebyshev,5x5,5x5_0,3,2,19,4,0,0,1,1,1,5,0.331305,9.0,0.35555555555555557
B_spatial_chebyshev,5x5,5x5_0,1,3,21,4,0,0,1,1,1,6,0.256631,9.0,0.35555555555555557
B_spatial_chebyshev,5x5,5x5_0,5,3,4,11,0,0,0,0,1,6,0.265701,9.0,0.4
B_spatial_chebyshev,5x5,5x5_0,1,2,22,1,1,1,1,1,1,6,0.342882,9.0,0.35555555555555557
B_spatial_chebyshev,5x5,5x5_0,4,2,9,2,0,1,1,1,1,3,0.183508,10.0,0.4
B_spatial_chebyshev,5x5,5x5_0,3,5,2,7,0,0,0,1,1,6,0.265909,9.0,0.28888888888888886
B_spatial_chebyshev,5x5,5x5_0,1,1,17,12,0,0,0,0,1,7,0.276892,9.0,0.35555555555555557
B_spatial_chebyshev,5x5,5x5_1,2,1,10,2,0,1,1,1,1,5,0.16827,7.0,0.2
B_spatial_chebyshev,5x5,5x5_1,4,2,11,6,0,0,0,1,1,5,0.254694,7.0,0.2
B_spatial_chebyshev,5x5,5x5_1,1,5,4,4,0,0,1,1,1,5,0.250549,7.0,0.2
B_spatial_chebyshev,5x5,5x5_1,5,5,17,1,1,1,1,1,1,5,0.296945,8.0,0.24444444444444444
B_spatial_chebyshev,5x5,5x5_1,3,3,14,9,0,0,0,1,1,6,0.283124,7.0,0.17777777777777778
B_spatial_chebyshev,5x5,5x5_1,3,4,21,6,0,0,0,1,1,7,0.33167,8.0,0.24444444444444444
B_spatial_chebyshev,5x5,5x5_1,5,4,20,3,0,1,1,1,1,7,0.333223,8.0,0.24444444444444444
B_spatial_chebyshev,5x5,5x5_1,1,2,23,10,0,0,0,1,1,5,0.227474,8.0,0.24444444444444444
B_spatial_chebyshev,5x5,5x5_1,4,5,3,10,0,0,0,1,1,5,0.24955,5.0,0.17777777777777778
B_spatial_chebyshev,5x5,5x5_1,5,3,12,10,0,0,0,1,1,5,0.275112,8.0,0.24444444444444444
B_spatial_chebyshev,5x5,5x5_1,3,5,1,8,0,0,0,1,1,5,0.278472,5.0,0.17777777777777778
B_spatial_chebyshev,5x5,5x5_1,1,4,19,11,0,0,0,0,1,7,0.297292,8.0,0.24444444444444444
B_spatial_chebyshev,8x10,8x10_0,6,7,1,16,0,0,0,0,1,5,0.076736,2.0,0.08888888888888889
B_spatial_chebyshev,8x10,8x10_0,6,1,45,22,0,0,0,0,1,5,0.18089,5.0,0.13333333333333333
B_spatial_chebyshev,8x10,8x10_0,8,9,72,1,1,1,1,1,1,4,0.205129,5.0,0.13333333333333333
B_spatial_chebyshev,8x10,8x10_0,7,2,50,33,0,0,0,0,1,4,0.219925,4.0,0.1111111111111111
B_spatial_chebyshev,8x10,8x10_0,3,3,69,40,0,0,0,0,1,5,0.16748,6.0,0.17777777777777778
B_spatial_chebyshev,8x10,8x10_0,8,10,57,5,0,0,1,1,1,4,0.279128,5.0,0.13333333333333333
B_spatial_chebyshev,8x10,8x10_0,1,8,41,14,0,0,0,0,1,3,0.135353,2.0,0.08888888888888889
B_spatial_chebyshev,8x10,8x10_0,4,9,60,18,0,0,0,0,1,3,0.24,4.0,0.15555555555555556
B_spatial_chebyshev,8x10,8x10_0,6,8,61,6,0,0,0,1,1,3,0.24,4.0,0.13333333333333333
