variant,size_class,board_id,target_row,target_col,target_number,rank,top1_hit,top3_hit,top5_hit,top10_hit,spatial_applied,spatial_affected_count,spatial_total_penalty,topk_max_cluster_size,topk_adjacent_pair_rate
baseline,10x12,10x12_0,6,6,13,55,0,0,0,0,0,0,0.0,8.0,0.28888888888888886
baseline,10x12,10x12_0,3,5,45,18,0,0,0,0,0,0,0.0,3.0,0.1111111111111111
baseline,10x12,10x12_0,10,8,33,5,0,0,1,1,0,0,0.0,2.0,0.06666666666666667
baseline,10x12,10x12_0,2,4,118,49,0,0,0,0,0,0,0.0,5.0,0.15555555555555556
baseline,10x12,10x12_0,5,3,113,54,0,0,0,0,0,0,0.0,3.0,0.1111111111111111
baseline,10x12,10x12_0,6,9,26,19,0,0,0,0,0,0,0.0,5.0,0.08888888888888889
baseline,10x12,10x12_0,9,7,87,13,0,0,0,0,0,0,0.0,3.0,0.1111111111111111
baseline,10x12,10x12_0,5,12,68,25,0,0,0,0,0,0,0.0,2.0,0.044444444444444446
baseline,10x12,10x12_0,9,10,35,45,0,0,0,0,0,0,0.0,2.0,0.06666666666666667
baseline,10x12,10x12_0,2,10,82,33,0,0,0,0,0,0,0.0,5.0,0.1111111111111111
baseline,10x12,10x12_0,9,2,51,4,0,0,1,1,0,0,0.0,2.0,0.06666666666666667
baseline,10x12,10x12_0,8,5,2,60,0,0,0,0,0,0,0.0,4.0,0.13333333333333333
baseline,10x12,10x12_0,6,5,42,37,0,0,0,0,0,0,0.0,2.0,0.044444444444444446
baseline,10x12,10x12_0,3,6,109,34,0,0,0,0,0,0,0.0,3.0,0.1111111111111111
baseline,10x12,10x12_0,7,8,100,26,0,0,0,0,0,0,0.0,3.0,0.08888888888888889
baseline,10x12,10x12_1,9,6,102,20,0,0,0,0,0,0,0.0,3.0,0.13333333333333333
baseline,10x12,10x12_1,9,12,88,27,0,0,0,0,0,0,0.0,3.0,0.1111111111111111
baseline,10x12,10x12_1,8,8,32,56,0,0,0,0,0,0,0.0,4.0,0.13333333333333333
baseline,10x12,10x12_1,4,5,77,30,0,0,0,0,0,0,0.0,4.0,0.1111111111111111
baseline,10x12,10x12_1,2,11,96,59,0,0,0,0,0,0,0.0,3.0,0.13333333333333333
baseline,10x12,10x12_1,7,4,30,3,0,1,1,1,0,0,0.0,4.0,0.17777777777777778
baseline,10x12,10x12_1,9,1,86,52,0,0,0,0,0,0,0.0,3.0,0.1111111111111111
baseline,10x12,10x12_1,8,9,85,2,0,1,1,1,0,0,0.0,3.0,0.1111111111111111
baseline,10x12,10x12_1,8,10,44,46,0,0,0,0,0,0,0.0,5.0,0.15555555555555556
baseline,10x12,10x12_1,5,6,19,32,0,0,0,0,0,0,0.0,6.0,0.24444444444444444
baseline,10x12,10x12_1,6,4,56,3,0,1,1,1,0,0,0.0,5.0,0.2
baseline,10x12,10x12_1,2,5,50,9,0,0,0,1,0,0,0.0,5.0,0.2
baseline,10x12,10x12_1,10,8,27,50,0,0,0,0,0,0,0.0,4.0,0.17777777777777778
baseline,10x12,10x12_1,7,8,117,21,0,0,0,0,0,0,0.0,3.0,0.15555555555555556
baseline,10x12,10x12_1,8,11,90,16,0,0,0,0,0,0,0.0,4.0,0.2222222222222222
baseline,10x12,10x12_1,8,5,17,59,0,0,0,0,0,0,0.0,6.0,0.24444444444444444
baseline,10x12,10x12_1,1,1,60,38,0,0,0,0,0,0,0.0,6.0,0.26666666666666666
baseline,10x12,10x12_1,7,2,1,20,0,0,0,0,0,0,0.0,7.0,0.24444444444444444
baseline,10x12,10x12_1,3,12,36,39,0,0,0,0,0,0,0.0,4.0,0.13333333333333333
baseline,10x12,10x12_1,3,4,31,27,0,0,0,0,0,0,0.0,4.0,0.13333333333333333
baseline,10x12,10x12_1,6,9,21,37,0,0,0,0,0,0,0.0,4.0,0.17777777777777778
baseline,10x12,10x12_1,4,2,13,14,0,0,0,0,0,0,0.0,6.0,0.24444444444444444
baseline,10x12,10x12_1,8,12,115,7,0,0,0,1,0,0,0.0,4.0,0.15555555555555556
baseline,10x12,10x12_1,1,8,58,16,0,0,0,0,0,0,0.0,6.0,0.26666666666666666
baseline,10x12,10x12_1,3,1,91,53,0,0,0,0,0,0,0.0,4.0,0.2222222222222222
baseline,10x12,10x12_1,8,4,108,31,0,0,0,0,0,0,0.0,4.0,0.15555555555555556
baseline,10x12,10x12_1,7,6,63,53,0,0,0,0,0,0,0.0,4.0,0.1111111111111111
baseline,10x12,10x12_1,3,11,49,33,0,0,0,0,0,0,0.0,4.0,0.1111111111111111
baseline,10x12,10x12_1,1,6,8,31,0,0,0,0,0,0,0.0,7.0,0.28888888888888886
baseline,10x12,10x12_1,6,12,113,16,0,0,0,0,0,0,0.0,4.0,0.15555555555555556
baseline,10x12,10x12_1,5,5,43,2,0,1,1,1,0,0,0.0,5.0,0.15555555555555556
baseline,10x12,10x12_1,4,4,64,50,0,0,0,0,0,0,0.0,4.0,0.1111111111111111
baseline,10x12,10x12_1,10,6,99,1,1,1,1,1,0,0,0.0,3.0,0.13333333333333333
baseline,10x12,10x12_1,10,10,16,58,0,0,0,0,0,0,0.0,6.0,0.24444444444444444
baseline,10x12,10x12_1,5,7,52,18,0,0,0,0,0,0,0.0,5.0,0.13333333333333333
baseline,10x12,10x12_1,10,3,61,60,0,0,0,0,0,0,0.0,6.0,0.24444444444444444
baseline,10x12,10x12_1,5,2,120,36,0,0,0,0,0,0,0.0,3.0,0.1111111111111111
baseline,10x12,10x12_1,9,8,4,37,0,0,0,0,0,0,0.0,4.0,0.2222222222222222
baseline,10x12,10x12_1,5,11,18,39,0,0,0,0,0,0,0.0,6.0,0.24444444444444444
baseline,10x12,10x12_1,1,2,7,3,0,1,1,1,0,0,0.0,7.0,0.28888888888888886
baseline,10x12,10x12_1,2,4,109,34,0,0,0,0,0,0,0.0,3.0,0.15555555555555556
baseline,10x12,10x12_1,7,9,104,22,0,0,0,0,0,0,0.0,3.0,0.13333333333333333
baseline,10x12,10x12_1,7,11,26,11,0,0,0,0,0,0,0.0,4.0,0.17777777777777778
baseline,10x12,10x12_1,7,3,73,37,0,0,0,0,0,0,0.0,5.0,0.15555555555555556
baseline,10x12,10x12_1,6,5,35,32,0,0,0,0,0,0,0.0,4.0,0.13333333333333333
baseline,10x12,10x12_1,4,1,55,6,0,0,0,1,0,0,0.0,5.0,0.2
baseline,10x12,10x12_1,7,5,46,2,0,1,1,1,0,0,0.0,5.0,0.15555555555555556
baseline,10x12,10x12_1,2,7,67,26,0,0,0,0,0,0,0.0,4.0,0.1111111111111111
baseline,10x12,10x12_1,3,7,54,44,0,0,0,0,0,0,0.0,5.0,0.2
baseline,10x12,10x12_1,6,3,95,27,0,0,0,0,0,0,0.0,3.0,0.13333333333333333
baseline,10x12,10x12_1,10,7,6,52,0,0,0,0,0,0,0.0,7.0,0.28888888888888886
baseline,10x12,10x12_1,2,2,14,4,0,0,1,1,0,0,0.0,6.0,0.24444444444444444
baseline,10x12,10x12_1,10,12,111,11,0,0,0,0,0,0,0.0,4.0,0.15555555555555556
baseline,10x12,10x12_1,5,1,97,50,0,0,0,0,0,0,0.0,3.0,0.13333333333333333
baseline,10x12,10x12_1,9,5,119,22,0,0,0,0,0,0,0.0,3.0,0.1111111111111111
baseline,10x12,10x12_1,10,5,11,54,0,0,0,0,0,0,0.0,7.0,0.28888888888888886
baseline,10x12,10x12_1,5,4,10,29,0,0,0,0,0,0,0.0,7.0,0.28888888888888886
baseline,10x12,10x12_1,9,3,22,42,0,0,0,0,0,0,0.0,4.0,0.17777777777777778
baseline,10x12,10x12_1,4,9,101,57,0,0,0,0,0,0,0.0,3.0,0.13333333333333333
baseline,10x12,10x12_1,2,1,33,5,0,0,1,1,0,0,0.0,4.0,0.13333333333333333
A_spatial_hybrid,4x4,4x4_0,1,2,2,1,1,1,1,1,1,3,0.159031,7.0,0.39285714285714285
A_spatial_hybrid,4x4,4x4_0,1,3,6,2,0,1,1,1,1,4,0.243144,7.0,0.39285714285714285
A_spatial_hybrid,4x4,4x4_0,4,4,9,7,0,0,0,1,1,2,0.091902,7.0,0.39285714285714285
A_spatial_hybrid,4x4,4x4_0,1,4,11,8,0,0,0,1,1,2,0.08376,7.0,0.39285714285714285
A_spatial_hybrid,4x4,4x4_0,3,2,3,8,0,0,0,1,1,4,0.196583,7.0,0.39285714285714285
A_spatial_hybrid,4x4,4x4_0,2,1,5,5,0,0,1,1,1,4,0.208393,7.0,0.39285714285714285
A_spatial_hybrid,4x4,4x4_0,2,2,14,7,0,0,0,1,1,2,0.158125,7.0,0.39285714285714285
A_spatial_hybrid,4x4,4x4_0,1,1,10,2,0,1,1,1,1,2,0.084687,7.0,0.39285714285714285
A_spatial_hybrid,4x4,4x4_1,1,1,4,2,0,1,1,1,1,2,0.141014,5.0,0.21428571428571427
A_spatial_hybrid,4x4,4x4_1,3,1,14,7,0,0,0,1,1,2,0.015452,5.0,0.21428571428571427
A_spatial_hybrid,4x4,4x4_1,4,3,7,6,0,0,0,1,1,2,0.085469,5.0,0.21428571428571427
A_spatial_hybrid,4x4,4x4_1,2,1,6,6,0,0,0,1,1,3,0.099439,5.0,0.21428571428571427
A_spatial_hybrid,4x4,4x4_1,1,2,9,3,0,1,1,1,1,2,0.134431,5.0,0.21428571428571427
A_spatial_hybrid,4x4,4x4_1,1,4,11,8,0,0,0,1,1,3,0.132861,5.0,0.21428571428571427
A_spatial_hybrid,4x4,4x4_1,4,1,16,4,0,0,1,1,1,3,0.089577,5.0,0.21428571428571427
A_spatial_hybrid,4x4,4x4_1,4,4,13,2,0,1,1,1,1,2,0.080185,5.0,0.21428571428571427
A_spatial_hybrid,4x5,4x5_0,4,1,8,6,0,0,0,1,1,2,0.102934,10.0,0.28888888888888886
A_spatial_hybrid,4x5,4x5_0,1,2,17,4,0,0,1,1,1,2,0.153587,10.0,0.28888888888888886
A_spatial_hybrid,4x5,4x5_0,3,2,10,6,0,0,0,1,1,2,0.110945,10.0,0.28888888888888886
A_spatial_hybrid,4x5,4x5_0,2,4,4,4,0,0,1,1,1,2,0.10688,10.0,0.28888888888888886
A_spatial_hybrid,4x5,4x5_0,2,1,6,4,0,0,1,1,1,3,0.178759,10.0,0.28888888888888886
A_spatial_hybrid,4x5,4x5_0,1,5,1,7,0,0,0,1,1,1,0.08,10.0,0.28888888888888886
A_spatial_hybrid,4x5,4x5_0,3,5,14,9,0,0,0,1,1,3,0.182338,10.0,0.28888888888888886
A_spatial_hybrid,4x5,4x5_0,4,2,3,2,0,1,1,1,1,1,0.08,10.0,0.28888888888888886
A_spatial_hybrid,4x5,4x5_0,2,5,2,1,1,1,1,1,1,1,0.08,10.0,0.28888888888888886
A_spatial_hybrid,4x5,4x5_0,3,3,16,7,0,0,0,1,1,1,0.08,10.0,0.28888888888888886
A_spatial_hybrid,4x5,4x5_1,2,3,6,7,0,0,0,1,1,1,0.027688,9.0,0.28888888888888886
A_spatial_hybrid,4x5,4x5_1,1,2,11,3,0,1,1,1,1,2,0.089891,9.0,0.28888888888888886
A_spatial_hybrid,4x5,4x5_1,2,5,13,4,0,0,1,1,1,2,0.069607,9.0,0.28888888888888886
A_spatial_hybrid,4x5,4x5_1,4,1,8,8,0,0,0,1,1,1,0.00396,9.0,0.28888888888888886
A_spatial_hybrid,4x5,4x5_1,4,3,14,4,0,0,1,1,1,2,0.068142,9.0,0.28888888888888886
A_spatial_hybrid,4x5,4x5_1,1,1,1,2,0,1,1,1,1,2,0.074142,9.0,0.28888888888888886
A_spatial_hybrid,4x5,4x5_1,3,2,9,7,0,0,0,1,1,1,0.005807,9.0,0.28888888888888886
A_spatial_hybrid,4x5,4x5_1,2,2,17,6,0,0,0,1,1,2,0.155174,9.0,0.28888888888888886
A_spatial_hybrid,4x5,4x5_1,4,4,7,2,0,1,1,1,1,1,0.006864,9.0,0.28888888888888886
A_spatial_hybrid,4x5,4x5_1,1,3,19,9,0,0,0,1,1,2,0.142457,9.0,0.28888888888888886
A_spatial_hybrid,5x5,5x5_0,5,2,12,8,0,0,0,1,1,2,0.118064,9.0,0.28888888888888886
A_spatial_hybrid,5x5,5x5_0,2,2,20,11,0,0,0,0,1,2,0.16,9.0,0.35555555555555557
A_spatial_hybrid,5x5,5x5_0,4,3,24,7,0,0,0,1,0,0,0.0,9.0,0.35555555555555557
A_spatial_hybrid,5x5,5x5_0,3,3,10,12,0,0,0,0,1,2,0.070974,9.0,0.35555555555555557
A_spatial_hybrid,5x5,5x5_0,2,3,3,2,0,1,1,1,1,3,0.17817,9.0,0.4
A_spatial_hybrid,5x5,5x5_0,3,2,19,7,0,0,0,1,1,2,0.16,9.0,0.35555555555555557
A_spatial_hybrid,5x5,5x5_0,1,3,21,3,0,1,1,1,1,2,0.153156,9.0,0.35555555555555557
A_spatial_hybrid,5x5,5x5_0,5,3,4,11,0,0,0,0,1,2,0.13547,9.0,0.4
A_spatial_hybrid,5x5,5x5_0,1,2,22,1,1,1,1,1,1,1,0.056989,9.0,0.35555555555555557
A_spatial_hybrid,5x5,5x5_0,4,2,9,2,0,1,1,1,1,1,0.06571,10.0,0.4
A_spatial_hybrid,5x5,5x5_0,3,5,2,10,0,0,0,1,1,3,0.143254,9.0,0.4
A_spatial_hybrid,5x5,5x5_0,1,1,17,12,0,0,0,0,1,3,0.156878,9.0,0.35555555555555557
A_spatial_hybrid,5x5,5x5_1,2,1,10,3,0,1,1,1,1,2,0.088408,7.0,0.2
A_spatial_hybrid,5x5,5x5_1,4,2,11,8,0,0,0,1,1,1,0.050406,7.0,0.2
A_spatial_hybrid,5x5,5x5_1,1,5,4,5,0,0,1,1,0,0,0.0,6.0,0.15555555555555556
A_spatial_hybrid,5x5,5x5_1,5,5,17,1,1,1,1,1,1,3,0.154747,8.0,0.24444444444444444
A_spatial_hybrid,5x5,5x5_1,3,3,14,10,0,0,0,1,1,3,0.117079,8.0,0.24444444444444444
A_spatial_hybrid,5x5,5x5_1,3,4,21,6,0,0,0,1,1,2,0.110223,8.0,0.24444444444444444
A_spatial_hybrid,5x5,5x5_1,5,4,20,3,0,1,1,1,1,2,0.108373,8.0,0.24444444444444444
A_spatial_hybrid,5x5,5x5_1,1,2,23,10,0,0,0,1,1,3,0.161187,8.0,0.24444444444444444
A_spatial_hybrid,5x5,5x5_1,4,5,3,11,0,0,0,0,1,1,0.068478,4.0,0.13333333333333333
A_spatial_hybrid,5x5,5x5_1,5,3,12,10,0,0,0,1,1,1,0.08,8.0,0.24444444444444444
A_spatial_hybrid,5x5,5x5_1,3,5,1,10,0,0,0,1,1,2,0.127407,4.0,0.13333333333333333
A_spatial_hybrid,5x5,5x5_1,1,4,19,11,0,0,0,0,1,2,0.108736,8.0,0.24444444444444444
A_spatial_hybrid,8x10,8x10_0,6,7,1,16,0,0,0,0,1,1,0.010929,2.0,0.08888888888888889
A_spatial_hybrid,8x10,8x10_0,6,1,45,23,0,0,0,0,1,1,0.036449,6.0,0.13333333333333333
A_spatial_hybrid,8x10,8x10_0,8,9,72,1,1,1,1,1,1,2,0.076713,8.0,0.2
A_spatial_hybrid,8x10,8x10_0,7,2,50,33,0,0,0,0,1,1,0.08,4.0,0.17777777777777778
A_spatial_hybrid,8x10,8x10_0,3,3,69,40,0,0,0,0,1,2,0.060297,7.0,0.2
A_spatial_hybrid,8x10,8x10_0,8,10,57,7,0,0,0,1,1,2,0.16,5.0,0.2222222222222222
A_spatial_hybrid,8x10,8x10_0,1,8,41,16,0,0,0,0,0,0,0.0,5.0,0.13333333333333333
A_spatial_hybrid,8x10,8x10_0,4,9,60,19,0,0,0,0,1,2,0.16,5.0,0.17777777777777778
A_spatial_hybrid,8x10,8x10_0,6,8,61,7,0,0,0,1,1,2,0.16,5.0,0.17777777777777778
A_spatial_hybrid,8x10,8x10_0,7,9,73,6,0,0,0,1,1,1,0.025278,8.0,0.24444444444444444
A_spatial_hybrid,8x10,8x10_0,7,5,9,30,0,0,0,0,1,1,0.017748,4.0,0.08888888888888889
A_spatial_hybrid,8x10,8x10_0,2,2,15,24,0,0,0,0,1,1,0.060199,4.0,0.1111111111111111
A_spatial_hybrid,8x10,8x10_0,6,4,74,15,0,0,0,0,1,2,0.081506,5.0,0.13333333333333333
A_spatial_hybrid,8x10,8x10_0,5,9,46,21,0,0,0,0,1,1,0.05879,6.0,0.2
A_spatial_hybrid,8x10,8x10_0,2,10,38,30,0,0,0,0,0,0,0.0,5.0,0.13333333333333333
A_spatial_hybrid,8x10,8x10_0,4,6,55,10,0,0,0,1,1,1,0.08,5.0,0.24444444444444444
A_spatial_hybrid,8x10,8x10_0,3,2,33,19,0,0,0,0,1,1,0.021304,4.0,0.13333333333333333
A_spatial_hybrid,8x10,8x10_0,6,10,66,5,0,0,1,1,1,2,0.050043,7.0,0.2
A_spatial_hybrid,8x10,8x10_0,2,7,5,20,0,0,0,0,1,2,0.03295,2.0,0.06666666666666667
A_spatial_hybrid,8x10,8x10_0,3,10,76,22,0,0,0,0,1,1,0.027877,7.0,0.2222222222222222
A_spatial_hybrid,8x10,8x10_0,4,7,68,33,0,0,0,0,1,2,0.05561,7.0,0.2
A_spatial_hybrid,8x10,8x10_0,6,5,12,38,0,0,0,0,1,1,0.016149,4.0,0.1111111111111111
A_spatial_hybrid,8x10,8x10_0,6,2,51,29,0,0,0,0,1,1,0.08,4.0,0.17777777777777778
A_spatial_hybrid,8x10,8x10_0,7,7,4,36,0,0,0,0,1,2,0.041819,2.0,0.06666666666666667
A_spatial_hybrid,8x10,8x10_0,3,6,13,22,0,0,0,0,1,1,0.041592,4.0,0.1111111111111111
A_spatial_hybrid,8x10,8x10_0,3,7,14,1,1,1,1,1,1,1,0.072053,2.0,0.06666666666666667
A_spatial_hybrid,8x10,8x10_0,4,8,17,22,0,0,0,0,1,1,0.026943,2.0,0.06666666666666667
A_spatial_hybrid,8x10,8x10_0,5,4,71,21,0,0,0,0,1,2,0.039509,8.0,0.2
A_spatial_hybrid,8x10,8x10_0,3,9,36,34,0,0,0,0,0,0,0.0,4.0,0.08888888888888889
A_spatial_hybrid,8x10,8x10_0,1,9,20,33,0,0,0,0,0,0,0.0,2.0,0.06666666666666667
A_spatial_hybrid,8x10,8x10_0,5,10,30,27,0,0,0,0,0,0,0.0,2.0,0.06666666666666667
A_spatial_hybrid,8x10,8x10_0,3,5,64,15,0,0,0,0,1,2,0.044825,5.0,0.2
A_spatial_hybrid,8x10,8x10_0,3,4,65,28,0,0,0,0,1,2,0.050864,7.0,0.2
A_spatial_hybrid,8x10,8x10_0,1,5,8,12,0,0,0,0,1,1,0.019892,2.0,0.06666666666666667
A_spatial_hybrid,8x10,8x10_0,2,4,58,36,0,0,0,0,1,2,0.16,6.0,0.26666666666666666
A_spatial_hybrid,8x10,8x10_0,3,8,27,37,0,0,0,0,0,0,0.0,2.0,0.06666666666666667
A_spatial_hybrid,8x10,8x10_0,8,8,32,35,0,0,0,0,1,1,0.02695,4.0,0.13333333333333333
A_spatial_hybrid,8x10,8x10_0,4,2,52,36,0,0,0,0,1,1,0.08,4.0,0.2222222222222222
A_spatial_hybrid,8x10,8x10_0,4,1,31,31,0,0,0,0,1,1,0.032583,4.0,0.1111111111111111
A_spatial_hybrid,8x10,8x10_0,8,3,79,30,0,0,0,0,1,1,0.026249,9.0,0.24444444444444444
A_spatial_hybrid,8x10,8x10_1,7,10,68,13,0,0,0,0,1,3,0.100461,9.0,0.2222222222222222
A_spatial_hybrid,8x10,8x10_1,5,4,10,11,0,0,0,0,1,2,0.120907,3.0,0.08888888888888889
A_spatial_hybrid,8x10,8x10_1,1,6,17,6,0,0,0,1,1,1,0.053758,3.0,0.1111111111111111
A_spatial_hybrid,8x10,8x10_1,4,10,67,22,0,0,0,0,1,3,0.10595,9.0,0.2222222222222222
A_spatial_hybrid,8x10,8x10_1,4,4,34,38,0,0,0,0,1,1,0.08,4.0,0.1111111111111111
A_spatial_hybrid,8x10,8x10_1,6,1,21,24,0,0,0,0,1,1,0.021912,3.0,0.06666666666666667
A_spatial_hybrid,8x10,8x10_1,3,9,74,15,0,0,0,0,1,3,0.147691,8.0,0.2
A_spatial_hybrid,8x10,8x10_1,1,10,44,31,0,0,0,0,1,1,0.08,3.0,0.1111111111111111
A_spatial_hybrid,8x10,8x10_1,5,3,72,4,0,0,1,1,1,3,0.128048,9.0,0.2222222222222222
A_spatial_hybrid,8x10,8x10_1,7,4,18,39,0,0,0,0,1,1,0.036708,3.0,0.08888888888888889
A_spatial_hybrid,8x10,8x10_1,6,8,31,32,0,0,0,0,1,1,0.08,3.0,0.06666666666666667
A_spatial_hybrid,8x10,8x10_1,5,2,11,12,0,0,0,0,1,2,0.118061,3.0,0.1111111111111111
A_spatial_hybrid,8x10,8x10_1,5,5,19,37,0,0,0,0,1,2,0.059739,3.0,0.08888888888888889
A_spatial_hybrid,8x10,8x10_1,3,7,75,16,0,0,0,0,1,2,0.091254,8.0,0.2
A_spatial_hybrid,8x10,8x10_1,1,8,76,24,0,0,0,0,1,2,0.094978,8.0,0.2
A_spatial_hybrid,8x10,8x10_1,2,1,6,3,0,1,1,1,1,1,0.07474,4.0,0.15555555555555556
A_spatial_hybrid,8x10,8x10_1,4,6,8,13,0,0,0,0,1,2,0.124308,4.0,0.13333333333333333
A_spatial_hybrid,8x10,8x10_1,4,3,26,9,0,0,0,1,0,0,0.0,3.0,0.08888888888888889
A_spatial_hybrid,8x10,8x10_1,6,3,78,28,0,0,0,0,1,2,0.099926,8.0,0.2
A_spatial_hybrid,8x10,8x10_1,2,9,49,3,0,1,1,1,1,1,0.08,3.0,0.13333333333333333
A_spatial_hybrid,8x10,8x10_1,3,1,3,2,0,1,1,1,1,2,0.078122,3.0,0.1111111111111111
A_spatial_hybrid,8x10,8x10_1,4,9,77,10,0,0,0,1,1,2,0.098416,8.0,0.2
A_spatial_hybrid,8x10,8x10_1,8,7,12,34,0,0,0,0,1,2,0.114869,3.0,0.1111111111111111
A_spatial_hybrid,8x10,8x10_1,2,10,15,24,0,0,0,0,1,2,0.10542,3.0,0.08888888888888889
A_spatial_hybrid,8x10,8x10_1,6,10,73,6,0,0,0,1,1,3,0.130802,8.0,0.2
A_spatial_hybrid,8x10,8x10_1,5,7,13,13,0,0,0,0,1,2,0.111989,3.0,0.1111111111111111
A_spatial_hybrid,8x10,8x10_1,6,2,43,14,0,0,0,0,1,1,0.029306,4.0,0.13333333333333333
A_spatial_hybrid,8x10,8x10_1,8,9,22,35,0,0,0,0,1,1,0.032327,3.0,0.06666666666666667
A_spatial_hybrid,8x10,8x10_1,7,8,2,32,0,0,0,0,1,2,0.086959,3.0,0.1111111111111111
A_spatial_hybrid,8x10,8x10_1,3,5,53,18,0,0,0,0,1,1,0.072873,4.0,0.08888888888888889
A_spatial_hybrid,8x10,8x10_1,1,4,1,5,0,0,1,1,1,2,0.09112,3.0,0.1111111111111111
A_spatial_hybrid,8x10,8x10_1,7,5,64,11,0,0,0,0,1,2,0.12602,4.0,0.15555555555555556
A_spatial_hybrid,8x10,8x10_1,7,9,24,32,0,0,0,0,0,0,0.0,2.0,0.06666666666666667
A_spatial_hybrid,8x10,8x10_1,2,6,60,19,0,0,0,0,1,2,0.124202,6.0,0.17777777777777778
A_spatial_hybrid,8x10,8x10_1,7,3,27,27,0,0,0,0,0,0,0.0,3.0,0.1111111111111111
A_spatial_hybrid,8x10,8x10_1,8,6,32,33,0,0,0,0,1,1,0.08,3.0,0.06666666666666667
A_spatial_hybrid,8x10,8x10_1,1,1,20,6,0,0,0,1,1,2,0.037928,3.0,0.08888888888888889
A_spatial_hybrid,8x10,8x10_1,2,4,71,29,0,0,0,0,1,3,0.129077,8.0,0.2
A_spatial_hybrid,8x10,8x10_1,8,1,29,28,0,0,0,0,0,0,0.0,4.0,0.13333333333333333
A_spatial_hybrid,8x10,8x10_1,6,5,28,38,0,0,0,0,0,0,0.0,4.0,0.13333333333333333
A_spatial_hybrid,10x8,10x8_0,5,6,21,16,0,0,0,0,1,1,0.08,2.0,0.06666666666666667
A_spatial_hybrid,10x8,10x8_0,10,8,8,34,0,0,0,0,1,2,0.044012,3.0,0.08888888888888889
A_spatial_hybrid,10x8,10x8_0,10,1,66,35,0,0,0,0,1,3,0.069809,4.0,0.1111111111111111
A_spatial_hybrid,10x8,10x8_0,5,7,39,1,1,1,1,1,1,1,0.027279,3.0,0.1111111111111111
A_spatial_hybrid,10x8,10x8_0,1,5,24,17,0,0,0,0,1,1,0.002003,2.0,0.06666666666666667
A_spatial_hybrid,10x8,10x8_0,8,1,77,36,0,0,0,0,1,2,0.116425,7.0,0.2222222222222222
A_spatial_hybrid,10x8,10x8_0,9,2,20,6,0,0,0,1,1,1,0.028233,2.0,0.06666666666666667
A_spatial_hybrid,10x8,10x8_0,3,7,75,29,0,0,0,0,1,2,0.111144,8.0,0.2
A_spatial_hybrid,10x8,10x8_0,9,4,15,22,0,0,0,0,1,2,0.034933,2.0,0.044444444444444446
A_spatial_hybrid,10x8,10x8_0,8,4,6,5,0,0,1,1,1,2,0.043289,2.0,0.06666666666666667
A_spatial_hybrid,10x8,10x8_0,7,2,28,37,0,0,0,0,1,1,0.033608,2.0,0.06666666666666667
A_spatial_hybrid,10x8,10x8_0,2,8,7,25,0,0,0,0,1,2,0.043521,2.0,0.06666666666666667
A_spatial_hybrid,10x8,10x8_0,4,7,3,26,0,0,0,0,1,2,0.042654,3.0,0.06666666666666667
A_spatial_hybrid,10x8,10x8_0,1,4,14,19,0,0,0,0,1,2,0.03565,2.0,0.044444444444444446
A_spatial_hybrid,10x8,10x8_0,6,1,61,29,0,0,0,0,1,2,0.044788,5.0,0.13333333333333333
A_spatial_hybrid,10x8,10x8_0,10,3,46,25,0,0,0,0,1,1,0.036222,4.0,0.15555555555555556
A_spatial_hybrid,10x8,10x8_0,9,7,31,16,0,0,0,0,1,1,0.033317,2.0,0.08888888888888889
A_spatial_hybrid,10x8,10x8_0,7,6,57,10,0,0,0,1,1,1,0.03449,6.0,0.1111111111111111
A_spatial_hybrid,10x8,10x8_0,3,4,37,29,0,0,0,0,1,2,0.029982,2.0,0.08888888888888889
A_spatial_hybrid,10x8,10x8_0,7,8,48,22,0,0,0,0,1,1,0.036091,4.0,0.15555555555555556
A_spatial_hybrid,10x8,10x8_0,2,7,80,38,0,0,0,0,1,2,0.116409,6.0,0.15555555555555556
A_spatial_hybrid,10x8,10x8_0,5,3,11,15,0,0,0,0,1,2,0.045717,3.0,0.1111111111111111
A_spatial_hybrid,10x8,10x8_0,5,5,71,36,0,0,0,0,1,1,0.066185,5.0,0.13333333333333333
A_spatial_hybrid,10x8,10x8_0,8,8,35,36,0,0,0,0,1,1,0.030121,2.0,0.06666666666666667
A_spatial_hybrid,10x8,10x8_0,3,6,36,35,0,0,0,0,1,2,0.029366,2.0,0.08888888888888889
A_spatial_hybrid,10x8,10x8_0,10,5,63,21,0,0,0,0,1,2,0.120985,4.0,0.1111111111111111
A_spatial_hybrid,10x8,10x8_0,5,8,47,5,0,0,1,1,1,1,0.036205,4.0,0.15555555555555556
A_spatial_hybrid,10x8,10x8_0,8,3,53,28,0,0,0,0,1,2,0.034545,5.0,0.17777777777777778
A_spatial_hybrid,10x8,10x8_0,3,1,67,35,0,0,0,0,1,3,0.063909,5.0,0.15555555555555556
A_spatial_hybrid,10x8,10x8_0,7,1,74,4,0,0,1,1,1,2,0.106064,7.0,0.2222222222222222
A_spatial_hybrid,10x8,10x8_0,5,1,38,34,0,0,0,0,1,2,0.028603,2.0,0.08888888888888889
A_spatial_hybrid,10x8,10x8_0,1,1,58,39,0,0,0,0,1,1,0.03606,3.0,0.08888888888888889
A_spatial_hybrid,10x8,10x8_0,2,4,12,10,0,0,0,1,1,2,0.054704,3.0,0.1111111111111111
