trial,objective,top5_hit_rate,corner_top10_hit_rate,edge_top10_hit_rate,center_top10_candidate_share
0,0.44435252271750947,0.3188405797101449,0.6666666666666666,0.6363636363636364,0.6848673946957878
1,0.3741013095069257,0.3333333333333333,0.3333333333333333,0.6363636363636364,0.733229329173167
2,0.34214479804488623,0.3188405797101449,0.3333333333333333,0.5454545454545454,0.7675507020280812
3,0.41152163635952554,0.36231884057971014,0.3333333333333333,0.6818181818181818,0.656786271450858
