issue,draw_date,numbers,day_issue_index
114071718,2025-12-20,"[3, 9, 15, 16, 21, 22, 27, 30, 31, 32, 36, 49, 50, 52, 54, 58, 59, 63, 79, 80]",59
114071719,2025-12-20,"[2, 3, 5, 8, 13, 20, 21, 23, 30, 31, 40, 48, 52, 54, 55, 56, 66, 67, 71, 73]",60
114071720,2025-12-20,"[1, 5, 10, 22, 23, 27, 28, 29, 31, 33, 34, 35, 36, 51, 54, 55, 60, 62, 72, 74]",61
114071721,2025-12-20,"[1, 5, 6, 21, 28, 31, 32, 37, 45, 46, 47, 50, 53, 62, 65, 67, 74, 75, 78, 80]",62
114071722,2025-12-20,"[4, 6, 8, 11, 15, 18, 19, 27, 34, 35, 43, 48, 52, 56, 60, 65, 66, 67, 68, 70]",63
114071723,2025-12-20,"[3, 7, 11, 12, 16, 18, 23, 26, 35, 38, 39, 44, 47, 54, 56, 65, 68, 72, 74, 79]",64
114071724,2025-12-20,"[3, 12, 13, 14, 18, 23, 25, 27, 29, 37, 54, 55, 67, 69, 72, 73, 75, 77, 79, 80]",65
114071725,2025-12-20,"[1, 4, 6, 10, 11, 20, 23, 24, 26, 29, 31, 33, 36, 38, 46, 57, 67, 70, 73, 74]",66
114071726,2025-12-20,"[2, 11, 14, 17, 23, 24, 26, 27, 28, 31, 33, 35, 41, 45, 46, 50, 53, 61, 73, 74]",67
114071727,2025-12-20,"[1, 7, 10, 11, 14, 19, 23, 24, 28, 31, 34, 46, 49, 52, 57, 58, 59, 61, 63, 78]",68
114071728,2025-12-20,"[1, 2, 7, 10, 20, 25, 27, 33, 35, 44, 46, 48, 49, 53, 55, 57, 62, 66, 70, 74]",69
114071729,2025-12-20,"[6, 10, 12, 27, 28, 31, 40, 43, 44, 45, 52, 53, 54, 57, 62, 63, 64, 65, 73, 75]",70
114071730,2025-12-20,"[3, 7, 10, 11, 12, 15, 18, 29, 30, 37, 47, 52, 55, 58, 59, 63, 67, 69, 70, 74]",71
114071731,2025-12-20,"[1, 7, 10, 11, 15, 19, 22, 28, 35, 41, 42, 52, 53, 56, 59, 66, 71, 72, 75, 77]",72
114071732,2025-12-20,"[8, 15, 34, 35, 43, 45, 46, 49, 51, 52, 56, 57, 59, 61, 64, 66, 70, 71, 74, 78]",73
114071733,2025-12-20,"[1, 5, 8, 10, 12, 16, 23, 29, 32, 35, 36, 40, 43, 48, 52, 56, 62, 72, 73, 80]",74
114071734,2025-12-20,"[5, 10, 11, 32, 36, 41, 44, 47, 48, 50, 51, 52, 57, 65, 67, 72, 77, 78, 79, 80]",75
114071735,2025-12-20,"[3, 6, 14, 20, 25, 28, 31, 32, 33, 37, 42, 45, 47, 50, 56, 60, 61, 62, 72, 80]",76
114071736,2025-12-20,"[13, 15, 18, 21, 29, 36, 37, 42, 43, 47, 51, 54, 56, 58, 66, 68, 70, 73, 76, 80]",77
114071737,2025-12-20,"[3, 17, 21, 23, 27, 29, 34, 37, 41, 42, 46, 47, 49, 52, 56, 67, 70, 71, 74, 80]",78
114071738,2025-12-20,"[3, 7, 12, 18, 24, 31, 33, 37, 39, 44, 47, 49, 57, 58, 64, 66, 67, 69, 79, 80]",79
114071739,2025-12-20,"[1, 3, 5, 15, 17, 19, 32, 36, 46, 47, 49, 51, 55, 60, 61, 62, 68, 74, 78, 79]",80
114071740,2025-12-20,"[8, 9, 16, 17, 29, 33, 38, 39, 40, 43, 49, 51, 52, 55, 56, 62, 65, 66, 74, 80]",81
114071741,2025-12-20,"[1, 4, 6, 19, 22, 23, 28, 29, 37, 46, 48, 49, 52, 55, 58, 61, 63, 64, 72, 78]",82
114071742,2025-12-20,"[7, 11, 17, 20, 25, 28, 30, 38, 40, 45, 50, 55, 56, 58, 62, 66, 69, 71, 73, 79]",83
114071743,2025-12-20,"[1, 12, 15, 17, 20, 24, 29, 34, 35, 43, 44, 45, 46, 47, 50, 53, 58, 63, 67, 79]",84
114071744,2025-12-20,"[3, 5, 11, 17, 18, 19, 22, 23, 28, 32, 33, 40, 44, 49, 52, 68, 73, 74, 77, 78]",85
114071745,2025-12-20,"[4, 10, 14, 17, 26, 27, 41, 43, 47, 49, 52, 56, 58, 60, 63, 65, 66, 68, 69, 79]",86
114071746,2025-12-20,"[7, 8, 14, 17, 20, 21, 22, 23, 30, 32, 36, 42, 45, 56, 59, 61, 64, 67, 69, 74]",87
114071747,2025-12-20,"[2, 5, 8, 12, 21, 32, 33, 35, 40, 44, 50, 61, 62, 64, 66, 68, 72, 73, 76, 79]",88
114071748,2025-12-20,"[2, 4, 5, 6, 11, 16, 18, 21, 22, 25, 32, 41, 59, 60, 63, 65, 71, 72, 75, 78]",89
114071749,2025-12-20,"[4, 7, 15, 18, 19, 25, 27, 28, 32, 34, 38, 48, 51, 54, 60, 63, 65, 74, 77, 79]",90
114071750,2025-12-20,"[1, 5, 14, 17, 25, 33, 36, 39, 43, 48, 50, 53, 63, 66, 67, 71, 74, 75, 77, 79]",91
114071751,2025-12-20,"[5, 8, 9, 11, 16, 18, 29, 34, 47, 48, 51, 56, 57, 58, 62, 67, 69, 71, 72, 75]",92
114071752,2025-12-20,"[2, 3, 5, 8, 13, 17, 20, 27, 31, 41, 42, 43, 44, 47, 54, 58, 60, 63, 78, 80]",93
114071753,2025-12-20,"[1, 6, 8, 11, 21, 22, 24, 25, 36, 39, 46, 48, 51, 53, 55, 56, 58, 69, 76, 80]",94
114071754,2025-12-20,"[8, 9, 12, 16, 20, 24, 36, 39, 46, 48, 49, 55, 67, 69, 71, 72, 76, 78, 79, 80]",95
114071755,2025-12-20,"[1, 3, 11, 13, 17, 23, 24, 34, 36, 37, 38, 43, 45, 48, 52, 60, 69, 76, 78, 80]",96
114071756,2025-12-20,"[1, 3, 4, 8, 12, 13, 14, 24, 30, 40, 53, 54, 56, 58, 63, 64, 66, 70, 78, 80]",97
114071757,2025-12-20,"[3, 6, 7, 8, 16, 30, 39, 41, 43, 51, 52, 56, 59, 61, 70, 72, 73, 77, 79, 80]",98
114071758,2025-12-20,"[1, 9, 10, 22, 24, 25, 32, 33, 36, 37, 38, 46, 47, 48, 52, 68, 69, 75, 77, 79]",99
114071759,2025-12-20,"[4, 5, 10, 14, 20, 21, 23, 26, 27, 28, 32, 44, 59, 60, 67, 69, 70, 71, 76, 79]",100
114071760,2025-12-20,"[9, 14, 17, 22, 25, 29, 38, 41, 42, 43, 44, 46, 52, 61, 63, 69, 70, 71, 74, 79]",101
114071761,2025-12-20,"[1, 2, 4, 5, 11, 13, 21, 24, 27, 33, 43, 45, 49, 53, 57, 61, 64, 72, 75, 76]",102
114071762,2025-12-20,"[5, 7, 8, 11, 15, 18, 21, 23, 26, 29, 39, 42, 49, 56, 65, 68, 71, 73, 76, 77]",103
114071763,2025-12-20,"[1, 3, 9, 10, 12, 13, 14, 17, 22, 26, 29, 30, 38, 39, 40, 56, 58, 62, 71, 73]",104
114071764,2025-12-20,"[7, 9, 12, 17, 18, 20, 21, 24, 28, 32, 34, 35, 36, 45, 50, 51, 56, 65, 66, 67]",105
114071765,2025-12-20,"[14, 16, 17, 20, 21, 31, 36, 39, 45, 46, 48, 50, 54, 61, 62, 67, 68, 73, 76, 77]",106
114071766,2025-12-20,"[3, 4, 5, 10, 20, 21, 23, 31, 38, 41, 43, 47, 49, 50, 63, 65, 67, 74, 76, 78]",107
114071767,2025-12-20,"[5, 11, 29, 33, 35, 39, 40, 43, 44, 46, 48, 51, 54, 64, 65, 68, 70, 71, 75, 76]",108
114071768,2025-12-20,"[2, 3, 9, 10, 12, 16, 24, 28, 35, 36, 37, 41, 45, 51, 52, 63, 66, 67, 69, 71]",109
114071769,2025-12-20,"[7, 15, 20, 23, 24, 26, 27, 28, 31, 38, 50, 55, 61, 62, 64, 68, 71, 75, 77, 80]",110
114071770,2025-12-20,"[3, 4, 5, 14, 21, 22, 23, 24, 27, 31, 36, 42, 46, 48, 57, 60, 67, 73, 75, 76]",111
114071771,2025-12-20,"[10, 11, 21, 22, 26, 29, 31, 32, 36, 38, 42, 43, 44, 47, 49, 52, 53, 67, 73, 79]",112
114071772,2025-12-20,"[5, 6, 7, 10, 14, 20, 26, 27, 28, 34, 35, 36, 58, 61, 63, 64, 66, 67, 73, 78]",113
114071773,2025-12-20,"[2, 3, 7, 11, 12, 21, 24, 25, 32, 34, 39, 44, 46, 56, 58, 61, 67, 68, 74, 76]",114
114071774,2025-12-20,"[3, 5, 9, 14, 23, 24, 25, 34, 38, 40, 42, 45, 59, 61, 62, 64, 66, 68, 70, 80]",115
114071775,2025-12-20,"[1, 4, 9, 12, 27, 32, 33, 46, 49, 50, 57, 58, 62, 63, 68, 69, 71, 76, 78, 80]",116
114071776,2025-12-20,"[2, 3, 4, 15, 20, 23, 24, 25, 32, 33, 37, 39, 41, 43, 48, 50, 60, 68, 71, 79]",117
114071777,2025-12-20,"[3, 6, 13, 16, 21, 24, 36, 39, 43, 45, 46, 49, 56, 61, 62, 67, 76, 78, 79, 80]",118
114071778,2025-12-20,"[1, 4, 5, 11, 14, 17, 18, 19, 21, 25, 27, 37, 44, 48, 50, 62, 63, 65, 74, 76]",119
114071779,2025-12-20,"[3, 8, 16, 18, 19, 20, 21, 25, 31, 33, 39, 49, 53, 60, 64, 68, 70, 77, 79, 80]",120
114071780,2025-12-20,"[2, 4, 5, 6, 13, 21, 23, 24, 36, 37, 42, 43, 52, 53, 59, 60, 66, 67, 78, 79]",121
114071781,2025-12-20,"[8, 11, 13, 15, 16, 17, 26, 32, 33, 35, 38, 44, 45, 46, 51, 52, 62, 64, 70, 78]",122
114071782,2025-12-20,"[1, 13, 16, 20, 22, 24, 29, 30, 31, 33, 36, 44, 46, 50, 55, 60, 66, 71, 72, 79]",123
114071783,2025-12-20,"[5, 6, 15, 16, 26, 31, 32, 36, 44, 47, 52, 53, 54, 55, 58, 60, 71, 72, 76, 77]",124
114071784,2025-12-20,"[1, 5, 9, 14, 22, 27, 28, 29, 33, 37, 39, 48, 49, 54, 61, 64, 65, 69, 77, 80]",125
114071785,2025-12-20,"[7, 9, 10, 13, 15, 16, 20, 21, 24, 31, 43, 45, 56, 57, 62, 63, 70, 71, 76, 80]",126
114071786,2025-12-20,"[1, 6, 7, 17, 19, 30, 33, 38, 43, 44, 48, 50, 51, 52, 53, 56, 69, 73, 75, 76]",127
114071787,2025-12-20,"[10, 11, 15, 24, 26, 27, 31, 34, 36, 45, 49, 51, 53, 55, 56, 58, 60, 69, 71, 77]",128
114071788,2025-12-20,"[3, 4, 6, 10, 14, 17, 23, 31, 41, 46, 48, 55, 56, 58, 60, 63, 66, 72, 75, 80]",129
114071789,2025-12-20,"[13, 15, 21, 22, 27, 31, 32, 36, 38, 40, 42, 47, 48, 49, 52, 58, 59, 65, 72, 73]",130
114071790,2025-12-20,"[13, 14, 15, 17, 18, 24, 25, 28, 30, 32, 36, 47, 51, 54, 55, 57, 60, 66, 68, 76]",131
114071791,2025-12-20,"[6, 14, 16, 21, 23, 28, 29, 34, 35, 37, 38, 41, 50, 52, 58, 61, 64, 66, 68, 69]",132
114071792,2025-12-20,"[2, 12, 16, 17, 19, 23, 30, 32, 37, 39, 42, 54, 56, 57, 59, 60, 63, 65, 69, 79]",133
114071793,2025-12-20,"[4, 5, 10, 14, 19, 27, 32, 38, 39, 41, 43, 47, 48, 53, 54, 58, 63, 70, 75, 77]",134
114071794,2025-12-20,"[8, 10, 15, 16, 20, 21, 28, 31, 33, 35, 39, 48, 49, 50, 55, 60, 62, 66, 68, 80]",135
114071795,2025-12-20,"[2, 3, 5, 13, 14, 16, 19, 20, 23, 25, 28, 30, 33, 37, 41, 57, 58, 59, 66, 74]",136
114071796,2025-12-20,"[3, 11, 17, 18, 20, 21, 25, 29, 38, 39, 43, 46, 48, 49, 62, 63, 65, 68, 71, 79]",137
114071797,2025-12-20,"[2, 3, 4, 8, 11, 12, 13, 15, 17, 28, 29, 32, 33, 42, 48, 67, 68, 69, 72, 73]",138
114071798,2025-12-20,"[10, 14, 15, 19, 24, 27, 28, 32, 34, 39, 45, 46, 48, 49, 57, 62, 68, 69, 72, 73]",139
114071799,2025-12-20,"[1, 3, 4, 9, 21, 26, 32, 33, 39, 41, 45, 46, 48, 50, 52, 53, 55, 65, 72, 73]",140
114071800,2025-12-20,"[9, 11, 12, 13, 14, 18, 21, 25, 33, 39, 41, 42, 50, 51, 57, 58, 60, 61, 69, 77]",141
114071801,2025-12-20,"[1, 2, 3, 14, 23, 31, 33, 36, 41, 50, 53, 54, 58, 60, 63, 64, 65, 71, 72, 80]",142
114071802,2025-12-20,"[3, 4, 6, 7, 10, 12, 13, 14, 15, 26, 34, 38, 48, 49, 54, 56, 60, 63, 69, 77]",143
114071803,2025-12-20,"[5, 13, 18, 20, 22, 23, 41, 47, 48, 49, 50, 56, 58, 61, 62, 63, 70, 73, 78, 79]",144
114071804,2025-12-20,"[6, 7, 14, 18, 23, 24, 25, 27, 29, 34, 35, 36, 46, 51, 56, 58, 69, 72, 79, 80]",145
114071805,2025-12-20,"[7, 9, 10, 12, 13, 16, 25, 34, 35, 45, 49, 50, 52, 63, 66, 67, 68, 69, 76, 79]",146
114071806,2025-12-20,"[1, 8, 11, 12, 19, 22, 23, 29, 42, 43, 44, 51, 53, 54, 60, 62, 63, 65, 66, 79]",147
114071807,2025-12-20,"[4, 11, 13, 17, 18, 19, 22, 25, 29, 30, 35, 39, 40, 51, 53, 59, 60, 67, 70, 77]",148
114071808,2025-12-20,"[3, 4, 8, 17, 20, 24, 26, 27, 28, 33, 35, 39, 45, 48, 55, 61, 62, 65, 67, 78]",149
114071809,2025-12-20,"[1, 2, 3, 4, 13, 14, 18, 21, 29, 33, 34, 37, 39, 41, 44, 48, 51, 59, 67, 77]",150
114071810,2025-12-20,"[10, 11, 12, 16, 22, 23, 27, 29, 31, 39, 45, 50, 53, 56, 59, 63, 67, 74, 75, 80]",151
114071811,2025-12-20,"[3, 9, 10, 17, 18, 19, 20, 22, 23, 32, 35, 38, 45, 50, 53, 54, 55, 57, 74, 77]",152
114071812,2025-12-20,"[4, 12, 16, 35, 38, 40, 41, 43, 44, 53, 54, 55, 58, 59, 61, 63, 64, 68, 76, 77]",153
114071813,2025-12-20,"[5, 7, 8, 14, 21, 23, 25, 28, 36, 38, 40, 45, 52, 55, 61, 65, 67, 68, 71, 80]",154
114071814,2025-12-20,"[4, 12, 13, 16, 26, 28, 31, 32, 41, 44, 46, 60, 61, 67, 69, 75, 76, 77, 79, 80]",155
114071815,2025-12-20,"[7, 9, 13, 14, 15, 19, 28, 30, 34, 46, 48, 51, 52, 53, 60, 62, 66, 70, 77, 78]",156
114071816,2025-12-20,"[1, 8, 20, 26, 27, 28, 33, 37, 39, 45, 46, 47, 52, 55, 57, 61, 66, 67, 70, 77]",157
114071817,2025-12-20,"[5, 6, 8, 10, 18, 19, 30, 32, 43, 51, 60, 63, 64, 65, 69, 70, 74, 77, 78, 79]",158
114071818,2025-12-20,"[3, 4, 8, 11, 13, 14, 17, 21, 24, 31, 32, 37, 40, 44, 45, 57, 60, 66, 67, 80]",159
114071819,2025-12-20,"[1, 5, 7, 13, 15, 18, 20, 24, 32, 39, 44, 46, 48, 57, 59, 64, 66, 67, 72, 73]",160
114071820,2025-12-20,"[6, 9, 15, 23, 25, 27, 32, 37, 38, 40, 41, 42, 43, 46, 54, 57, 62, 63, 67, 75]",161
114071821,2025-12-20,"[3, 10, 12, 13, 18, 20, 22, 24, 31, 39, 40, 43, 44, 53, 56, 60, 65, 68, 73, 75]",162
114071822,2025-12-20,"[1, 3, 4, 6, 7, 11, 17, 24, 26, 28, 34, 39, 45, 49, 60, 64, 66, 72, 77, 78]",163
114071823,2025-12-20,"[2, 3, 10, 12, 16, 18, 20, 23, 24, 27, 28, 31, 44, 55, 57, 62, 67, 72, 74, 76]",164
114071824,2025-12-20,"[3, 7, 8, 12, 19, 20, 27, 28, 30, 31, 41, 42, 47, 56, 57, 65, 68, 71, 77, 79]",165
114071825,2025-12-20,"[3, 7, 8, 11, 17, 18, 24, 29, 36, 37, 40, 45, 46, 48, 49, 56, 72, 73, 74, 78]",166
114071826,2025-12-20,"[1, 5, 10, 11, 12, 16, 18, 19, 25, 38, 44, 46, 47, 53, 58, 62, 66, 67, 69, 72]",167
114071827,2025-12-20,"[1, 8, 18, 22, 26, 29, 34, 39, 44, 45, 47, 48, 50, 57, 60, 61, 63, 65, 68, 78]",168
114071828,2025-12-20,"[3, 10, 11, 14, 15, 17, 20, 21, 22, 24, 35, 46, 49, 53, 57, 58, 66, 70, 73, 78]",169
114071829,2025-12-20,"[2, 3, 6, 10, 20, 22, 27, 31, 34, 41, 46, 50, 56, 57, 59, 62, 71, 72, 73, 80]",170
114071830,2025-12-20,"[6, 12, 13, 19, 21, 25, 26, 35, 44, 46, 49, 51, 54, 57, 62, 63, 64, 65, 67, 75]",171
114071831,2025-12-20,"[16, 17, 20, 21, 23, 33, 34, 36, 41, 44, 49, 52, 53, 58, 65, 74, 75, 76, 78, 80]",172
114071832,2025-12-20,"[1, 2, 3, 11, 12, 16, 17, 25, 27, 33, 40, 42, 47, 48, 55, 61, 67, 76, 78, 79]",173
114071833,2025-12-20,"[1, 7, 12, 24, 25, 26, 27, 34, 38, 40, 42, 48, 50, 53, 56, 58, 62, 63, 73, 78]",174
114071834,2025-12-20,"[2, 7, 14, 15, 21, 22, 28, 30, 35, 40, 47, 49, 51, 54, 56, 58, 67, 69, 73, 77]",175
114071835,2025-12-20,"[3, 4, 9, 15, 22, 23, 25, 29, 33, 38, 50, 51, 52, 58, 59, 63, 71, 73, 79, 80]",176
114071836,2025-12-20,"[1, 2, 7, 9, 16, 22, 24, 25, 30, 39, 40, 41, 43, 44, 48, 50, 51, 53, 54, 59]",177
114071837,2025-12-20,"[4, 15, 21, 26, 28, 29, 39, 41, 51, 56, 60, 62, 63, 66, 69, 73, 74, 75, 77, 80]",178
114071838,2025-12-20,"[6, 14, 17, 22, 26, 31, 33, 39, 46, 50, 58, 60, 62, 64, 68, 69, 74, 75, 77, 79]",179
114071839,2025-12-20,"[1, 2, 6, 7, 10, 11, 17, 18, 23, 25, 38, 43, 46, 50, 53, 59, 60, 68, 73, 76]",180
114071840,2025-12-20,"[4, 13, 21, 22, 33, 35, 37, 40, 44, 45, 46, 47, 52, 59, 61, 63, 68, 74, 75, 79]",181
114071841,2025-12-20,"[4, 18, 31, 34, 36, 43, 44, 46, 52, 55, 59, 62, 66, 72, 74, 75, 76, 77, 78, 80]",182
114071842,2025-12-20,"[8, 10, 13, 16, 18, 21, 25, 26, 27, 29, 31, 34, 43, 49, 62, 64, 66, 70, 77, 80]",183
114071843,2025-12-20,"[6, 7, 10, 13, 20, 22, 24, 28, 31, 43, 48, 55, 58, 60, 65, 66, 68, 70, 72, 79]",184
114071844,2025-12-20,"[8, 9, 10, 12, 13, 20, 24, 25, 36, 39, 40, 42, 50, 54, 66, 69, 70, 72, 77, 79]",185
114071845,2025-12-20,"[8, 9, 12, 15, 17, 18, 22, 23, 25, 32, 37, 40, 41, 44, 45, 53, 59, 61, 65, 77]",186
114071846,2025-12-20,"[3, 8, 11, 18, 20, 21, 24, 27, 29, 30, 31, 34, 39, 45, 51, 52, 53, 59, 71, 80]",187
114071847,2025-12-20,"[8, 10, 12, 13, 15, 18, 20, 26, 31, 32, 33, 37, 40, 52, 58, 61, 68, 69, 72, 77]",188
114071848,2025-12-20,"[1, 3, 11, 15, 22, 29, 30, 31, 32, 34, 38, 41, 47, 57, 64, 67, 70, 73, 75, 78]",189
114071849,2025-12-20,"[6, 7, 12, 13, 14, 15, 19, 24, 28, 29, 43, 44, 46, 56, 59, 68, 70, 72, 73, 74]",190
114071850,2025-12-20,"[2, 4, 5, 6, 10, 13, 22, 29, 31, 41, 47, 50, 51, 59, 62, 63, 69, 71, 72, 77]",191
114071851,2025-12-20,"[4, 6, 8, 11, 17, 18, 19, 25, 29, 35, 36, 37, 46, 53, 54, 57, 58, 62, 74, 77]",192
114071852,2025-12-20,"[1, 2, 3, 9, 19, 27, 29, 30, 32, 33, 38, 39, 41, 45, 48, 49, 50, 51, 68, 76]",193
114071853,2025-12-20,"[2, 6, 27, 29, 37, 39, 41, 47, 49, 50, 52, 57, 61, 64, 66, 68, 70, 71, 73, 77]",194
114071854,2025-12-20,"[1, 6, 26, 27, 38, 40, 41, 44, 48, 51, 57, 60, 65, 67, 68, 71, 76, 77, 79, 80]",195
114071855,2025-12-20,"[1, 2, 3, 5, 6, 10, 12, 19, 23, 28, 31, 35, 43, 49, 64, 69, 70, 71, 72, 73]",196
114071856,2025-12-20,"[1, 2, 4, 5, 15, 24, 38, 39, 41, 42, 49, 57, 58, 59, 60, 63, 67, 69, 70, 76]",197
114071857,2025-12-20,"[9, 10, 11, 23, 27, 31, 34, 35, 41, 44, 46, 47, 52, 60, 61, 63, 66, 68, 77, 80]",198
114071858,2025-12-20,"[1, 2, 6, 11, 13, 16, 18, 20, 21, 25, 29, 37, 40, 51, 63, 66, 69, 74, 76, 79]",199
114071859,2025-12-20,"[5, 14, 15, 17, 19, 22, 24, 29, 31, 39, 50, 51, 52, 54, 60, 61, 68, 71, 75, 77]",200
114071860,2025-12-20,"[3, 5, 11, 13, 16, 17, 20, 25, 28, 29, 37, 38, 44, 48, 50, 52, 57, 60, 75, 79]",201
114071861,2025-12-20,"[1, 2, 4, 9, 17, 20, 22, 29, 31, 37, 47, 57, 60, 61, 62, 65, 69, 70, 77, 80]",202
114071862,2025-12-20,"[13, 24, 25, 31, 32, 33, 41, 43, 44, 45, 49, 51, 52, 55, 59, 62, 66, 67, 71, 79]",203
114071863,2025-12-21,"[4, 5, 6, 12, 17, 20, 21, 22, 23, 30, 37, 38, 51, 53, 56, 63, 65, 71, 72, 79]",1
114071864,2025-12-21,"[3, 5, 9, 11, 13, 14, 16, 25, 27, 37, 43, 50, 54, 57, 60, 61, 64, 78, 79, 80]",2
114071865,2025-12-21,"[3, 4, 6, 8, 11, 14, 26, 27, 29, 31, 36, 37, 40, 49, 53, 55, 56, 75, 77, 80]",3
114071866,2025-12-21,"[4, 6, 7, 15, 21, 26, 34, 41, 43, 44, 49, 51, 59, 62, 64, 67, 69, 70, 71, 72]",4
114071867,2025-12-21,"[2, 3, 7, 11, 13, 14, 18, 20, 25, 33, 36, 41, 44, 47, 52, 62, 70, 72, 74, 76]",5
114071868,2025-12-21,"[1, 2, 8, 13, 16, 19, 20, 21, 25, 33, 38, 41, 42, 44, 45, 59, 65, 67, 68, 75]",6
114071869,2025-12-21,"[1, 2, 5, 12, 18, 22, 23, 27, 29, 35, 41, 42, 43, 55, 56, 58, 62, 68, 75, 80]",7
114071870,2025-12-21,"[7, 8, 14, 25, 26, 32, 33, 34, 40, 42, 45, 46, 56, 60, 61, 65, 66, 67, 69, 80]",8
114071871,2025-12-21,"[7, 8, 16, 27, 29, 31, 40, 42, 43, 44, 52, 53, 54, 61, 67, 70, 72, 73, 76, 77]",9
114071872,2025-12-21,"[7, 11, 23, 26, 29, 42, 46, 52, 53, 56, 58, 60, 61, 62, 65, 66, 70, 74, 76, 78]",10
114071873,2025-12-21,"[3, 17, 19, 22, 23, 25, 29, 31, 33, 34, 37, 39, 59, 65, 66, 68, 75, 76, 77, 80]",11
114071874,2025-12-21,"[1, 2, 3, 5, 14, 17, 20, 29, 30, 31, 35, 36, 43, 44, 45, 47, 50, 52, 71, 73]",12
114071875,2025-12-21,"[1, 2, 15, 16, 19, 21, 30, 34, 35, 38, 40, 42, 43, 49, 51, 64, 67, 70, 72, 77]",13
114071876,2025-12-21,"[1, 4, 5, 10, 22, 26, 27, 29, 33, 38, 45, 46, 56, 62, 63, 64, 68, 70, 73, 74]",14
114071877,2025-12-21,"[5, 9, 16, 27, 29, 30, 31, 45, 48, 49, 55, 58, 59, 61, 64, 65, 67, 68, 71, 77]",15
114071878,2025-12-21,"[5, 8, 11, 19, 20, 23, 24, 27, 28, 32, 33, 34, 38, 54, 56, 59, 60, 63, 65, 72]",16
114071879,2025-12-21,"[2, 7, 18, 24, 27, 28, 40, 41, 44, 45, 52, 53, 63, 68, 70, 72, 73, 75, 78, 80]",17
114071880,2025-12-21,"[8, 9, 10, 16, 20, 27, 28, 33, 39, 40, 43, 47, 48, 55, 58, 59, 63, 69, 70, 77]",18
114071881,2025-12-21,"[8, 9, 13, 17, 19, 21, 22, 27, 30, 32, 38, 42, 44, 46, 48, 53, 59, 64, 69, 79]",19
114071882,2025-12-21,"[3, 9, 19, 22, 24, 26, 28, 32, 34, 35, 37, 40, 42, 45, 48, 53, 55, 59, 68, 80]",20
114071883,2025-12-21,"[1, 2, 9, 10, 16, 24, 27, 30, 33, 43, 48, 49, 52, 54, 63, 64, 65, 71, 74, 77]",21
114071884,2025-12-21,"[2, 3, 4, 8, 16, 20, 21, 23, 29, 33, 37, 39, 46, 49, 59, 60, 63, 64, 72, 79]",22
114071885,2025-12-21,"[4, 9, 15, 17, 18, 19, 30, 42, 44, 45, 48, 49, 54, 55, 57, 60, 61, 65, 70, 77]",23
114071886,2025-12-21,"[1, 7, 8, 9, 11, 13, 18, 20, 21, 24, 35, 37, 50, 51, 62, 64, 65, 69, 71, 80]",24
114071887,2025-12-21,"[8, 9, 12, 14, 21, 24, 28, 30, 37, 38, 39, 40, 46, 48, 54, 59, 61, 65, 68, 69]",25
114071888,2025-12-21,"[3, 7, 9, 12, 18, 23, 24, 36, 39, 42, 46, 47, 54, 59, 61, 67, 68, 69, 75, 78]",26
114071889,2025-12-21,"[2, 4, 6, 7, 11, 16, 23, 26, 30, 33, 43, 46, 47, 54, 55, 59, 62, 68, 74, 76]",27
114071890,2025-12-21,"[2, 3, 4, 7, 14, 15, 17, 18, 19, 24, 35, 36, 38, 40, 43, 48, 49, 50, 57, 64]",28
114071891,2025-12-21,"[7, 17, 19, 22, 25, 26, 28, 36, 37, 40, 48, 54, 55, 56, 65, 69, 71, 72, 74, 77]",29
114071892,2025-12-21,"[2, 4, 13, 17, 21, 24, 25, 33, 34, 35, 37, 38, 46, 50, 56, 59, 66, 68, 75, 80]",30
114071893,2025-12-21,"[2, 4, 11, 13, 15, 17, 24, 27, 34, 36, 37, 38, 39, 41, 43, 52, 55, 64, 72, 76]",31
114071894,2025-12-21,"[3, 6, 12, 14, 25, 27, 32, 33, 40, 44, 49, 52, 53, 54, 58, 61, 62, 73, 78, 80]",32
114071895,2025-12-21,"[2, 4, 14, 17, 18, 21, 30, 31, 35, 37, 39, 40, 42, 48, 57, 60, 62, 64, 65, 69]",33
114071896,2025-12-21,"[1, 3, 7, 9, 11, 13, 16, 18, 19, 35, 36, 40, 44, 58, 59, 62, 66, 67, 69, 76]",34
114071897,2025-12-21,"[2, 5, 12, 14, 15, 18, 25, 28, 38, 41, 45, 47, 52, 53, 56, 58, 67, 70, 75, 79]",35
114071898,2025-12-21,"[1, 2, 3, 11, 18, 19, 21, 26, 28, 35, 37, 40, 42, 45, 53, 59, 63, 70, 73, 79]",36
114071899,2025-12-21,"[1, 2, 3, 14, 22, 23, 25, 28, 30, 32, 33, 44, 45, 46, 47, 52, 59, 61, 63, 80]",37
114071900,2025-12-21,"[7, 8, 12, 13, 16, 17, 19, 20, 24, 25, 28, 42, 57, 63, 69, 71, 74, 75, 78, 80]",38
114071901,2025-12-21,"[1, 12, 23, 26, 29, 35, 37, 40, 41, 42, 46, 58, 59, 61, 64, 66, 74, 77, 78, 79]",39
114071902,2025-12-21,"[6, 8, 22, 24, 28, 34, 35, 45, 48, 50, 53, 56, 57, 68, 72, 73, 74, 75, 76, 79]",40
114071903,2025-12-21,"[7, 11, 12, 13, 14, 24, 26, 27, 37, 41, 44, 45, 53, 56, 59, 60, 68, 69, 70, 80]",41
