issue,draw_date,numbers,day_issue_index
114071096,2025-12-17,"[1, 4, 9, 12, 14, 17, 22, 23, 34, 38, 41, 42, 45, 48, 49, 58, 60, 68, 73, 74]",46
114071097,2025-12-17,"[1, 4, 7, 10, 16, 18, 29, 30, 31, 37, 43, 44, 51, 57, 58, 62, 65, 66, 70, 74]",47
114071098,2025-12-17,"[1, 5, 10, 14, 15, 18, 20, 23, 27, 31, 36, 42, 58, 61, 65, 71, 72, 76, 77, 79]",48
114071099,2025-12-17,"[2, 4, 10, 12, 15, 22, 23, 24, 27, 33, 49, 56, 60, 62, 64, 65, 68, 69, 76, 79]",49
114071100,2025-12-17,"[3, 8, 10, 11, 23, 29, 31, 37, 39, 41, 42, 44, 47, 51, 52, 56, 62, 65, 72, 80]",50
114071101,2025-12-17,"[1, 3, 4, 6, 8, 16, 19, 24, 29, 34, 40, 44, 50, 60, 64, 68, 69, 70, 78, 80]",51
114071102,2025-12-17,"[1, 6, 17, 23, 27, 30, 31, 33, 36, 40, 43, 50, 53, 57, 60, 63, 70, 74, 75, 78]",52
114071103,2025-12-17,"[9, 10, 25, 26, 30, 31, 34, 40, 46, 47, 50, 53, 56, 60, 62, 67, 74, 75, 77, 79]",53
114071104,2025-12-17,"[3, 5, 9, 10, 11, 14, 15, 18, 29, 31, 39, 41, 42, 43, 45, 51, 57, 60, 70, 73]",54
114071105,2025-12-17,"[5, 7, 8, 13, 28, 34, 35, 38, 39, 45, 48, 53, 55, 56, 63, 66, 71, 72, 73, 76]",55
114071106,2025-12-17,"[2, 8, 14, 16, 29, 31, 42, 44, 47, 51, 54, 57, 60, 61, 69, 72, 74, 76, 78, 80]",56
114071107,2025-12-17,"[6, 10, 11, 13, 17, 18, 24, 26, 30, 36, 39, 44, 49, 52, 59, 61, 69, 73, 79, 80]",57
114071108,2025-12-17,"[9, 10, 12, 14, 19, 24, 25, 28, 31, 33, 46, 51, 55, 60, 61, 63, 64, 68, 71, 79]",58
114071109,2025-12-17,"[4, 6, 9, 11, 18, 23, 24, 30, 32, 45, 48, 54, 60, 63, 65, 71, 75, 76, 78, 80]",59
114071110,2025-12-17,"[1, 3, 5, 14, 22, 23, 26, 28, 31, 36, 39, 42, 46, 47, 50, 52, 55, 65, 72, 77]",60
114071111,2025-12-17,"[1, 5, 8, 13, 14, 26, 31, 35, 42, 44, 47, 49, 57, 58, 60, 61, 64, 70, 71, 72]",61
114071112,2025-12-17,"[3, 5, 6, 7, 17, 22, 23, 36, 46, 49, 57, 58, 59, 60, 61, 69, 73, 76, 77, 80]",62
114071113,2025-12-17,"[2, 5, 7, 21, 32, 38, 40, 43, 44, 46, 50, 54, 55, 57, 69, 70, 71, 73, 75, 78]",63
114071114,2025-12-17,"[1, 5, 17, 19, 21, 28, 29, 33, 37, 49, 50, 54, 64, 66, 67, 68, 72, 74, 76, 78]",64
114071115,2025-12-17,"[3, 8, 15, 23, 24, 27, 29, 36, 44, 45, 50, 51, 53, 58, 60, 61, 71, 72, 78, 79]",65
114071116,2025-12-17,"[5, 6, 8, 10, 12, 13, 14, 16, 26, 30, 40, 46, 51, 58, 61, 66, 67, 74, 75, 80]",66
114071117,2025-12-17,"[4, 6, 7, 8, 9, 11, 19, 32, 33, 40, 44, 48, 50, 58, 62, 65, 70, 76, 77, 79]",67
114071118,2025-12-17,"[6, 13, 23, 25, 26, 28, 29, 30, 36, 42, 45, 48, 50, 53, 55, 59, 70, 71, 72, 80]",68
114071119,2025-12-17,"[1, 2, 24, 25, 26, 28, 29, 30, 37, 38, 41, 46, 47, 52, 53, 61, 64, 72, 77, 80]",69
114071120,2025-12-17,"[5, 6, 7, 8, 18, 24, 25, 27, 32, 37, 41, 44, 54, 55, 57, 65, 69, 70, 71, 77]",70
114071121,2025-12-17,"[12, 13, 14, 15, 16, 25, 26, 28, 30, 37, 38, 42, 48, 54, 55, 66, 68, 71, 74, 80]",71
114071122,2025-12-17,"[1, 2, 6, 8, 14, 20, 22, 33, 35, 43, 54, 55, 57, 58, 59, 68, 70, 73, 78, 79]",72
114071123,2025-12-17,"[5, 7, 9, 20, 21, 23, 31, 32, 33, 35, 36, 37, 40, 49, 56, 69, 76, 77, 78, 80]",73
114071124,2025-12-17,"[2, 14, 15, 19, 20, 23, 27, 33, 35, 36, 43, 47, 54, 58, 68, 69, 75, 76, 77, 79]",74
114071125,2025-12-17,"[6, 8, 13, 19, 21, 26, 31, 37, 39, 45, 52, 53, 55, 58, 61, 62, 67, 71, 76, 77]",75
114071126,2025-12-17,"[2, 7, 8, 17, 31, 35, 40, 43, 47, 48, 52, 55, 58, 63, 68, 71, 72, 74, 76, 80]",76
114071127,2025-12-17,"[2, 3, 12, 19, 21, 25, 28, 31, 40, 41, 47, 50, 53, 54, 56, 66, 67, 71, 74, 79]",77
114071128,2025-12-17,"[3, 8, 10, 16, 18, 21, 29, 34, 40, 41, 43, 46, 50, 54, 55, 58, 65, 67, 71, 76]",78
114071129,2025-12-17,"[2, 3, 7, 15, 17, 19, 20, 23, 29, 30, 38, 39, 40, 46, 50, 57, 60, 61, 72, 73]",79
114071130,2025-12-17,"[8, 13, 16, 21, 23, 24, 27, 29, 32, 34, 35, 38, 40, 44, 48, 58, 60, 66, 75, 77]",80
114071131,2025-12-17,"[5, 6, 10, 11, 24, 30, 37, 38, 41, 44, 56, 57, 62, 63, 65, 72, 74, 76, 77, 79]",81
114071132,2025-12-17,"[1, 2, 9, 10, 11, 15, 22, 27, 31, 33, 38, 48, 49, 51, 57, 60, 64, 70, 74, 77]",82
114071133,2025-12-17,"[1, 9, 20, 23, 29, 31, 33, 37, 38, 41, 45, 46, 48, 53, 59, 61, 65, 73, 75, 78]",83
114071134,2025-12-17,"[7, 8, 14, 18, 22, 24, 28, 30, 35, 38, 43, 49, 51, 52, 58, 59, 63, 69, 70, 72]",84
114071135,2025-12-17,"[4, 8, 10, 15, 18, 24, 26, 28, 29, 33, 39, 45, 46, 52, 55, 59, 62, 65, 68, 80]",85
114071136,2025-12-17,"[7, 9, 19, 24, 26, 29, 34, 36, 48, 49, 55, 56, 57, 59, 60, 63, 66, 70, 74, 78]",86
114071137,2025-12-17,"[1, 2, 4, 11, 12, 14, 23, 24, 30, 33, 34, 37, 41, 42, 56, 59, 64, 66, 70, 79]",87
114071138,2025-12-17,"[13, 14, 15, 16, 18, 37, 39, 40, 42, 43, 45, 46, 48, 56, 58, 59, 61, 64, 70, 80]",88
114071139,2025-12-17,"[1, 4, 5, 7, 16, 24, 25, 28, 32, 39, 49, 51, 53, 57, 59, 62, 65, 72, 73, 77]",89
114071140,2025-12-17,"[1, 4, 6, 11, 19, 22, 29, 30, 31, 32, 38, 39, 55, 57, 59, 61, 63, 67, 78, 79]",90
114071141,2025-12-17,"[2, 3, 5, 6, 7, 12, 16, 29, 30, 38, 41, 44, 48, 51, 63, 69, 71, 72, 74, 80]",91
114071142,2025-12-17,"[1, 7, 8, 11, 19, 22, 30, 36, 37, 43, 44, 48, 49, 51, 57, 60, 68, 69, 73, 80]",92
114071143,2025-12-17,"[2, 5, 6, 12, 16, 25, 26, 27, 32, 39, 41, 46, 50, 56, 60, 62, 63, 67, 78, 79]",93
114071144,2025-12-17,"[4, 6, 14, 20, 22, 24, 28, 31, 36, 41, 44, 47, 48, 49, 51, 53, 61, 76, 77, 78]",94
114071145,2025-12-17,"[2, 6, 10, 14, 15, 19, 23, 26, 28, 32, 40, 45, 49, 53, 54, 57, 58, 62, 71, 77]",95
114071146,2025-12-17,"[1, 3, 8, 9, 12, 13, 25, 34, 40, 41, 42, 45, 46, 49, 50, 62, 65, 67, 70, 74]",96
114071147,2025-12-17,"[2, 3, 20, 26, 31, 39, 44, 47, 50, 51, 53, 55, 56, 61, 63, 64, 68, 72, 76, 78]",97
114071148,2025-12-17,"[1, 2, 5, 7, 16, 17, 19, 29, 49, 53, 56, 57, 58, 63, 66, 68, 72, 74, 78, 80]",98
114071149,2025-12-17,"[8, 9, 19, 29, 41, 45, 46, 47, 48, 49, 53, 56, 58, 60, 61, 64, 65, 66, 73, 76]",99
114071150,2025-12-17,"[13, 17, 22, 24, 32, 34, 44, 45, 47, 52, 58, 59, 62, 64, 65, 68, 70, 71, 72, 76]",100
114071151,2025-12-17,"[2, 3, 4, 7, 10, 26, 27, 31, 32, 41, 44, 45, 48, 52, 58, 59, 61, 72, 76, 77]",101
114071152,2025-12-17,"[13, 15, 16, 19, 27, 34, 38, 40, 41, 44, 46, 47, 50, 51, 54, 59, 66, 67, 69, 79]",102
114071153,2025-12-17,"[3, 6, 19, 20, 21, 36, 37, 39, 40, 45, 47, 48, 50, 56, 62, 64, 66, 68, 74, 75]",103
114071154,2025-12-17,"[7, 9, 10, 11, 12, 16, 26, 31, 32, 37, 39, 42, 44, 47, 48, 51, 57, 66, 75, 79]",104
114071155,2025-12-17,"[3, 5, 10, 23, 24, 28, 29, 30, 38, 39, 40, 44, 48, 53, 55, 56, 57, 62, 64, 74]",105
114071156,2025-12-17,"[2, 10, 11, 12, 14, 18, 21, 28, 31, 32, 33, 38, 42, 45, 47, 55, 56, 64, 72, 79]",106
114071157,2025-12-17,"[3, 5, 11, 13, 14, 16, 19, 34, 38, 44, 46, 54, 55, 62, 66, 67, 72, 75, 76, 79]",107
114071158,2025-12-17,"[10, 12, 14, 18, 23, 27, 33, 37, 39, 42, 44, 45, 48, 51, 52, 55, 61, 63, 71, 76]",108
114071159,2025-12-17,"[4, 6, 8, 10, 12, 16, 23, 24, 26, 27, 30, 31, 35, 36, 41, 44, 57, 67, 68, 78]",109
114071160,2025-12-17,"[1, 6, 7, 9, 11, 21, 23, 24, 26, 27, 33, 37, 51, 52, 55, 57, 58, 64, 69, 71]",110
114071161,2025-12-17,"[4, 5, 6, 12, 13, 18, 21, 24, 26, 33, 38, 39, 41, 44, 49, 54, 60, 71, 74, 79]",111
114071162,2025-12-17,"[1, 23, 31, 33, 34, 35, 41, 45, 47, 49, 57, 58, 59, 63, 65, 68, 77, 78, 79, 80]",112
114071163,2025-12-17,"[3, 4, 5, 9, 20, 22, 26, 28, 31, 35, 38, 44, 57, 61, 64, 68, 70, 73, 76, 79]",113
114071164,2025-12-17,"[1, 2, 4, 6, 8, 14, 20, 22, 23, 24, 26, 32, 35, 41, 43, 49, 51, 63, 66, 69]",114
114071165,2025-12-17,"[2, 3, 10, 11, 19, 23, 35, 38, 39, 41, 46, 54, 55, 57, 64, 67, 76, 78, 79, 80]",115
114071166,2025-12-17,"[2, 5, 9, 11, 15, 20, 24, 26, 28, 38, 44, 45, 50, 53, 60, 61, 62, 70, 72, 77]",116
114071167,2025-12-17,"[3, 4, 12, 14, 17, 18, 21, 23, 28, 29, 42, 45, 47, 51, 59, 67, 72, 74, 77, 78]",117
114071168,2025-12-17,"[4, 9, 10, 11, 13, 14, 20, 27, 34, 36, 45, 46, 49, 52, 54, 61, 64, 65, 68, 74]",118
114071169,2025-12-17,"[5, 17, 19, 20, 24, 26, 31, 36, 40, 41, 46, 47, 48, 51, 54, 56, 65, 71, 75, 80]",119
114071170,2025-12-17,"[11, 15, 16, 18, 19, 27, 29, 31, 32, 39, 40, 45, 47, 51, 54, 56, 61, 75, 78, 79]",120
114071171,2025-12-17,"[14, 22, 24, 25, 26, 28, 32, 33, 36, 42, 44, 48, 49, 50, 62, 67, 70, 72, 74, 75]",121
114071172,2025-12-17,"[6, 14, 15, 16, 19, 24, 37, 39, 40, 41, 42, 44, 46, 47, 51, 52, 56, 59, 62, 65]",122
114071173,2025-12-17,"[1, 4, 5, 12, 20, 29, 33, 42, 44, 45, 49, 55, 59, 66, 69, 71, 72, 75, 76, 77]",123
114071174,2025-12-17,"[7, 9, 21, 22, 23, 28, 30, 38, 40, 42, 43, 44, 48, 52, 58, 59, 68, 73, 77, 78]",124
114071175,2025-12-17,"[10, 17, 20, 23, 26, 29, 31, 32, 36, 39, 40, 43, 46, 48, 53, 60, 62, 63, 66, 77]",125
114071176,2025-12-17,"[1, 2, 3, 8, 12, 18, 24, 27, 36, 45, 53, 54, 55, 57, 63, 65, 67, 68, 69, 76]",126
114071177,2025-12-17,"[6, 11, 20, 25, 27, 31, 34, 35, 37, 41, 44, 52, 54, 58, 61, 63, 67, 70, 71, 72]",127
114071178,2025-12-17,"[1, 4, 7, 9, 10, 16, 22, 25, 26, 27, 30, 38, 45, 46, 50, 52, 57, 61, 65, 77]",128
114071179,2025-12-17,"[1, 4, 7, 21, 23, 25, 26, 29, 31, 44, 46, 49, 56, 57, 59, 61, 62, 63, 70, 78]",129
114071180,2025-12-17,"[3, 4, 7, 10, 12, 15, 16, 23, 25, 26, 27, 28, 31, 43, 45, 52, 63, 64, 67, 71]",130
114071181,2025-12-17,"[4, 9, 16, 18, 40, 41, 43, 46, 48, 50, 51, 52, 57, 59, 64, 70, 72, 73, 74, 77]",131
114071182,2025-12-17,"[1, 3, 6, 12, 18, 24, 29, 32, 35, 38, 40, 47, 50, 55, 58, 66, 67, 70, 72, 73]",132
114071183,2025-12-17,"[4, 8, 12, 14, 22, 27, 28, 32, 36, 38, 40, 41, 46, 47, 55, 58, 65, 71, 73, 74]",133
114071184,2025-12-17,"[11, 13, 17, 21, 24, 29, 30, 33, 34, 44, 45, 46, 55, 56, 57, 61, 64, 67, 69, 73]",134
114071185,2025-12-17,"[8, 13, 15, 17, 22, 25, 27, 30, 31, 32, 39, 40, 46, 64, 67, 68, 69, 71, 72, 74]",135
114071186,2025-12-17,"[2, 7, 13, 17, 18, 22, 25, 31, 33, 41, 49, 52, 59, 63, 64, 65, 69, 70, 72, 75]",136
114071187,2025-12-17,"[2, 3, 11, 12, 22, 24, 26, 28, 32, 33, 37, 41, 48, 51, 53, 54, 55, 56, 57, 60]",137
114071188,2025-12-17,"[2, 6, 8, 11, 13, 17, 20, 21, 24, 27, 28, 38, 41, 52, 62, 68, 69, 77, 79, 80]",138
114071189,2025-12-17,"[5, 14, 21, 22, 28, 33, 34, 35, 36, 42, 43, 44, 57, 59, 61, 64, 65, 70, 71, 79]",139
114071190,2025-12-17,"[1, 3, 5, 6, 8, 11, 13, 19, 20, 28, 30, 32, 36, 41, 45, 50, 52, 68, 76, 80]",140
114071191,2025-12-17,"[2, 10, 11, 17, 20, 21, 22, 25, 26, 28, 29, 33, 36, 39, 44, 53, 58, 63, 77, 78]",141
114071192,2025-12-17,"[3, 9, 14, 15, 16, 21, 25, 29, 32, 36, 42, 45, 47, 48, 49, 50, 56, 57, 68, 78]",142
114071193,2025-12-17,"[1, 3, 4, 6, 12, 16, 17, 22, 30, 49, 51, 53, 56, 58, 62, 64, 74, 75, 76, 77]",143
114071194,2025-12-17,"[1, 8, 13, 16, 18, 20, 25, 26, 31, 34, 41, 44, 55, 59, 60, 61, 67, 70, 77, 80]",144
114071195,2025-12-17,"[2, 7, 9, 10, 19, 25, 28, 33, 38, 42, 47, 51, 56, 58, 60, 61, 66, 68, 75, 78]",145
114071196,2025-12-17,"[2, 5, 9, 10, 11, 14, 18, 23, 28, 37, 53, 56, 57, 63, 65, 66, 67, 75, 76, 78]",146
114071197,2025-12-17,"[4, 5, 6, 14, 20, 23, 24, 25, 35, 36, 47, 56, 57, 61, 62, 64, 66, 70, 71, 80]",147
114071198,2025-12-17,"[2, 6, 10, 21, 25, 30, 31, 38, 39, 41, 49, 50, 51, 58, 63, 65, 69, 70, 72, 73]",148
114071199,2025-12-17,"[2, 3, 4, 5, 10, 13, 18, 23, 29, 43, 48, 53, 56, 61, 66, 72, 73, 74, 77, 80]",149
114071200,2025-12-17,"[6, 14, 15, 19, 21, 23, 26, 28, 36, 39, 46, 49, 51, 65, 66, 72, 74, 75, 79, 80]",150
114071201,2025-12-17,"[4, 7, 11, 12, 13, 17, 21, 22, 27, 32, 34, 36, 38, 43, 45, 46, 54, 63, 67, 68]",151
114071202,2025-12-17,"[1, 5, 6, 14, 17, 21, 31, 36, 40, 43, 44, 45, 48, 51, 54, 55, 61, 68, 70, 78]",152
114071203,2025-12-17,"[1, 2, 4, 5, 6, 14, 16, 17, 21, 29, 41, 48, 51, 53, 56, 57, 71, 73, 75, 76]",153
114071204,2025-12-17,"[5, 13, 19, 21, 24, 27, 28, 35, 36, 40, 43, 44, 53, 58, 59, 63, 64, 72, 76, 78]",154
114071205,2025-12-17,"[1, 8, 11, 13, 20, 39, 40, 46, 49, 50, 59, 62, 63, 65, 68, 71, 73, 74, 75, 78]",155
114071206,2025-12-17,"[5, 6, 9, 10, 13, 19, 22, 26, 28, 29, 30, 32, 41, 43, 46, 47, 57, 61, 79, 80]",156
114071207,2025-12-17,"[2, 8, 18, 23, 25, 28, 30, 32, 35, 36, 39, 46, 47, 56, 58, 61, 66, 69, 78, 80]",157
114071208,2025-12-17,"[11, 13, 14, 32, 38, 40, 42, 43, 45, 46, 48, 54, 55, 58, 61, 62, 63, 66, 68, 79]",158
114071209,2025-12-17,"[1, 4, 5, 7, 10, 21, 37, 38, 41, 43, 46, 55, 58, 59, 60, 67, 68, 74, 75, 79]",159
114071210,2025-12-17,"[6, 8, 9, 14, 16, 19, 25, 28, 39, 42, 43, 44, 45, 47, 48, 50, 58, 67, 74, 75]",160
114071211,2025-12-17,"[1, 3, 5, 7, 8, 17, 20, 22, 23, 26, 32, 33, 35, 36, 42, 47, 68, 71, 78, 80]",161
114071212,2025-12-17,"[1, 5, 17, 18, 21, 24, 25, 35, 38, 39, 41, 47, 49, 53, 57, 62, 68, 69, 77, 79]",162
114071213,2025-12-17,"[2, 3, 6, 11, 13, 15, 26, 27, 33, 35, 39, 44, 51, 52, 53, 59, 64, 72, 74, 80]",163
114071214,2025-12-17,"[3, 9, 16, 26, 27, 33, 39, 40, 52, 54, 58, 63, 65, 66, 72, 73, 74, 76, 78, 80]",164
114071215,2025-12-17,"[5, 12, 14, 15, 18, 19, 21, 22, 29, 36, 40, 48, 55, 56, 60, 65, 70, 72, 73, 76]",165
114071216,2025-12-17,"[9, 11, 12, 13, 17, 22, 24, 28, 32, 41, 42, 49, 50, 55, 62, 63, 64, 71, 73, 74]",166
114071217,2025-12-17,"[1, 6, 13, 17, 19, 24, 28, 31, 37, 40, 41, 43, 46, 50, 52, 59, 64, 70, 73, 79]",167
114071218,2025-12-17,"[2, 4, 8, 15, 22, 25, 32, 39, 43, 53, 54, 56, 57, 61, 62, 65, 66, 68, 73, 77]",168
114071219,2025-12-17,"[6, 8, 9, 13, 17, 18, 21, 25, 31, 34, 38, 39, 42, 43, 45, 46, 56, 64, 65, 74]",169
114071220,2025-12-17,"[4, 5, 11, 12, 15, 16, 21, 25, 30, 35, 39, 45, 48, 51, 54, 58, 61, 66, 70, 71]",170
114071221,2025-12-17,"[3, 14, 18, 26, 27, 30, 38, 40, 50, 52, 66, 67, 70, 72, 74, 75, 77, 78, 79, 80]",171
114071222,2025-12-17,"[3, 6, 8, 10, 17, 18, 39, 45, 50, 54, 55, 58, 61, 62, 63, 64, 67, 73, 75, 76]",172
114071223,2025-12-17,"[2, 3, 4, 5, 7, 8, 10, 20, 21, 24, 26, 40, 48, 52, 56, 62, 72, 74, 75, 80]",173
114071224,2025-12-17,"[9, 10, 11, 14, 16, 19, 21, 29, 31, 35, 38, 41, 43, 48, 53, 58, 62, 68, 70, 72]",174
114071225,2025-12-17,"[1, 3, 8, 9, 10, 15, 18, 29, 30, 31, 35, 39, 42, 47, 52, 65, 68, 70, 73, 76]",175
114071226,2025-12-17,"[3, 4, 6, 7, 9, 18, 19, 22, 25, 28, 31, 42, 49, 51, 62, 63, 64, 69, 76, 78]",176
114071227,2025-12-17,"[7, 18, 21, 23, 24, 25, 26, 27, 32, 33, 35, 38, 40, 44, 47, 49, 50, 51, 55, 71]",177
114071228,2025-12-17,"[2, 15, 18, 20, 27, 30, 37, 38, 40, 41, 42, 43, 54, 56, 59, 68, 69, 70, 71, 74]",178
114071229,2025-12-17,"[3, 12, 15, 18, 33, 42, 45, 46, 47, 48, 50, 51, 54, 55, 56, 63, 64, 66, 70, 78]",179
114071230,2025-12-17,"[1, 6, 7, 15, 18, 22, 25, 28, 32, 34, 36, 52, 53, 54, 59, 62, 72, 74, 78, 79]",180
114071231,2025-12-17,"[1, 4, 10, 12, 22, 25, 26, 29, 36, 43, 45, 51, 53, 54, 59, 62, 65, 74, 76, 79]",181
114071232,2025-12-17,"[4, 5, 12, 13, 15, 27, 31, 37, 38, 41, 47, 50, 56, 57, 59, 61, 65, 68, 74, 75]",182
114071233,2025-12-17,"[10, 11, 13, 16, 17, 21, 25, 34, 37, 38, 40, 51, 56, 57, 59, 60, 63, 65, 74, 77]",183
114071234,2025-12-17,"[17, 22, 23, 24, 26, 27, 28, 35, 36, 44, 55, 56, 63, 70, 71, 72, 73, 76, 77, 80]",184
114071235,2025-12-17,"[7, 13, 19, 20, 22, 33, 36, 40, 41, 42, 45, 46, 51, 54, 56, 68, 69, 71, 72, 80]",185
114071236,2025-12-17,"[1, 8, 17, 20, 21, 22, 28, 41, 43, 47, 53, 57, 60, 61, 66, 69, 71, 72, 73, 78]",186
114071237,2025-12-17,"[1, 9, 11, 21, 38, 39, 40, 42, 44, 51, 52, 55, 58, 63, 66, 67, 72, 75, 77, 79]",187
114071238,2025-12-17,"[3, 8, 14, 20, 21, 35, 38, 41, 43, 46, 48, 54, 55, 57, 61, 70, 73, 75, 77, 78]",188
114071239,2025-12-17,"[5, 7, 9, 11, 12, 20, 22, 30, 38, 45, 48, 55, 57, 63, 65, 66, 67, 68, 74, 75]",189
114071240,2025-12-17,"[5, 6, 9, 10, 11, 13, 17, 18, 19, 32, 37, 45, 50, 53, 60, 65, 67, 71, 73, 76]",190
114071241,2025-12-17,"[2, 9, 12, 15, 24, 25, 28, 29, 34, 38, 39, 46, 51, 54, 55, 58, 62, 63, 67, 79]",191
114071242,2025-12-17,"[7, 9, 15, 29, 30, 31, 32, 33, 40, 41, 42, 48, 53, 55, 56, 57, 58, 62, 64, 67]",192
114071243,2025-12-17,"[5, 6, 8, 16, 21, 24, 25, 28, 35, 36, 38, 57, 58, 59, 64, 67, 74, 75, 78, 80]",193
114071244,2025-12-17,"[4, 10, 15, 24, 25, 26, 28, 39, 44, 45, 47, 48, 52, 54, 57, 67, 74, 76, 79, 80]",194
114071245,2025-12-17,"[2, 4, 6, 13, 19, 27, 29, 35, 52, 53, 56, 57, 58, 61, 62, 63, 69, 71, 74, 77]",195
114071246,2025-12-17,"[4, 8, 9, 14, 15, 18, 29, 33, 34, 37, 39, 42, 44, 46, 59, 62, 64, 67, 77, 78]",196
114071247,2025-12-17,"[1, 12, 14, 16, 17, 25, 27, 31, 34, 37, 41, 51, 56, 64, 65, 66, 69, 73, 75, 77]",197
114071248,2025-12-17,"[9, 11, 12, 19, 22, 23, 24, 26, 31, 33, 39, 45, 52, 54, 56, 60, 61, 70, 72, 74]",198
114071249,2025-12-17,"[2, 6, 14, 17, 19, 24, 26, 27, 36, 44, 47, 48, 51, 52, 63, 65, 66, 69, 78, 79]",199
114071250,2025-12-17,"[6, 12, 13, 16, 28, 31, 32, 38, 42, 43, 47, 48, 52, 60, 66, 68, 70, 72, 75, 76]",200
114071251,2025-12-17,"[2, 3, 6, 18, 25, 26, 31, 35, 36, 41, 42, 43, 44, 50, 52, 59, 63, 65, 70, 79]",201
114071252,2025-12-17,"[10, 14, 23, 26, 30, 31, 32, 33, 36, 50, 52, 56, 59, 61, 63, 64, 69, 74, 75, 80]",202
114071253,2025-12-17,"[3, 10, 16, 18, 22, 25, 26, 32, 33, 34, 37, 40, 54, 60, 63, 68, 74, 76, 77, 78]",203
114071254,2025-12-18,"[1, 2, 7, 8, 18, 23, 29, 32, 36, 40, 42, 43, 47, 51, 58, 59, 60, 62, 73, 77]",1
114071255,2025-12-18,"[1, 2, 3, 10, 13, 18, 21, 30, 36, 40, 44, 49, 54, 56, 59, 64, 67, 75, 77, 79]",2
114071256,2025-12-18,"[2, 3, 11, 12, 13, 14, 20, 23, 36, 39, 42, 45, 49, 51, 53, 59, 66, 68, 71, 75]",3
114071257,2025-12-18,"[3, 8, 14, 25, 28, 32, 33, 37, 39, 47, 55, 65, 69, 71, 72, 73, 74, 76, 77, 80]",4
114071258,2025-12-18,"[4, 8, 10, 12, 13, 16, 18, 26, 33, 44, 45, 48, 51, 54, 61, 63, 66, 71, 77, 80]",5
114071259,2025-12-18,"[1, 4, 5, 10, 11, 14, 21, 22, 23, 33, 34, 37, 39, 58, 59, 66, 67, 68, 72, 74]",6
114071260,2025-12-18,"[4, 9, 11, 18, 21, 26, 32, 34, 39, 40, 43, 45, 48, 49, 53, 58, 62, 64, 65, 79]",7
114071261,2025-12-18,"[3, 4, 9, 16, 18, 19, 20, 23, 24, 31, 38, 46, 50, 51, 52, 56, 61, 64, 68, 76]",8
114071262,2025-12-18,"[3, 6, 7, 18, 21, 25, 30, 31, 34, 35, 36, 39, 44, 56, 58, 63, 66, 69, 71, 78]",9
114071263,2025-12-18,"[5, 20, 21, 22, 26, 29, 30, 32, 35, 37, 38, 41, 49, 50, 51, 53, 56, 65, 71, 79]",10
114071264,2025-12-18,"[5, 6, 10, 11, 13, 17, 27, 28, 31, 32, 37, 41, 48, 49, 50, 55, 60, 62, 65, 75]",11
114071265,2025-12-18,"[8, 13, 15, 22, 24, 30, 36, 41, 43, 46, 54, 58, 59, 60, 62, 64, 66, 67, 72, 73]",12
114071266,2025-12-18,"[13, 16, 23, 30, 33, 35, 38, 46, 51, 52, 54, 56, 63, 66, 68, 70, 72, 73, 75, 77]",13
114071267,2025-12-18,"[3, 10, 11, 14, 18, 20, 25, 26, 30, 31, 33, 41, 49, 52, 59, 60, 63, 64, 77, 79]",14
114071268,2025-12-18,"[2, 4, 11, 13, 20, 21, 23, 24, 26, 27, 30, 38, 39, 45, 54, 60, 61, 63, 69, 73]",15
114071269,2025-12-18,"[2, 3, 11, 16, 21, 22, 25, 30, 35, 38, 39, 44, 46, 47, 48, 56, 60, 69, 70, 76]",16
114071270,2025-12-18,"[2, 7, 14, 17, 18, 22, 24, 26, 28, 29, 34, 37, 40, 42, 43, 56, 57, 63, 68, 78]",17
114071271,2025-12-18,"[2, 9, 18, 23, 24, 33, 34, 43, 44, 48, 50, 56, 59, 66, 68, 69, 73, 74, 76, 77]",18
114071272,2025-12-18,"[3, 7, 11, 13, 18, 19, 29, 32, 34, 40, 45, 46, 56, 58, 62, 64, 65, 72, 73, 80]",19
114071273,2025-12-18,"[1, 3, 4, 9, 14, 15, 20, 22, 26, 33, 36, 38, 40, 43, 44, 48, 72, 76, 77, 80]",20
114071274,2025-12-18,"[8, 9, 22, 23, 24, 25, 26, 27, 33, 43, 45, 47, 50, 53, 56, 57, 59, 68, 73, 76]",21
114071275,2025-12-18,"[9, 13, 21, 27, 28, 31, 36, 41, 45, 46, 48, 50, 58, 61, 64, 65, 66, 72, 73, 74]",22
114071276,2025-12-18,"[3, 6, 7, 8, 11, 13, 18, 29, 30, 36, 37, 53, 55, 56, 61, 63, 66, 70, 72, 76]",23
114071277,2025-12-18,"[4, 9, 12, 18, 25, 28, 30, 31, 32, 33, 35, 41, 46, 51, 63, 64, 70, 72, 73, 76]",24
114071278,2025-12-18,"[4, 9, 12, 14, 18, 20, 21, 23, 25, 28, 44, 45, 46, 59, 60, 66, 70, 71, 73, 80]",25
114071279,2025-12-18,"[3, 27, 29, 33, 35, 38, 40, 41, 43, 48, 53, 56, 58, 64, 69, 71, 75, 76, 78, 79]",26
114071280,2025-12-18,"[2, 3, 10, 11, 20, 22, 25, 26, 37, 40, 41, 43, 46, 53, 59, 62, 64, 70, 75, 78]",27
114071281,2025-12-18,"[9, 11, 12, 18, 20, 32, 33, 47, 49, 54, 56, 57, 60, 61, 67, 68, 70, 77, 78, 79]",28
