遊戲名稱,期別,開獎日期,銷售總額,銷售注數,總獎金,獎號1,獎號2,獎號3,獎號4,獎號5,獎號6,獎號7,獎號8,獎號9,獎號10,獎號11,獎號12,獎號13,獎號14,獎號15,獎號16,獎號17,獎號18,獎號19,獎號20,超級獎號,猜大小,猜單雙, 
賓果賓果,97000001,2008/04/30,113725,4549,62100,01,17,20,21,24,27,31,37,39,40,42,51,52,56,58,59,71,73,75,77,,,
賓果賓果,97000002,2008/04/30,68025,2721,21775,02,06,13,17,21,29,37,40,46,48,50,52,53,59,62,64,71,75,76,80,,,
賓果賓果,97000003,2008/04/30,81175,3247,42525,07,09,11,14,15,18,20,21,33,34,46,51,52,54,58,60,64,65,71,74,,,
賓果賓果,97000004,2008/04/30,78325,3133,41825,03,06,08,15,17,23,30,36,37,38,41,44,46,48,51,52,54,70,71,74,,,
賓果賓果,97000005,2008/04/30,77275,3091,35900,01,08,09,20,27,28,34,39,42,53,55,58,60,64,72,75,76,77,78,80,,,
賓果賓果,97000006,2008/04/30,81925,3277,36425,03,04,08,09,20,22,26,33,38,39,45,49,50,59,61,63,66,67,71,77,,,
賓果賓果,97000007,2008/04/30,96350,3854,51875,04,05,08,14,25,27,28,31,34,35,36,41,45,52,61,64,65,67,69,74,,,
賓果賓果,97000008,2008/04/30,93700,3748,51900,05,09,16,20,21,25,26,29,34,37,39,41,45,47,50,52,61,65,74,79,,,
賓果賓果,97000009,2008/04/30,86225,3449,30950,14,18,19,21,22,24,26,32,34,39,42,48,50,54,55,63,71,72,75,80,,,
賓果賓果,97000010,2008/04/30,88250,3530,42025,02,05,06,10,14,16,17,21,22,33,41,54,55,56,60,62,69,72,77,78,,,
賓果賓果,97000011,2008/04/30,84650,3386,43650,02,11,12,14,20,23,27,29,33,34,36,42,45,47,51,60,66,67,73,77,,,
賓果賓果,97000012,2008/04/30,83200,3328,31075,04,12,18,21,29,32,36,42,43,47,51,59,63,64,66,67,72,76,79,80,,,
賓果賓果,97000013,2008/04/30,85675,3427,33575,01,11,13,15,18,31,34,36,37,38,46,49,50,52,57,62,63,71,72,80,,,
賓果賓果,97000014,2008/04/30,84325,3373,36150,01,07,12,13,18,19,25,28,36,37,49,50,55,56,60,61,65,69,74,79,,,
賓果賓果,97000015,2008/04/30,78000,3120,91075,02,03,06,07,10,17,19,22,23,27,44,46,53,55,56,59,61,62,74,75,,,
賓果賓果,97000016,2008/04/30,86275,3451,40100,02,08,11,15,22,28,29,37,38,40,47,49,52,58,61,62,69,72,74,79,,,
賓果賓果,97000017,2008/04/30,82000,3280,81175,01,05,09,11,12,13,17,24,27,30,31,32,33,40,49,53,55,57,63,64,,,
賓果賓果,97000018,2008/04/30,94325,3773,43300,08,09,10,14,17,21,30,34,39,41,46,50,55,58,62,64,69,70,71,79,,,
賓果賓果,97000019,2008/04/30,111100,4444,84050,03,05,06,09,13,16,17,21,24,25,28,37,44,49,50,51,65,75,76,80,,,
賓果賓果,97000020,2008/04/30,99425,3977,50125,03,05,10,12,14,17,22,23,26,32,36,44,48,53,55,68,69,74,75,76,,,
賓果賓果,97000021,2008/04/30,106600,4264,55275,01,05,07,09,16,22,29,31,33,42,43,45,48,51,52,56,60,69,77,80,,,
賓果賓果,97000022,2008/04/30,117925,4717,48975,06,11,13,15,18,20,21,24,28,32,49,51,53,54,55,58,62,68,73,74,,,
賓果賓果,97000023,2008/04/30,121250,4850,54600,06,09,10,14,26,27,28,29,30,31,39,44,49,53,59,62,69,76,78,80,,,
賓果賓果,97000024,2008/04/30,141850,5674,59225,02,03,08,11,15,17,19,20,24,33,35,54,55,57,59,62,64,67,71,75,,,
賓果賓果,97000025,2008/04/30,141625,5665,80375,09,12,17,20,22,27,31,37,39,41,42,45,46,47,51,56,63,65,69,73,,,
賓果賓果,97000026,2008/04/30,147300,5892,69675,01,02,03,10,22,25,26,27,29,34,46,47,50,53,58,63,67,70,71,76,,,
賓果賓果,97000027,2008/04/30,146350,5854,78900,05,06,11,14,17,20,31,32,39,46,49,52,54,56,57,59,66,67,72,74,,,
賓果賓果,97000028,2008/04/30,147700,5908,92650,01,03,04,13,17,21,22,26,28,29,38,46,50,54,55,60,64,65,68,73,,,
賓果賓果,97000029,2008/04/30,151575,6063,75150,05,08,09,17,21,22,23,27,31,43,49,51,55,57,58,65,74,75,78,79,,,
賓果賓果,97000030,2008/04/30,149550,5982,58700,05,06,09,10,14,26,30,34,36,37,40,45,48,51,54,56,58,59,67,69,,,
賓果賓果,97000031,2008/04/30,158950,6358,83250,01,03,05,23,25,27,31,35,38,39,41,45,52,67,69,70,76,77,79,80,,,
賓果賓果,97000032,2008/04/30,162100,6484,102275,04,06,09,15,19,30,38,41,43,47,48,49,50,51,53,55,58,61,66,79,,,
賓果賓果,97000033,2008/04/30,163600,6544,68725,03,10,12,14,16,20,21,28,34,41,42,48,49,60,62,67,70,71,75,78,,,
賓果賓果,97000034,2008/04/30,150875,6035,108225,04,10,11,17,22,25,30,33,37,41,43,47,48,50,51,63,74,76,77,80,,,
賓果賓果,97000035,2008/04/30,158300,6332,95150,01,14,18,27,41,42,44,45,46,47,57,59,64,67,68,69,71,73,75,79,,,
賓果賓果,97000036,2008/04/30,154275,6171,80125,02,05,06,07,08,11,21,22,27,32,39,45,46,47,58,60,61,71,73,80,,,
賓果賓果,97000037,2008/04/30,149600,5984,51375,12,13,14,20,27,30,31,36,41,42,47,49,51,56,58,62,65,73,76,80,,,
賓果賓果,97000038,2008/04/30,156050,6242,76275,05,20,23,27,29,32,33,35,36,39,40,41,44,46,48,51,59,71,75,77,,,
賓果賓果,97000039,2008/04/30,157925,6317,89475,02,07,10,11,17,24,27,36,39,46,52,54,57,63,64,66,67,69,71,79,,,
賓果賓果,97000040,2008/04/30,174000,6960,147025,01,05,08,09,12,13,21,23,25,29,30,47,51,57,58,62,67,69,72,80,,,
賓果賓果,97000041,2008/04/30,180775,7231,78950,05,11,19,21,22,25,27,32,33,35,42,45,52,61,63,67,68,69,72,73,,,
賓果賓果,97000042,2008/04/30,195000,7800,79775,08,09,12,21,24,29,31,33,37,38,42,47,50,51,52,57,58,61,68,79,,,
賓果賓果,97000043,2008/04/30,210600,8424,156375,02,05,10,12,17,22,23,29,30,31,35,37,47,52,58,67,68,72,75,77,,,
賓果賓果,97000044,2008/04/30,182150,7286,86400,02,04,07,08,16,23,24,29,30,34,35,37,47,59,67,69,71,72,77,78,,,
賓果賓果,97000045,2008/04/30,190150,7606,118850,01,07,09,15,19,23,30,33,36,39,42,45,47,49,53,66,69,71,75,80,,,
賓果賓果,97000046,2008/04/30,196975,7879,91625,02,06,12,14,16,20,28,29,31,37,38,41,42,45,48,55,64,71,78,79,,,
賓果賓果,97000047,2008/04/30,197425,7897,78100,01,16,17,20,27,30,33,36,37,41,43,44,46,51,59,68,69,73,77,79,,,
賓果賓果,97000048,2008/04/30,200475,8019,79425,04,16,17,19,20,21,22,29,31,37,48,49,53,63,65,67,68,69,73,80,,,
