遊戲名稱,期別,開獎日期,銷售總額,銷售注數,總獎金,獎號1,獎號2,獎號3,獎號4,獎號5,獎號6,獎號7,獎號8,獎號9,獎號10,獎號11,獎號12,獎號13,獎號14,獎號15,獎號16,獎號17,獎號18,獎號19,獎號20,超級獎號,猜大小,猜單雙
賓果賓果,115000409,2026/01/03,57325,2293,23375,12,13,16,21,23,25,29,32,33,34,37,40,43,49,53,55,58,59,68,78,34,－,－
賓果賓果,115000410,2026/01/03,61275,2451,39025,1,5,7,9,18,22,27,31,33,37,45,51,53,55,57,63,64,67,77,78,37,－,單
賓果賓果,115000411,2026/01/03,58525,2341,27350,3,6,8,13,15,22,28,34,35,36,38,41,46,48,53,61,67,71,73,78,67,－,－
賓果賓果,115000412,2026/01/03,76825,3073,33025,7,11,12,13,16,17,32,36,40,41,42,43,44,51,53,54,59,65,66,78,36,－,－
賓果賓果,115000413,2026/01/03,77225,3089,18250,3,8,15,19,21,22,34,36,38,40,42,43,46,47,59,62,67,76,77,80,21,－,－
賓果賓果,115000414,2026/01/03,83225,3329,27925,1,5,7,8,16,18,20,27,29,34,36,40,45,46,51,56,57,69,79,80,69,－,－
賓果賓果,115000415,2026/01/03,98050,3922,62700,7,19,20,22,24,25,26,30,31,34,35,46,47,49,51,56,58,61,62,68,19,－,－
賓果賓果,115000416,2026/01/03,93325,3733,35250,2,4,11,14,21,26,28,30,36,41,44,47,48,51,53,54,58,63,65,70,65,－,－
賓果賓果,115000417,2026/01/03,84725,3389,125125,1,3,4,7,15,20,21,24,25,28,29,33,35,36,43,61,62,70,72,77,04,小,－
賓果賓果,115000418,2026/01/03,94975,3799,32550,2,3,7,12,14,16,18,19,21,22,25,27,43,48,53,56,60,67,71,78,53,－,－
賓果賓果,115000419,2026/01/03,97075,3883,22725,6,8,12,14,15,18,21,27,31,32,34,49,55,58,59,63,64,65,67,72,21,－,－
賓果賓果,115000420,2026/01/03,119300,4772,56300,7,8,10,12,14,15,17,28,31,37,38,41,47,55,61,70,71,75,76,79,31,－,－
賓果賓果,115000421,2026/01/03,123800,4952,47925,6,8,9,16,17,20,24,29,35,39,45,52,56,58,59,66,69,76,78,80,59,－,－
賓果賓果,115000422,2026/01/03,128200,5128,46275,1,3,9,14,20,21,30,35,37,40,41,42,46,49,51,53,61,62,72,79,35,－,－
賓果賓果,115000423,2026/01/03,154150,6166,37925,3,6,7,12,15,30,32,33,34,37,38,41,49,57,62,65,68,69,75,78,38,－,－
賓果賓果,115000424,2026/01/03,142925,5717,68300,2,6,7,11,14,15,18,19,20,34,38,46,47,48,50,63,70,71,73,74,73,－,－
賓果賓果,115000425,2026/01/03,137500,5500,128025,2,7,8,13,16,22,41,45,49,51,53,58,59,60,61,62,68,73,75,80,22,大,－
賓果賓果,115000426,2026/01/03,146100,5844,154650,1,11,21,22,23,25,28,30,31,39,40,43,47,50,57,69,70,71,78,79,79,－,單
賓果賓果,115000427,2026/01/03,134700,5388,54200,2,7,11,15,20,22,23,30,43,44,45,51,53,55,61,64,72,74,76,79,11,－,－
賓果賓果,115000428,2026/01/03,148725,5949,43050,2,9,11,13,16,17,24,30,32,33,36,38,43,47,52,62,69,71,78,79,52,－,－
賓果賓果,115000429,2026/01/03,164775,6591,80725,11,15,18,19,24,26,27,28,38,42,43,44,45,46,53,60,62,66,67,77,28,－,－
賓果賓果,115000430,2026/01/03,178825,7153,384550,3,4,5,10,15,17,21,22,24,25,27,29,32,35,41,45,50,56,66,68,56,小,－
賓果賓果,115000431,2026/01/03,142550,5702,46275,3,10,12,16,20,21,29,35,46,50,53,55,57,58,63,66,68,71,74,80,80,－,－
賓果賓果,115000432,2026/01/03,155575,6223,135825,1,5,8,9,11,15,17,21,27,28,30,32,33,38,55,56,66,69,75,80,05,小,－
賓果賓果,115000433,2026/01/03,174675,6987,117350,3,4,5,11,12,21,23,31,35,39,48,49,50,55,65,68,69,72,74,77,05,－,單
賓果賓果,115000434,2026/01/03,176950,7078,77875,3,4,5,10,12,22,30,34,42,45,47,48,51,59,69,70,71,72,77,78,72,－,－
賓果賓果,115000435,2026/01/03,201875,8075,54350,5,6,10,12,14,16,25,29,34,39,45,46,52,53,57,60,64,67,77,79,39,－,－
賓果賓果,115000436,2026/01/03,188600,7544,54975,2,10,14,16,17,19,25,26,31,33,36,37,41,47,50,55,59,67,68,73,31,－,－
賓果賓果,115000437,2026/01/03,217525,8701,210300,1,2,3,12,15,18,27,53,59,60,61,62,64,66,67,69,70,75,76,77,69,大,－
賓果賓果,115000438,2026/01/03,200175,8007,43625,4,5,14,21,25,26,29,32,40,43,48,49,53,62,64,66,69,73,74,77,64,－,－
賓果賓果,115000439,2026/01/03,216800,8672,107500,2,3,19,24,27,28,36,42,46,49,50,53,59,62,63,65,66,71,75,79,03,大,－
賓果賓果,115000440,2026/01/03,221450,8858,65725,3,9,19,20,22,28,33,34,36,37,41,44,49,51,60,64,69,76,78,80,37,－,－
賓果賓果,115000441,2026/01/03,226875,9075,168625,3,4,6,7,8,9,11,18,32,39,40,53,54,59,62,67,69,71,76,78,76,－,－
賓果賓果,115000442,2026/01/03,247775,9911,92000,1,7,9,10,15,21,23,26,31,41,44,47,48,64,66,68,69,74,75,77,31,－,－
賓果賓果,115000443,2026/01/03,263975,10559,164375,4,8,10,11,22,28,30,33,34,36,38,39,45,54,58,62,63,72,73,80,54,－,雙
賓果賓果,115000444,2026/01/03,279525,11181,79975,6,10,11,14,16,22,26,33,36,37,47,51,53,56,59,61,69,70,73,75,37,－,－
賓果賓果,115000445,2026/01/03,265725,10629,137025,2,3,4,7,10,15,16,18,19,27,37,39,45,48,49,53,65,77,78,80,04,－,－
賓果賓果,115000446,2026/01/03,292200,11688,198425,1,3,15,20,22,24,25,32,36,38,40,42,45,50,52,64,71,75,77,78,45,－,－
賓果賓果,115000447,2026/01/03,261025,10441,154925,12,13,14,15,21,22,25,34,35,39,45,47,50,53,61,63,64,66,70,78,45,－,－
賓果賓果,115000448,2026/01/03,270125,10805,72500,4,5,8,13,18,19,24,31,33,34,40,42,45,49,52,56,63,64,73,77,63,－,－
賓果賓果,115000449,2026/01/03,283375,11335,259825,6,7,9,18,19,21,26,32,39,46,47,53,54,57,63,66,68,69,74,75,19,－,－
賓果賓果,115000450,2026/01/03,294550,11782,359200,1,3,8,11,13,14,21,30,31,33,39,41,45,50,53,60,69,71,75,77,03,－,單
賓果賓果,115000451,2026/01/03,288750,11550,137650,1,2,5,12,17,18,22,25,36,46,47,48,52,53,55,57,59,65,75,80,22,－,－
賓果賓果,115000452,2026/01/03,295275,11811,218525,2,6,10,22,31,37,41,49,52,53,55,65,67,69,70,72,73,74,75,80,74,大,－
賓果賓果,115000453,2026/01/03,285475,11419,193050,1,15,16,19,24,25,26,34,36,37,40,45,58,59,66,67,68,71,76,77,01,－,－
賓果賓果,115000454,2026/01/03,291725,11669,109375,4,13,14,16,18,20,25,27,34,36,38,42,62,64,65,66,69,73,75,77,42,－,－
賓果賓果,115000455,2026/01/03,296425,11857,413450,5,6,15,16,20,23,24,25,26,27,29,38,39,55,59,64,65,68,71,80,16,小,－
賓果賓果,115000456,2026/01/03,282525,11301,411650,3,5,10,13,21,23,24,26,27,28,29,31,39,40,48,54,57,62,67,80,80,小,－
賓果賓果,115000457,2026/01/03,307650,12306,105250,3,13,16,24,29,32,37,39,40,49,50,51,53,54,67,68,72,76,78,79,67,－,－
賓果賓果,115000458,2026/01/03,297600,11904,113700,1,6,10,11,17,20,21,23,26,28,33,42,43,45,47,52,56,61,71,78,45,－,－
賓果賓果,115000459,2026/01/03,293300,11732,183550,3,4,7,8,11,12,15,17,20,21,37,38,42,44,51,55,57,73,79,80,44,－,－
賓果賓果,115000460,2026/01/03,306750,12270,107425,3,5,8,18,19,28,32,33,45,47,48,50,54,60,65,68,70,75,77,79,50,－,－
賓果賓果,115000461,2026/01/03,309950,12398,168250,6,9,10,16,21,23,24,28,30,34,36,39,48,53,58,63,64,75,78,80,23,－,雙
賓果賓果,115000462,2026/01/03,321075,12843,218025,11,20,22,24,26,30,33,38,42,48,51,52,56,59,61,65,72,73,78,80,22,－,雙
賓果賓果,115000463,2026/01/03,319625,12785,394425,3,7,10,11,12,13,16,20,21,29,31,33,39,42,45,46,49,55,59,63,29,小,單
賓果賓果,115000464,2026/01/03,324500,12980,88900,2,3,4,9,17,19,20,23,30,31,36,40,45,51,55,56,61,65,67,76,67,－,－
賓果賓果,115000465,2026/01/03,302625,12105,126425,3,12,13,15,18,26,28,34,36,39,42,45,46,51,53,57,58,62,75,77,39,－,－
賓果賓果,115000466,2026/01/03,303775,12151,142000,1,4,7,10,12,16,25,26,36,38,42,52,53,56,57,59,61,69,76,77,07,－,－
賓果賓果,115000467,2026/01/03,299925,11997,101650,1,3,7,11,17,18,19,25,35,40,42,45,50,51,52,54,59,64,66,74,64,－,－
賓果賓果,115000468,2026/01/03,297575,11903,178275,3,6,7,12,21,24,25,30,33,40,47,48,52,61,62,68,71,72,73,75,52,－,－
賓果賓果,115000469,2026/01/03,286575,11463,109400,6,11,12,13,18,19,22,30,38,39,43,44,45,49,50,51,58,75,76,77,75,－,－
賓果賓果,115000470,2026/01/03,299475,11979,119875,4,6,7,9,11,15,19,23,24,27,32,48,50,57,58,66,70,71,74,77,50,－,－
賓果賓果,115000471,2026/01/03,306700,12268,100525,2,8,11,14,17,18,26,32,36,37,39,40,42,45,55,57,67,70,74,78,26,－,－
賓果賓果,115000472,2026/01/03,323475,12939,82425,2,8,12,16,17,21,26,27,29,37,42,49,50,54,55,60,62,68,73,80,49,－,－
賓果賓果,115000473,2026/01/03,323650,12946,220050,1,4,5,8,14,17,19,21,24,26,27,35,36,43,45,48,51,53,70,79,26,小,－
賓果賓果,115000474,2026/01/03,307000,12280,221700,7,10,13,15,21,22,23,26,29,31,32,33,38,42,48,59,63,64,70,71,64,小,－
賓果賓果,115000475,2026/01/03,299075,11963,75250,2,5,8,16,19,26,28,34,37,41,48,52,54,58,65,66,73,74,75,79,52,－,－
賓果賓果,115000476,2026/01/03,302600,12104,305775,5,11,13,19,23,25,29,32,33,39,44,49,51,52,53,55,61,62,69,71,29,－,單
賓果賓果,115000477,2026/01/03,306650,12266,190575,5,9,12,16,17,18,22,33,46,54,59,61,62,63,67,71,72,74,77,80,22,－,－
賓果賓果,115000478,2026/01/03,308550,12342,198275,9,10,12,14,15,24,25,29,34,37,45,46,47,54,57,58,68,71,76,77,68,－,－
賓果賓果,115000479,2026/01/03,301900,12076,170950,7,10,23,24,26,27,28,30,33,36,41,46,56,57,63,64,66,68,75,78,28,－,－
賓果賓果,115000480,2026/01/03,318375,12735,93375,5,6,12,14,20,25,29,33,34,35,37,41,46,48,55,59,63,64,75,79,59,－,－
賓果賓果,115000481,2026/01/03,337325,13493,371725,4,5,16,20,36,39,42,44,45,48,52,54,55,57,60,61,66,74,78,80,42,大,雙
賓果賓果,115000482,2026/01/03,298850,11954,157600,5,6,11,17,19,20,27,31,32,33,36,37,51,54,62,65,73,74,77,79,31,－,單
賓果賓果,115000483,2026/01/03,302450,12098,180850,2,6,9,10,11,12,16,21,26,40,42,48,54,57,59,62,64,70,73,78,62,－,雙
賓果賓果,115000484,2026/01/03,293400,11736,155025,1,5,11,12,14,17,20,21,24,28,30,34,41,47,53,61,66,70,78,80,24,－,－
賓果賓果,115000485,2026/01/03,319325,12773,140175,4,6,8,10,12,15,21,26,31,33,37,48,51,56,57,62,64,65,66,72,06,－,－
賓果賓果,115000486,2026/01/03,320100,12804,275900,7,13,14,15,16,18,21,23,24,26,31,34,37,41,45,63,67,73,78,80,63,小,－
賓果賓果,115000487,2026/01/03,311525,12461,89575,2,3,8,17,20,21,23,27,29,35,41,43,47,50,53,54,56,68,74,76,20,－,－
賓果賓果,115000488,2026/01/03,305275,12211,187300,1,6,10,12,14,20,23,32,33,35,36,39,40,43,44,57,60,64,75,77,23,小,－
賓果賓果,115000489,2026/01/03,301450,12058,156775,1,10,18,19,23,25,32,39,43,48,49,52,54,55,57,59,62,66,77,80,80,－,－
賓果賓果,115000490,2026/01/03,322000,12880,120900,3,5,7,13,14,15,18,22,23,29,34,38,42,49,57,58,60,63,68,80,38,－,－
賓果賓果,115000491,2026/01/03,313375,12535,137175,4,5,7,8,10,14,18,19,25,27,30,33,45,46,52,55,66,70,74,80,10,－,－
賓果賓果,115000492,2026/01/03,324850,12994,114275,1,3,6,15,22,28,30,31,36,37,39,40,41,54,56,58,61,64,65,79,30,－,－
賓果賓果,115000493,2026/01/03,317975,12719,212650,4,5,6,7,11,13,27,33,34,35,36,37,41,42,46,47,58,65,71,75,37,－,單
賓果賓果,115000494,2026/01/03,336375,13455,362450,12,19,20,27,29,33,38,45,47,53,57,60,64,65,66,68,74,75,78,79,20,大,－
賓果賓果,115000495,2026/01/03,325875,13035,135550,1,5,7,16,17,20,21,24,29,35,39,48,52,58,59,60,61,63,65,73,58,－,單
賓果賓果,115000496,2026/01/03,316600,12664,158000,1,2,7,9,19,24,26,29,33,36,43,46,59,61,67,69,71,72,74,79,59,－,單
賓果賓果,115000497,2026/01/03,322725,12909,212725,1,3,5,7,11,13,23,26,27,32,33,46,49,50,56,59,65,67,76,80,03,－,單
賓果賓果,115000498,2026/01/03,317025,12681,125875,3,4,11,17,21,28,35,37,43,44,47,48,51,53,54,57,64,67,68,78,28,－,－
賓果賓果,115000499,2026/01/03,310375,12415,124475,6,8,11,13,14,17,21,24,25,35,44,47,48,50,58,60,62,65,71,77,47,－,－
賓果賓果,115000500,2026/01/03,338750,13550,276350,2,16,20,21,23,24,32,44,45,50,55,58,59,66,68,70,71,72,76,80,59,大,雙
賓果賓果,115000501,2026/01/03,331550,13262,274675,1,2,17,24,26,36,40,47,52,55,58,60,63,64,65,67,69,77,79,80,36,大,－
賓果賓果,115000502,2026/01/03,330525,13221,112775,3,6,8,17,19,21,30,31,35,40,49,51,52,53,56,57,58,62,77,78,30,－,－
賓果賓果,115000503,2026/01/03,336250,13450,120250,3,4,10,11,16,19,20,25,33,34,40,44,50,54,57,59,62,63,73,76,10,－,－
賓果賓果,115000504,2026/01/03,321325,12853,203500,1,2,5,6,9,13,20,22,27,32,37,40,45,51,52,54,57,63,64,71,40,－,－
賓果賓果,115000505,2026/01/03,337050,13482,189500,1,3,4,9,24,25,27,34,36,42,50,52,54,55,64,68,70,74,78,80,50,－,雙
賓果賓果,115000506,2026/01/03,318175,12727,516025,1,3,12,19,23,24,33,36,37,42,53,55,61,62,63,64,71,72,73,80,03,－,－
賓果賓果,115000507,2026/01/03,336000,13440,160050,1,3,4,6,10,15,23,28,35,37,39,40,41,42,49,50,58,74,75,80,42,－,－
賓果賓果,115000508,2026/01/03,346625,13865,142100,3,6,8,10,12,21,22,28,35,42,45,49,53,58,60,62,65,67,77,79,49,－,－
賓果賓果,115000509,2026/01/03,369125,14765,363575,6,7,10,12,26,32,33,42,49,52,54,60,62,65,66,68,73,75,76,77,33,大,雙
賓果賓果,115000510,2026/01/03,343600,13744,150050,1,2,6,15,17,23,24,33,35,37,52,56,58,63,65,69,70,73,77,78,35,－,－
賓果賓果,115000511,2026/01/03,324300,12972,138725,2,3,10,27,28,30,31,36,40,42,45,48,53,60,61,63,64,66,72,78,28,－,雙
賓果賓果,115000512,2026/01/03,332225,13289,203125,13,16,17,25,31,32,33,36,44,51,52,57,58,62,63,65,68,70,77,78,70,－,－
賓果賓果,115000513,2026/01/03,353850,14154,103675,2,10,11,14,16,26,27,30,31,36,43,47,54,57,64,65,66,68,71,78,65,－,－
賓果賓果,115000514,2026/01/03,345600,13824,264150,1,5,6,7,8,11,24,28,30,32,41,44,46,55,57,58,63,72,77,80,55,－,－
賓果賓果,115000515,2026/01/03,358275,14331,131050,3,5,7,14,17,19,22,27,33,38,42,49,50,51,59,61,65,66,69,71,14,－,單
賓果賓果,115000516,2026/01/03,349700,13988,183875,8,27,31,35,36,39,43,47,51,55,57,59,64,66,69,70,72,74,75,80,74,大,－
賓果賓果,115000517,2026/01/03,353400,14136,414400,2,3,5,7,10,11,21,24,25,26,32,34,36,38,46,53,57,76,77,80,57,小,－
賓果賓果,115000518,2026/01/03,337175,13487,94950,1,11,12,16,19,23,28,30,39,40,41,44,56,61,64,66,67,72,75,76,40,－,－
賓果賓果,115000519,2026/01/03,326950,13078,117300,3,8,9,17,20,21,24,30,43,44,45,47,49,51,54,57,58,68,70,79,79,－,－
賓果賓果,115000520,2026/01/03,357225,14289,164575,6,8,11,12,13,17,25,26,41,44,47,50,53,55,58,61,66,67,69,75,69,－,－
賓果賓果,115000521,2026/01/03,351450,14058,168175,1,2,5,10,15,16,24,27,30,39,40,45,48,51,52,55,57,76,79,80,24,－,－
賓果賓果,115000522,2026/01/03,338975,13559,143050,5,8,15,18,23,26,29,31,32,37,43,51,55,56,66,67,69,70,73,75,18,－,單
賓果賓果,115000523,2026/01/03,345975,13839,246900,1,2,13,16,18,19,24,26,29,36,38,39,46,49,52,68,70,72,74,75,70,－,雙
賓果賓果,115000524,2026/01/03,337650,13506,530725,2,3,5,6,9,15,22,25,28,29,30,45,46,55,57,58,63,67,69,77,69,－,單
賓果賓果,115000525,2026/01/03,348350,13934,183050,1,6,11,12,15,20,21,26,27,30,33,57,59,61,62,64,68,70,74,78,57,－,－
賓果賓果,115000526,2026/01/03,361875,14475,223175,1,3,7,10,18,20,23,25,34,41,49,50,58,59,66,67,70,73,76,80,58,－,－
賓果賓果,115000527,2026/01/03,362725,14509,140325,3,4,15,16,18,28,33,37,39,44,52,55,57,58,59,67,71,74,76,80,58,－,－
賓果賓果,115000528,2026/01/03,380500,15220,142200,16,19,20,21,24,25,35,39,41,42,52,53,56,69,71,72,73,74,77,80,41,－,－
賓果賓果,115000529,2026/01/03,388425,15537,131525,9,16,22,26,30,34,36,37,47,48,49,52,53,55,57,68,69,71,72,80,55,－,－
賓果賓果,115000530,2026/01/03,439200,17568,328750,5,6,12,23,29,34,36,37,43,45,47,50,53,55,57,59,62,69,76,77,05,－,單
賓果賓果,115000531,2026/01/03,392075,15683,108625,2,5,7,10,29,31,32,37,38,40,43,46,48,51,56,64,65,72,76,78,37,－,－
賓果賓果,115000532,2026/01/03,346000,13840,197925,6,7,18,19,20,21,23,24,27,28,36,44,50,53,57,64,67,74,78,79,44,－,－
賓果賓果,115000533,2026/01/03,328750,13150,166400,2,10,13,26,33,34,35,36,40,46,54,58,60,61,64,65,68,72,74,78,68,－,雙
賓果賓果,115000534,2026/01/03,337250,13490,152900,4,8,12,24,25,29,30,31,34,39,43,44,54,57,58,59,61,64,68,78,64,－,－
賓果賓果,115000535,2026/01/03,342850,13714,136600,6,8,11,15,16,17,19,24,30,33,37,39,51,52,60,62,69,72,75,76,76,－,－
賓果賓果,115000536,2026/01/03,358925,14357,391675,10,11,17,27,29,34,36,43,49,53,57,60,64,65,66,69,72,75,77,79,49,大,單
賓果賓果,115000537,2026/01/03,315025,12601,118325,2,3,6,8,18,19,29,31,35,38,43,46,47,48,55,65,66,74,76,78,76,－,－
賓果賓果,115000538,2026/01/03,313875,12555,140750,6,11,12,13,17,20,24,30,33,34,51,54,59,62,64,65,67,72,74,78,24,－,－
賓果賓果,115000539,2026/01/03,308900,12356,203225,5,7,11,21,24,27,43,47,49,51,53,54,55,59,62,67,68,71,73,76,27,大,單
賓果賓果,115000540,2026/01/03,310850,12434,358350,4,5,7,8,10,13,17,18,20,26,28,30,32,36,37,46,49,53,61,70,05,小,－
賓果賓果,115000541,2026/01/03,307725,12309,98225,1,10,13,21,22,24,27,33,38,41,43,49,50,51,61,62,68,76,78,79,43,－,－
賓果賓果,115000542,2026/01/03,315575,12623,196775,1,7,14,15,18,20,23,30,32,33,34,39,40,43,49,53,59,68,69,77,20,小,－
賓果賓果,115000543,2026/01/03,323375,12935,221875,4,16,18,21,30,34,45,46,51,52,53,55,58,59,61,66,68,69,71,78,69,大,－
賓果賓果,115000544,2026/01/03,320600,12824,167075,4,6,15,16,19,20,24,25,26,28,36,40,42,46,51,59,60,61,65,75,61,－,－
賓果賓果,115000545,2026/01/03,314425,12577,202275,11,12,15,23,25,29,30,39,40,42,45,46,50,55,62,65,68,70,75,79,79,－,－
賓果賓果,115000546,2026/01/03,320300,12812,110525,5,11,13,15,16,22,23,35,42,48,51,52,62,64,66,67,68,71,72,79,64,－,－
賓果賓果,115000547,2026/01/03,325225,13009,216475,2,4,5,14,16,17,20,24,29,30,32,35,37,39,51,60,72,74,76,79,60,小,－
賓果賓果,115000548,2026/01/03,310900,12436,216175,1,3,6,9,13,14,15,16,20,27,28,30,35,47,53,57,62,64,68,69,64,小,－
賓果賓果,115000549,2026/01/03,323450,12938,146800,5,9,12,16,18,31,32,34,37,38,48,50,54,55,67,69,70,71,77,79,09,－,－
賓果賓果,115000550,2026/01/03,318700,12748,143400,1,4,11,13,17,23,31,35,36,41,45,46,47,52,55,57,64,69,72,75,41,－,單
賓果賓果,115000551,2026/01/03,328375,13135,183450,5,9,10,13,15,17,20,27,29,41,48,52,63,66,72,73,74,75,76,79,52,－,－
賓果賓果,115000552,2026/01/03,329875,13195,188175,1,2,4,6,13,19,20,25,29,32,33,34,37,39,45,47,48,53,64,69,45,小,－
賓果賓果,115000553,2026/01/03,312675,12507,96100,9,15,16,19,22,26,35,39,45,48,50,52,53,56,59,65,70,71,73,74,71,－,－
賓果賓果,115000554,2026/01/03,299350,11974,89025,4,6,7,11,12,14,18,20,29,32,35,38,44,48,60,65,67,69,71,74,20,－,－
賓果賓果,115000555,2026/01/03,298400,11936,170975,11,14,15,19,23,24,25,27,30,33,43,44,48,51,52,57,72,75,76,79,23,－,－
賓果賓果,115000556,2026/01/03,310800,12432,190025,12,15,17,19,21,31,32,33,40,43,44,45,49,51,53,58,63,68,79,80,43,－,單
賓果賓果,115000557,2026/01/03,310450,12418,85550,2,5,14,16,25,29,31,33,36,37,44,45,47,51,52,58,70,71,76,78,71,－,－
賓果賓果,115000558,2026/01/03,355525,14221,147025,3,9,14,15,18,25,28,31,42,46,50,55,56,58,60,63,65,71,73,74,74,－,－
賓果賓果,115000559,2026/01/03,326900,13076,312200,17,19,21,22,23,24,26,27,33,43,44,45,47,52,64,68,69,70,71,77,19,－,－
賓果賓果,115000560,2026/01/03,326225,13049,96025,1,4,6,8,10,12,18,26,40,41,43,45,49,53,56,62,65,67,69,79,65,－,－
賓果賓果,115000561,2026/01/03,339150,13566,131675,1,6,8,15,16,22,24,26,34,50,51,53,54,62,65,66,69,75,78,79,15,－,－
賓果賓果,115000562,2026/01/03,332650,13306,291925,4,6,7,8,9,10,27,30,33,38,41,44,45,46,52,57,61,71,72,79,44,－,－
賓果賓果,115000563,2026/01/03,285300,11412,263625,2,4,5,7,8,11,13,14,19,21,23,25,32,39,48,51,58,70,74,80,05,小,－
賓果賓果,115000564,2026/01/03,292100,11684,190925,4,9,10,18,23,24,28,31,32,34,35,37,38,42,50,65,71,73,78,80,24,小,－
賓果賓果,115000565,2026/01/03,274400,10976,170900,8,12,21,23,37,40,43,45,48,53,57,58,59,63,67,69,72,74,75,80,63,大,－
賓果賓果,115000566,2026/01/03,259375,10375,258100,6,7,8,9,10,14,20,23,24,26,28,34,49,54,55,57,62,67,72,79,49,－,－
賓果賓果,115000567,2026/01/03,253525,10141,60150,1,5,18,20,24,27,28,30,33,37,39,41,48,49,55,61,62,65,78,79,62,－,－
賓果賓果,115000568,2026/01/03,246150,9846,642025,2,3,4,5,6,8,13,14,17,23,24,25,29,35,41,47,55,65,67,74,04,小,單
賓果賓果,115000569,2026/01/03,227750,9110,154175,1,5,7,10,16,30,31,32,33,43,48,50,51,53,55,63,64,71,77,80,10,－,－
賓果賓果,115000570,2026/01/03,239025,9561,177750,6,8,11,14,16,23,25,29,33,34,38,39,40,48,49,52,55,58,72,78,58,小,－
賓果賓果,115000571,2026/01/03,243600,9744,444600,14,19,30,32,33,34,35,36,37,39,40,42,43,44,55,59,60,62,67,78,30,－,－
賓果賓果,115000572,2026/01/03,237325,9493,190150,10,15,18,24,26,27,29,33,44,45,49,50,52,53,58,62,67,70,71,72,50,－,－
賓果賓果,115000573,2026/01/03,245525,9821,78375,3,9,13,15,20,22,25,37,40,41,43,47,50,51,53,61,67,72,74,75,37,－,單
賓果賓果,115000574,2026/01/03,239425,9577,158150,7,12,13,19,25,29,31,32,36,37,38,41,44,46,47,48,50,63,68,76,25,－,－
賓果賓果,115000575,2026/01/03,236125,9445,111575,14,16,18,23,25,28,31,35,37,38,42,45,51,60,61,63,64,65,73,78,35,－,－
賓果賓果,115000576,2026/01/03,243700,9748,103050,3,8,14,15,19,22,33,34,38,40,41,42,54,56,62,68,69,72,78,80,19,－,雙
賓果賓果,115000577,2026/01/03,217200,8688,60200,4,12,13,17,23,31,33,35,38,44,46,50,52,55,59,61,62,74,75,80,62,－,－
賓果賓果,115000578,2026/01/03,212200,8488,202125,4,9,10,12,33,42,44,45,50,51,52,54,58,61,66,69,70,74,77,78,77,大,雙
賓果賓果,115000579,2026/01/03,212625,8505,103575,4,13,14,15,22,24,27,29,30,31,34,37,39,45,48,51,60,65,70,76,39,小,－
賓果賓果,115000580,2026/01/03,215400,8616,205600,1,2,4,5,6,8,11,19,25,29,30,37,59,60,61,66,68,71,75,76,66,－,－
賓果賓果,115000581,2026/01/03,193250,7730,71850,4,16,22,24,28,29,30,36,38,39,43,44,49,59,63,67,71,76,78,79,67,－,－
賓果賓果,115000582,2026/01/03,195375,7815,89300,8,13,16,26,27,28,29,38,41,42,43,45,49,50,53,58,66,67,68,70,66,－,－
賓果賓果,115000583,2026/01/03,196000,7840,83975,1,5,7,10,12,13,14,16,21,25,26,34,40,43,49,53,54,65,72,77,21,小,－
賓果賓果,115000584,2026/01/03,199275,7971,135500,1,2,7,16,29,43,44,49,51,52,55,57,60,61,67,69,72,75,78,79,29,大,單
賓果賓果,115000585,2026/01/03,193550,7742,123200,5,6,8,21,24,25,28,31,33,41,46,52,55,56,60,62,67,69,71,77,28,－,－
賓果賓果,115000586,2026/01/03,186450,7458,47550,2,6,7,17,21,23,25,26,30,36,40,46,50,51,52,54,63,67,75,78,75,－,－
賓果賓果,115000587,2026/01/03,182525,7301,66775,1,3,6,8,10,11,25,28,30,41,43,47,48,58,61,63,65,68,75,77,47,－,－
賓果賓果,115000588,2026/01/03,190250,7610,67100,7,8,14,19,20,22,25,30,34,39,45,46,48,50,52,53,57,58,63,74,07,－,－
賓果賓果,115000589,2026/01/03,181600,7264,39650,2,4,8,15,17,25,28,35,36,37,42,47,54,59,61,65,66,71,74,80,54,－,－
賓果賓果,115000590,2026/01/03,182575,7303,111925,2,10,19,24,26,27,28,29,31,35,36,39,42,43,47,49,56,58,61,69,42,－,－
賓果賓果,115000591,2026/01/03,176000,7040,62025,1,9,10,18,19,20,23,24,40,49,54,60,61,63,67,69,71,73,74,75,67,－,－
賓果賓果,115000592,2026/01/03,176900,7076,102750,1,3,7,11,15,18,22,23,24,27,29,42,46,47,55,58,62,66,68,73,46,－,－
賓果賓果,115000593,2026/01/03,165275,6611,70075,2,3,4,15,20,22,23,27,34,41,42,46,51,53,54,68,71,73,77,79,23,－,－
賓果賓果,115000594,2026/01/03,168000,6720,148200,1,3,4,12,16,20,23,24,25,26,27,30,38,42,51,57,70,71,76,78,57,小,－
賓果賓果,115000595,2026/01/03,170025,6801,119500,2,3,4,7,8,22,27,34,41,42,43,49,51,52,58,59,65,68,78,80,58,－,－
賓果賓果,115000596,2026/01/03,172950,6918,49400,2,3,8,9,13,15,21,29,30,32,37,38,48,50,52,57,58,59,63,76,21,－,－
賓果賓果,115000597,2026/01/03,198800,7952,342500,2,10,17,18,36,39,40,42,43,47,48,52,58,59,60,62,63,65,75,77,48,大,－
